7.785129 -5.201783 1.000000 
7.988632 -5.057282 1.000000 
7.738423 -5.224648 1.000000 
7.592377 -5.268196 1.000000 
7.550614 -4.864137 1.000000 
7.583030 -5.221896 1.000000 
8.284608 -4.831682 1.000000 
7.795336 -5.244501 1.000000 
7.768561 -4.779294 1.000000 
7.987785 -5.054177 1.000000 
6.785570 -4.201595 1.000000 
7.299622 -5.054540 1.000000 
6.820399 -4.828717 1.000000 
7.745958 -4.388518 1.000000 
7.013127 -4.816717 1.000000 
6.972034 -4.541469 1.000000 
7.450939 -4.762951 1.000000 
7.364202 -5.408870 1.000000 
7.207279 -4.958236 1.000000 
8.891231 -4.501851 1.000000 
8.302124 -4.680580 1.000000 
7.556093 -4.572964 1.000000 
6.962383 -4.869397 1.000000 
7.809823 -4.951572 1.000000 
7.438732 -4.740170 1.000000 
7.057757 -4.723058 1.000000 
8.188825 -4.893389 1.000000 
7.539066 -4.185831 1.000000 
7.545913 -4.741047 1.000000 
7.734627 -4.453973 1.000000 
-2.770299 8.284604 1.000000 
1.878617 -3.622762 1.000000 
7.886482 -4.765410 1.000000 
7.316374 -4.850535 1.000000 
7.303066 -5.072820 1.000000 
7.313433 -4.596370 1.000000 
7.294901 -4.733930 1.000000 
8.307681 -4.731909 1.000000 
7.742880 -4.851660 1.000000 
7.309596 -4.856380 1.000000 
8.102524 -5.175550 1.000000 
8.006882 -4.857195 1.000000 
7.182154 -3.599629 1.000000 
7.979872 -5.085815 1.000000 
7.871422 -5.075460 1.000000 
7.751694 -5.205671 1.000000 
7.650196 -5.155722 1.000000 
8.440700 -4.763559 1.000000 
8.141860 -4.974872 1.000000 
7.713012 -4.878471 1.000000 
8.310503 -4.928808 1.000000 
5.086255 -6.870855 1.000000 
7.699577 -5.213651 1.000000 
8.098014 -5.158191 1.000000 
7.592962 -4.814286 1.000000 
7.724029 -5.137205 1.000000 
-0.012473 -2.384021 1.000000 
0.165801 -1.912399 1.000000 
7.992023 -4.927223 1.000000 
7.655493 -5.204523 1.000000 
7.816160 -4.816418 1.000000 
8.237247 -5.085840 1.000000 
8.232501 -4.707471 1.000000 
8.090757 -4.841008 1.000000 
0.259109 -2.382038 1.000000 
7.146688 -4.394909 1.000000 
7.890162 -4.760926 1.000000 
7.142595 -4.992244 1.000000 
7.670226 -4.789963 1.000000 
7.438404 -4.849318 1.000000 
7.583989 -4.754807 1.000000 
7.170100 -4.026892 1.000000 
8.220000 -3.491140 1.000000 
7.369019 -4.541357 1.000000 
7.759256 -4.616263 1.000000 
0.386103 -2.237254 1.000000 
0.618197 -1.820603 1.000000 
7.261267 -4.601839 1.000000 
7.658555 -4.704247 1.000000 
7.194963 -4.610360 1.000000 
7.610164 -4.477967 1.000000 
7.478591 -4.286213 1.000000 
1.012227 -0.420199 1.000000 
6.867156 -4.730604 1.000000 
7.268537 -4.577198 1.000000 
7.583700 -4.957493 1.000000 
7.415641 -4.740770 1.000000 
1.959198 5.831275 1.000000 
7.256819 -4.695176 1.000000 
7.252086 -4.957502 1.000000 
7.552613 -5.172455 1.000000 
7.592084 -5.165121 1.000000 
7.812662 -5.148979 1.000000 
8.041597 -5.001783 1.000000 
7.812099 -5.126949 1.000000 
7.750992 -5.284085 1.000000 
7.835462 -5.141114 1.000000 
7.902083 -5.046440 1.000000 
7.870814 -5.122556 1.000000 
7.669078 -4.982360 1.000000 
7.937995 -5.187666 1.000000 
7.437038 -5.342843 1.000000 
8.187603 -4.891600 1.000000 
7.627338 -5.004828 1.000000 
7.603015 -6.860585 1.000000 
-7.232054 6.058257 1.000000 
-8.209492 5.629106 1.000000 
2.346129 4.780351 1.000000 
8.019403 0.529692 1.000000 
6.766233 0.028983 1.000000 
5.883361 -3.676854 1.000000 
-6.631927 6.732044 1.000000 
1.872889 4.092709 1.000000 
1.435577 4.591357 1.000000 
2.093622 4.484284 1.000000 
2.145377 4.692469 1.000000 
1.830917 4.310336 1.000000 
8.169995 1.037338 1.000000 
0.316355 -2.386181 1.000000 
0.297444 -2.244010 1.000000 
