16.866741 -13.609663 1.000000 
17.001599 -13.638135 1.000000 
16.851865 -13.649415 1.000000 
16.716063 -13.571455 1.000000 
16.571289 -13.273513 1.000000 
16.735718 -13.560585 1.000000 
17.235192 -13.747802 1.000000 
16.946827 -13.694058 1.000000 
16.725426 -13.369879 1.000000 
17.071144 -13.679610 1.000000 
15.675621 -12.418436 1.000000 
16.470301 -13.281794 1.000000 
15.952369 -12.859951 1.000000 
16.514682 -13.071599 1.000000 
16.037959 -12.912876 1.000000 
15.817506 -12.791614 1.000000 
16.407266 -13.149544 1.000000 
17.010722 -14.103642 1.000000 
16.262327 -13.129047 1.000000 
18.061167 -14.538446 1.000000 
17.735508 -14.353186 1.000000 
16.483321 -12.977958 1.000000 
16.004743 -12.970990 1.000000 
16.742728 -13.467782 1.000000 
16.346826 -13.167776 1.000000 
16.042566 -12.947625 1.000000 
17.093267 -13.644095 1.000000 
16.251146 -12.804391 1.000000 
16.425863 -13.189572 1.000000 
16.492636 -13.072710 1.000000 
-5.756530 18.533274 1.000000 
0.414772 -5.363913 1.000000 
16.736629 -13.363625 1.000000 
16.207805 -13.100984 1.000000 
16.324081 -13.262104 1.000000 
16.167634 -12.968708 1.000000 
16.225635 -13.071325 1.000000 
17.169292 -13.728376 1.000000 
16.552531 -13.383529 1.000000 
16.231501 -13.138805 1.000000 
17.104578 -13.763648 1.000000 
16.891393 -13.618793 1.000000 
15.304100 -10.795345 1.000000 
16.939066 -13.668044 1.000000 
16.952671 -13.666082 1.000000 
16.865979 -13.640022 1.000000 
16.736003 -13.560476 1.000000 
17.301994 -13.810287 1.000000 
17.135540 -13.753614 1.000000 
16.685191 -13.380982 1.000000 
17.307566 -13.765232 1.000000 
14.965467 -17.325671 1.000000 
16.797973 -13.599549 1.000000 
17.170130 -13.838016 1.000000 
16.522611 -13.312713 1.000000 
16.872221 -13.570090 1.000000 
-0.755588 -2.242480 1.000000 
-0.214763 -1.395283 1.000000 
16.967460 -13.548653 1.000000 
16.832494 -13.559890 1.000000 
16.747856 -13.374593 1.000000 
17.237580 -13.831040 1.000000 
17.058687 -13.640318 1.000000 
16.917491 -13.569778 1.000000 
-0.440621 -2.396120 1.000000 
15.993272 -12.630227 1.000000 
16.676577 -13.420911 1.000000 
16.201937 -13.095685 1.000000 
16.983135 -12.431649 1.000000 
16.440305 -13.257731 1.000000 
16.541888 -13.225734 1.000000 
15.932397 -12.503504 1.000000 
