0 # Average round-trip time (ns): 0.963165
1 # Average round-trip time (ns): 0.973494
2 # Average round-trip time (ns): 0.963716
3 # Average round-trip time (ns): 1.02511
4 # Average round-trip time (ns): 1.04102
5 # Average round-trip time (ns): 1.05626
6 # Average round-trip time (ns): 1.17938
7 # Average round-trip time (ns): 1.01707
