1    0.0895
2    0.0541
3    0.0442
4    0.0366
5    0.0311
6    0.0309
7    0.0280
8    0.0250
9    0.0243
10   0.0206
11   0.0199
12   0.0188
13   0.0169
14   0.0155
15   0.0142
16   0.0142
17   0.0140
18   0.0140
19   0.0107
20   0.0105
21   0.0103
22   0.0101
Other 0.4466
