260.0  -3.6144815773E-5  7.0419330143E-6  1.5857075338E-6  1.5721985974E-6  3.6955385081E-5  9.7178392193E-5  -7.2006752227E-5  1.5251867061E-6  -4.353659647E-6  5.6567336705E-5  1.3688527495E-4  -4.9166308179E-4  -7.385234771E-7  -0.0042343951463  9.1193261582E-5  -1.2166810479E-5  1.2375535157E-5  0.014736127465  2.7414034269E-4  2.8396482903E-5  -4.0501024848E-5  -1.9592999908E-4  -8.8400082929E-6  3.0495552469E-5  6.1680547184E-6  3.3127026706E-5  -2.4522912658E-5  
259.3258  -4.7240559849E-5  9.4553462156E-6  2.0501931603E-6  2.096401296E-6  4.8392433411E-5  1.2567550819E-4  -9.3330920295E-5  2.0068038591E-6  -5.8608659364E-6  7.1909489572E-5  1.7456171182E-4  -6.3545357291E-4  -8.7418046139E-7  -0.0051483112015  1.1694538718E-4  -1.5987603069E-5  1.6052472442E-5  0.017367983312  3.4917475288E-4  3.5636872514E-5  -5.3197225032E-5  -2.4584254916E-4  -1.1628721946E-5  4.0495291428E-5  8.3158437546E-6  4.3994816542E-5  -3.2812088609E-5  
258.655  -6.1529593558E-5  1.2652117301E-5  2.6371000271E-6  2.784818986E-6  6.3153977471E-5  1.6198116499E-4  -1.2056302836E-4  2.6287735729E-6  -7.8630948678E-6  9.1089541392E-5  2.218153322E-4  -8.1841912852E-4  -1.0144575272E-6  -0.0062380385119  1.4943071296E-4  -2.0932713572E-5  2.0745869776E-5  0.020397619846  4.4319125078E-4  4.4534480464E-5  -6.963322339E-5  -3.0727801151E-4  -1.5248774354E-5  5.3588442152E-5  1.1172748317E-5  5.8224091636E-5  -4.3753380761E-5  
257.9877  -7.9864416348E-5  1.6871313832E-5  3.3740244385E-6  3.6852612245E-6  8.2138966086E-5  2.0807173136E-4  -1.5521712278E-4  3.4279589481E-6  -1.0513576746E-5  1.1497669559E-4  2.8085549321E-4  -0.0010503709421  -1.1481358622E-6  -0.0075325630691  1.9025286035E-4  -2.7308617868E-5  2.6713630083E-5  0.023871027592  5.6055333398E-4  5.5415112582E-5  -9.0834067609E-5  -3.825713639E-4  -1.9932759714E-5  7.0670181461E-5  1.4959227888E-5  7.6786625962E-5  -5.8144077922E-5  
257.3238  -1.0330542965E-4  2.2419927089E-5  4.2931813341E-6  4.8582640586E-6  1.0646941973E-4  2.6637789628E-4  -1.9916021198E-4  4.4495550287E-6  -1.4009852565E-5  1.446128902E-4  3.543410663E-4  -0.0013433334779  -1.2569537255E-6  -0.0090646432998  2.4135435322E-4  -3.5497858056E-5  3.4272490126E-5  0.027836937077  7.065111244E-4  6.8653940409E-5  -1.1808261655E-4  -4.7444648045E-4  -2.5973805167E-5  9.2875174378E-5  1.9959684613E-5  1.0091357089E-4  -7.7004429837E-5  
256.6634  -1.331661426E-4  2.969058454E-5  5.4315919409E-6  6.3801043896E-6  1.3754019195E-4  3.3987698594E-4  -2.5468512137E-4  5.7485252735E-6  -1.860559768E-5  1.8124107394E-4  4.4545680796E-4  -0.0017119788116  -1.3126497943E-6  -0.01087110738  3.0507715292E-4  -4.5975746232E-5  4.3809676131E-5  0.032346507978  8.8735250412E-4  8.467891392E-5  -1.5297777197E-4  -5.8605985435E-4  -3.374004818E-5  1.2163577561E-4  2.6539538175E-5  1.3215820799E-4  -1.0163481576E-4  
256.0063  -1.7106676497E-4  3.9183408109E-5  6.83100842E-6  8.3464166373E-6  1.7707836595E-4  4.3220104824E-4  -3.2459600192E-4  7.3911316301E-6  -2.4625303029E-5  2.2633665829E-4  5.579991422E-4  -0.0021741299564  -1.2730043277E-6  -0.012993137983  3.8423131673E-4  -5.9330135127E-5  5.5796429936E-5  0.037452910953  0.0011105732015  1.039731166E-4  -1.9750408651E-4  -7.2104385461E-4  -4.369224062E-5  1.5875271283E-4  3.516641396E-5  1.7247204537E-4  -1.3368605206E-4  
255.3526  -2.189973873E-4  5.1532855319E-5  8.5374332867E-6  1.0876499681E-5  2.2721379336E-4  5.4776270735E-4  -4.123081209E-4  9.4565001127E-6  -3.2482420195E-5  2.8164214999E-4  6.9647169712E-4  -0.0027513402721  -1.0765932144E-6  -0.015476536277  4.8217224057E-4  -7.6284659194E-5  7.0803604994E-5  0.04321079212  0.0013850666529  1.2707552974E-4  -2.5411452148E-4  -8.8354773723E-4  -5.6405072643E-5  2.0648048498E-4  4.6436307447E-5  2.2429660258E-4  -1.7524543839E-4  
254.7022  -2.7939203558E-4  6.7540513846E-5  1.0600043289E-5  1.4118405376E-5  2.9056243569E-4  6.9190089361E-4  -5.2196364185E-4  1.2038130557E-5  -4.270168272E-5  3.4920486058E-4  8.6619073987E-4  -0.003469555865  -6.3590278318E-7  -0.018371956032  6.0288681409E-4  -9.7725860257E-5  8.9519530771E-5  0.049675611412  0.0017213341096  1.5457953983E-4  -3.2582829665E-4  -0.001078274135  -7.259290339E-5  2.6762999571E-4  6.1105734116E-5  2.9067351572E-4  -2.2894154637E-4  
254.0551  -3.5521496037E-4  8.8214965598E-5  1.3069267295E-5  1.8254900011E-5  3.7032431933E-4  8.7104862483E-4  -6.5856514805E-4  1.5245215154E-5  -5.5946435059E-5  4.3141745265E-4  0.0010734003971  -0.004359867421  1.7162624168E-7  -0.021735097881  7.5108863482E-4  -1.2473460906E-4  1.1277033794E-4  0.05690284769  0.0021317149908  1.8712837097E-4  -4.1634593228E-4  -0.0013105081876  -9.314069037E-5  3.4569123863E-4  8.0131036282E-5  3.753758843E-4  -2.980711946E-4  
