260.0  -1.3175214718E-4  -2.4092238809E-6  1.5155445852E-5  4.3355526768E-5  -7.4341149849E-6  3.642516113E-6  6.2656435042E-5  3.8269725678E-5  1.4447008374E-4  -4.9606091569E-6  -5.6752602977E-5  -8.2288271235E-6  3.7118658064E-5  -1.9971282677E-4  -5.6311137863E-5  -1.7106309581E-4  -2.5358143036E-5  2.0992654567E-5  -1.8038534818E-4  -4.0392513595E-6  -9.3900334436E-7  -9.4915624429E-6  8.1800281435E-5  1.1290072638E-6  1.8712815663E-5  2.8695814088E-4  -9.782481697E-6  4.2644877166E-5  -3.0725503047E-4  5.8422714067E-4  2.8353579115E-6  -1.2949948841E-5  -4.0582316836E-5  2.1258099905E-4  -3.1969539463E-6  1.2748313495E-5  -4.9719212603E-6  -4.1331879744E-6  1.5367108113E-6  4.5789301121E-5  4.8858837481E-5  -3.4422300946E-8  3.1198709791E-5  6.4122120523E-6  -2.5686812695E-5  -2.4823194365E-5  8.2759491887E-6  -4.0330773021E-6  -2.6662374512E-5  -1.1106831118E-4  3.5025489375E-6  -1.5211654483E-6  -1.7627376301E-5  1.8786245805E-4  -3.6841302838E-6  6.1855579401E-6  -1.227986067E-4  -5.4809030764E-6  0.0010436672611  -2.8433554767E-5  -2.556177345E-6  -8.2207258033E-5  -4.2954903742E-5  -2.9037694291E-5  2.449934448E-5  5.0866501606E-4  -9.1651301034E-6  5.7405274972E-5  7.663226987E-6  6.9560709498E-6  3.984047377E-5  4.8059782287E-5  1.7409370708E-4  3.5365527662E-6  1.6323918574E-6  5.6653317264E-7  -2.9142270233E-5  8.4457741352E-6  -6.614334692E-6  6.0432550497E-5  -2.9971151121E-6  -1.0157394751E-5  1.6939510818E-4  -2.9423944251E-5  8.3491263011E-6  1.7364353969E-4  2.7171804646E-4  -9.9264466328E-6  1.5400978581E-4  1.1740371071E-4  1.5798613857E-5  -1.0889656099E-6  2.4955805469E-6  3.7644401826E-5  -7.4820335721E-6  1.6519984896E-6  4.0913107228E-6  -3.338624375E-5  8.2773016096E-6  1.6394861703E-5  3.8332151111E-5  1.1447185444E-5  -7.184686829E-6  1.9745293665E-5  5.2709567702E-6  1.9232957059E-6  2.3428494881E-6  -9.8396681873E-5  2.2233018662E-5  2.1454411955E-5  2.912415636E-5  1.3959329281E-5  0.0045697356039  
259.3258  -1.6975260746E-4  -3.2066864264E-6  2.0283381013E-5  5.5982594506E-5  -1.0008030482E-5  4.916356336E-6  8.1097993993E-5  4.9957321915E-5  1.8607283319E-4  -6.6993807716E-6  -7.482918015E-5  -1.0789399294E-5  4.826491054E-5  -2.6102259884E-4  -7.3267856467E-5  -2.2032535801E-4  -3.351544337E-5  2.7262479055E-5  -2.3364697038E-4  -5.4100470903E-6  -1.2712818253E-6  -1.2548793035E-5  1.0468937477E-4  1.5575368512E-6  2.4551035506E-5  3.6375241298E-4  -1.2886671024E-5  5.557776848E-5  -3.9367057125E-4  7.3795606355E-4  3.459457414E-6  -1.7134866264E-5  -5.2813526282E-5  2.725844416E-4  -4.3467681343E-6  1.6222231898E-5  -6.5984775627E-6  -5.5482271674E-6  2.0582972745E-6  5.8783617335E-5  6.4398580039E-5  -9.6753213468E-8  4.0773728561E-5  8.5011371572E-6  -3.3498483285E-5  -3.2587108424E-5  1.0866710604E-5  -5.4581216179E-6  -3.4985237908E-5  -1.4347326379E-4  4.6537958652E-6  -2.0925940288E-6  -2.3615793285E-5  2.3968199277E-4  -4.890221735E-6  6.9625189541E-6  -1.5584070438E-4  -7.2708792451E-6  0.0013103734214  -3.7439858254E-5  -3.4685634919E-6  -1.0978760744E-4  -5.6338327534E-5  -3.8364422355E-5  3.1192266438E-5  6.4413499654E-4  -1.2180938903E-5  7.3398795453E-5  1.0169543233E-5  9.3698786137E-6  5.1103870325E-5  6.2302362854E-5  2.2212690259E-4  4.6272183835E-6  2.177854115E-6  -2.6934022047E-7  -3.8701020945E-5  1.1128184591E-5  -8.5816867268E-6  7.3677973424E-5  -3.9874077327E-6  -1.3638117096E-5  1.9778381237E-4  -3.8675356231E-5  1.0952094062E-5  2.2310578558E-4  3.5020108394E-4  -1.3234327333E-5  1.9911042486E-4  1.5276107467E-4  2.0740089956E-5  -1.5114754925E-6  3.3414953958E-6  4.8964845762E-5  -9.8851357177E-6  2.1783349589E-6  5.4845429897E-6  -4.403647269E-5  1.0914976063E-5  2.0107162947E-5  5.0169072744E-5  1.5153427521E-5  -9.619902392E-6  2.5963358589E-5  6.6517507224E-6  2.5412828414E-6  3.1276731302E-6  -1.2619498535E-4  2.9213200163E-5  2.8301547385E-5  3.7736459417E-5  1.8712453708E-5  0.0055678660007  
258.655  -2.1795548781E-4  -4.2522997529E-6  2.7052973365E-5  7.2023958672E-5  -1.3426911958E-5  6.6114027349E-6  1.046026903E-4  6.4984747315E-5  2.38818717E-4  -9.0108777363E-6  -9.8322247594E-5  -1.4097118894E-5  6.2544198911E-5  -3.3997994582E-4  -9.501755792E-5  -2.8280377701E-4  -4.4145384297E-5  3.5267297372E-5  -3.015978668E-4  -7.2215622681E-6  -1.7152515921E-6  -1.6530293062E-5  1.3352058218E-4  2.1399722979E-6  3.209516729E-5  4.5944120629E-4  -1.6915000222E-5  7.218095917E-5  -5.0263276926E-4  9.2903420841E-4  4.1712422793E-6  -2.2594855981E-5  -6.851132034E-5  3.4831589062E-4  -5.8902549452E-6  2.0591102999E-5  -8.7265419907E-6  -7.4253246895E-6  2.7450563758E-6  7.518729504E-5  8.4584874734E-5  -1.9475904974E-7  5.3097288404E-5  1.123206539E-5  -4.3534058955E-5  -4.2632905558E-5  1.4212935309E-5  -7.3609531515E-6  -4.5761919217E-5  -1.8471111754E-4  6.1581464079E-6  -2.8692331909E-6  -3.153362336E-5  3.0474571589E-4  -6.4693541732E-6  7.6025464671E-6  -1.9711468612E-4  -9.6136913604E-6  0.0016394315878  -4.9132146788E-5  -4.688291615E-6  -1.461153263E-4  -7.3638812737E-5  -5.0513288707E-5  3.9560111024E-5  8.1288735486E-4  -1.6134109962E-5  9.3452727743E-5  1.3446883849E-5  1.2577137343E-5  6.5322322012E-5  8.0476908259E-5  2.8244523586E-4  6.0295548939E-6  2.8947033325E-6  -1.5702732375E-6  -5.122243114E-5  1.4608170002E-5  -1.1089700793E-5  8.9274246866E-5  -5.2878489363E-6  -1.8247972008E-5  2.2943307079E-4  -5.0654604492E-5  1.4315414149E-5  2.8568426702E-4  4.4980991639E-4  -1.7582464526E-5  2.565153717E-4  1.980797045E-4  2.7126176027E-5  -2.0840101383E-6  4.4582173232E-6  6.3459067159E-5  -1.3015043829E-5  2.8602790841E-6  7.325860408E-6  -5.7886167565E-5  1.4342064663E-5  2.4505162247E-5  6.5433261187E-5  1.9990414334E-5  -1.2836780788E-5  3.4018542379E-5  8.3446220585E-6  3.3456229975E-6  4.1591813937E-6  -1.6126299347E-4  3.825345676E-5  3.7199650144E-5  4.871106869E-5  2.4979101837E-5  0.0067604420345  
257.9877  -2.788763417E-4  -5.617909247E-6  3.5957792331E-5  9.2323650902E-5  -1.7951974471E-5  8.8583656929E-6  1.3445115311E-4  8.4234658594E-5  3.0544528472E-4  -1.2070961347E-5  -1.2874439007E-4  -1.8354175282E-5  8.0771667343E-5  -4.4129788865E-4  -1.2281946605E-4  -3.6175902592E-4  -5.7948135734E-5  4.5444136029E-5  -3.8797741565E-4  -9.6071378307E-6  -2.3063534075E-6  -2.1695540005E-5  1.6970365717E-4  2.9283569324E-6  4.1806722742E-5  5.7821437567E-4  -2.2122815613E-5  9.3418198776E-5  -6.3951747979E-4  0.0011657005436  4.9611785318E-6  -2.9693092258E-5  -8.8591629063E-5  4.4354889619E-4  -7.9550041909E-6  2.6070798912E-5  -1.1500546326E-5  -9.907640979E-6  3.6451894016E-6  9.5813371884E-5  1.1071129072E-4  -3.4367653856E-7  6.8898870282E-5  1.4789625876E-5  -5.6379812765E-5  -5.5584628435E-5  1.8516768892E-5  -9.8925581664E-6  -5.9670983099E-5  -2.3700517347E-4  8.1154584644E-6  -3.9211998666E-6  -4.1966488956E-5  3.8614246409E-4  -8.5297261925E-6  7.9585888244E-6  -2.4849157306E-4  -1.2669614464E-5  0.0020438795664  -6.4257850148E-5  -6.3124009236E-6  -1.9379262055E-4  -9.5922890999E-5  -6.6281724906E-5  4.9977797259E-5  0.0010223334154  -2.1297662771E-5  1.1847840738E-4  1.7716187149E-5  1.6823139639E-5  8.320462444E-5  1.0358099998E-4  3.5791788373E-4  7.8245389622E-6  3.8330335413E-6  -3.5089487596E-6  -6.756747704E-5  1.9105093666E-5  -1.4272902906E-5  1.0747134824E-4  -6.9899215974E-6  -2.4331192388E-5  2.6430850307E-4  -6.6107894335E-5  1.8644850311E-5  3.6457469043E-4  5.7577661186E-4  -2.3276992803E-5  3.2931047332E-4  2.559550726E-4  3.5346582464E-5  -2.8551078868E-6  5.9269360194E-6  8.1945530023E-5  -1.7076914413E-5  3.7397178143E-6  9.7502306607E-6  -7.5833092887E-5  1.8778159457E-5  2.9666827913E-5  8.5045208377E-5  2.6280410868E-5  -1.7071189103E-5  4.4414670292E-5  1.0403545121E-5  4.3884905193E-6  5.5092819326E-6  -2.0533142972E-4  4.9919966803E-5  4.8719221751E-5  6.2639178423E-5  3.3206181327E-5  0.0081799346359  
257.3238  -3.5558869876E-4  -7.3944215505E-6  4.762935937E-5  1.1791183353E-4  -2.3919783608E-5  1.1825636924E-5  1.7221692856E-4  1.0880173636E-4  3.8929376678E-4  -1.6105259257E-5  -1.6799665815E-4  -2.3812681905E-5  1.0395556007E-4  -5.7083958246E-4  -1.5823601693E-4  -4.6117730594E-4  -7.5806863825E-5  5.8327263208E-5  -4.973883356E-4  -1.2737745601E-5  -3.090556445E-6  -2.8370598693E-5  2.1494683456E-4  3.9911900533E-6  5.4260852648E-5  7.2507143954E-4  -2.8829912857E-5  1.204835133E-4  -8.1084472258E-4  0.0014578005002  5.8060903063E-6  -3.8888312414E-5  -1.1419330869E-4  5.62867449E-4  -1.0707464445E-5  3.2925159433E-5  -1.5103286268E-5  -1.3180138602E-5  4.8196080591E-6  1.2164629354E-4  1.4440206562E-4  -5.6417147751E-7  8.9083936893E-5  1.9407577562E-5  -7.2762906919E-5  -7.2222885671E-5  2.4028798116E-5  -1.3248490377E-5  -7.7565409316E-5  -3.0308670092E-4  1.0651148746E-5  -5.3412671166E-6  -5.5665969621E-5  4.8760289754E-4  -1.1208672408E-5  7.8155179209E-6  -3.1222177473E-4  -1.6642103496E-5  0.0025390986826  -8.3756005241E-5  -8.4663762102E-6  -2.56140003E-4  -1.2452354445E-4  -8.6675009224E-5  6.289208964E-5  0.0012813379432  -2.8018326012E-5  1.495570282E-4  2.3256541844E-5  2.242379972E-5  1.0561141043E-4  1.3284000012E-4  4.520116965E-4  1.0111645525E-5  5.0563401371E-6  -6.3106984848E-6  -8.8829253626E-5  2.4893119952E-5  -1.8295042064E-5  1.2848915398E-4  -9.210307963E-6  -3.2329670945E-5  3.022268662E-4  -8.5967850433E-5  2.4196888942E-5  4.6367414028E-4  7.3450277746E-4  -3.0707370818E-5  4.2127862091E-4  3.2959763368E-4  4.5886135851E-5  -3.8874406519E-6  7.8513671718E-6  1.0543285803E-4  -2.2329281332E-5  4.8684614252E-6  1.2930250255E-5  -9.9007668848E-5  2.4498767215E-5  3.5661857453E-5  1.1015115288E-4  3.4430446548E-5  -2.262523739E-5  5.7781839539E-5  1.2886021366E-5  5.7354091576E-6  7.2689759357E-6  -2.6049608463E-4  6.4921898056E-5  6.3575858376E-5  8.0243352884E-5  4.3961436887E-5  0.0098630852038  
256.6634  -4.5183153453E-4  -9.6963262946E-6  6.2872470448E-5  1.5003980368E-4  -3.1762274962E-5  1.572923156E-5  2.1982524059E-4  1.4003766971E-4  4.9442415182E-4  -2.1401919978E-5  -2.1845847665E-4  -3.0785629008E-5  1.3333777799E-4  -7.3586867846E-4  -2.0319835246E-4  -5.859112623E-4  -9.8831089833E-5  7.4566171133E-5  -6.3547236515E-4  -1.6831774503E-5  -4.1272530768E-6  -3.696334861E-5  2.7131086477E-4  5.418245271E-6  7.0171106148E-5  9.0594892391E-4  -3.7435018766E-5  1.5484994399E-4  -0.0010244871624  0.001817049434  6.6624676239E-6  -5.075764241E-5  -1.4672725214E-4  7.1181584276E-4  -1.4363954136E-5  4.1475519326E-5  -1.9765140118E-5  -1.7480978925E-5  6.3448581554E-6  1.5387222903E-4  1.8768806819E-4  -8.8399120814E-7  1.1477146502E-4  2.538071016E-5  -9.3581506729E-5  -9.3520102226E-5  3.1057980793E-5  -1.7681002604E-5  -1.0051374975E-4  -3.862973959E-4  1.3921925619E-5  -7.2517312435E-6  -7.3592960004E-5  6.1361336611E-4  -1.4679845509E-5  6.8663994712E-6  -3.9100116798E-4  -2.1788449083E-5  0.0031431459406  -1.0880164212E-4  -1.1311781828E-5  -3.3737739238E-4  -1.6110000568E-4  -1.1295532805E-4  7.8832222734E-5  0.0016004567239  -3.6734691708E-5  1.8796143789E-4  3.0418940277E-5  2.9784323759E-5  1.3358301526E-4  1.6975218774E-4  5.6889770446E-4  1.3012301573E-5  6.6447135676E-6  -1.0267346262E-5  -1.1639013764E-4  3.231327117E-5  -2.3354198503E-5  1.5249049665E-4  -1.2097295608E-5  -4.2808381973E-5  3.4280766549E-4  -1.1139498931E-4  3.1289815465E-5  5.8771520728E-4  9.3378808206E-4  -4.0366992371E-5  5.3703666831E-4  4.2296176441E-4  5.934507332E-5  -5.2614264187E-6  1.0363433063E-5  1.3515822675E-4  -2.9096619473E-5  6.3101618445E-6  1.7085684232E-5  -1.288277416E-4  3.1848026116E-5  4.2543178707E-5  1.4217237424E-4  4.4952522455E-5  -2.9884345967E-5  7.4904625824E-5  1.5850825464E-5  7.4682941355E-6  9.5528361493E-6  -3.2928262549E-4  8.4143929286E-5  8.2663158982E-5  1.0240212001E-4  5.7962780747E-5  0.011851238105  
256.0063  -5.7213343915E-4  -1.2667133868E-5  8.2708615168E-5  1.9022004492E-4  -4.2031575937E-5  2.0845074878E-5  2.7962149367E-4  1.796041147E-4  6.2574775509E-4  -2.8327242296E-5  -2.8309566445E-4  -3.9659866128E-5  1.7044162044E-4  -9.4534622734E-4  -2.6008404155E-4  -7.4184328076E-4  -1.2840909067E-4  9.4945874238E-5  -8.0911577964E-4  -2.216712031E-5  -5.4928778894E-6  -4.7981669757E-5  3.4127063272E-4  7.3266765075E-6  9.0418709071E-5  0.0011278610399  -4.843303308E-5  1.9832697439E-4  -0.0012899082224  0.0022573283319  7.4573519935E-6  -6.6024230448E-5  -1.8793501794E-4  8.9707048251E-4  -1.9204534247E-5  5.2111819031E-5  -2.5775226426E-5  -2.3115780823E-5  8.3165856792E-6  1.9391332785E-4  2.4309786368E-4  -1.3400408004E-6  1.4733819099E-4  3.3079302076E-5  -1.1994037407E-4  -1.2068261957E-4  3.9983130221E-5  -2.3514164842E-5  -1.2985004165E-4  -4.9070915329E-4  1.8122574924E-5  -9.8132094761E-6  -9.6971272595E-5  7.6954545703E-4  -1.91619845E-5  4.6819981975E-6  -4.8804632784E-4  -2.8432788828E-5  0.0038771136065  -1.4085916326E-4  -1.505573008E-5  -4.4284586792E-4  -2.0770918258E-4  -1.4670100927E-4  9.8421294376E-5  0.001992202219  -4.7999346131E-5  2.3517779799E-4  3.9642843497E-5  3.9422313336E-5  1.6837133499E-4  2.1614107898E-4  7.1357242134E-4  1.6673751718E-5  8.6986755419E-6  -1.5754207314E-5  -1.5199149666E-4  4.1787678477E-5  -2.9688425533E-5  1.7954496867E-4  -1.5838659862E-5  -5.6486743238E-5  3.8541529813E-4  -1.4382703323E-4  4.0316819986E-5  7.4242101972E-4  0.0011830954105  -5.2878298478E-5  6.8219408241E-4  5.4089742291E-4  7.6462855712E-5  -7.0796098461E-6  1.3630206315E-5  1.7263199159E-4  -3.778450182E-5  8.1424626205E-6  2.2495140802E-5  -1.6706475817E-4  4.1253890381E-5  5.0335304759E-5  1.8286363414E-4  5.8488055993E-5  -3.9338256216E-5  9.6755651292E-5  1.935442541E-5  9.6890822401E-6  1.2504354916E-5  -4.1471991485E-4  1.08685209E-4  1.0709198838E-4  1.3017794709E-4  7.6113795603E-5  0.014190653959  
255.3526  -7.2195514953E-4  -1.648587091E-5  1.0842908676E-4  2.4027167595E-4  -5.5430635025E-5  2.7524106986E-5  3.5445065657E-4  2.2953464596E-4  7.8917889324E-4  -3.7344717361E-5  -3.6558951956E-4  -5.0911394117E-5  2.1712766177E-4  -0.0012102808087  -3.3180885406E-4  -9.3607357932E-4  -1.662709076E-4  1.2040953465E-4  -0.0010266884265  -2.9096055747E-5  -7.2854112715E-6  -6.2055021493E-5  4.277849193E-4  9.868718512E-6  1.1608695935E-4  0.0013990535726  -6.2435425976E-5  2.5312779711E-4  -0.0016184321502  0.0027950134082  8.0760869384E-6  -8.5590533369E-5  -2.3995851558E-4  0.0011266355559  -2.5590409525E-5  6.5305477556E-5  -3.3494834066E-5  -3.047538941E-5  1.0853606757E-5  2.4346609605E-4  3.1376627742E-4  -1.9809690217E-6  1.8847045029E-4  4.2966599951E-5  -1.5319270987E-4  -1.5520069994E-4  5.1266059489E-5  -3.1162611622E-5  -1.6723410837E-4  -6.2126330405E-4  2.3493926981E-5  -1.3235863215E-5  -1.2735360435E-4  9.6180239191E-4  -2.4929571771E-5  6.719396413E-7  -6.0717970979E-4  -3.6981922636E-5  0.0047655140738  -1.8174620821E-4  -1.9962563128E-5  -5.7927783082E-4  -2.6689052097E-4  -1.8987767198E-4  1.2238825827E-4  0.0024713382401  -6.2505716959E-5  2.9292596533E-4  5.1476014492E-5  5.199621105E-5  2.1147599357E-4  2.7421564338E-4  8.9199507745E-4  2.1273308696E-5  1.1343752014E-5  -2.3250851181E-5  -1.9781829016E-4  5.3836301904E-5  -3.7581867204E-5  2.0958129754E-4  -2.0671322253E-5  -7.4277116709E-5  4.2909076435E-4  -1.8503719224E-4  5.1761402118E-5  9.3468336658E-4  0.0014938566857  -6.9023210409E-5  8.6353553891E-4  6.8932748611E-4  9.8145891049E-5  -9.4719275104E-6  1.7862349775E-5  2.1968918375E-4  -4.8897791565E-5  1.0459359225E-5  2.9510278447E-5  -2.1592334447E-4  5.3246148917E-5  5.9018730576E-5  2.3438205353E-4  7.5837300383E-5  -5.1606769473E-5  1.2453528964E-4  2.3445620403E-5  1.2524035251E-5  1.6302277468E-5  -5.2042223613E-4  1.3990578536E-4  1.3823702996E-4  1.6484873921E-4  9.954645595E-5  0.016932792508  
254.7022  -9.0785205941E-4  -2.1374784966E-5  1.4165962284E-4  3.0237156883E-4  -7.2850834675E-5  3.6210752738E-5  4.477486933E-4  2.9230675278E-4  9.9180718092E-4  -4.9038092415E-5  -4.7049023519E-4  -6.5123260304E-5  2.756587618E-4  -0.0015441390646  -4.2193458161E-4  -0.0011771355156  -2.1456372299E-4  1.520833229E-4  -0.0012983201003  -3.8063439957E-5  -9.6299577009E-6  -7.9959875557E-5  5.343747813E-4  1.3241351232E-5  1.4850135855E-4  0.0017291704337  -8.0194209963E-5  3.2194763083E-4  -0.002023548099  0.003449340804  8.3460493943E-6  -1.1057820757E-4  -3.0542246617E-4  0.0014100643582  -3.3985658987E-5  8.1624202082E-5  -4.3373496404E-5  -4.0057930032E-5  1.4102637191E-5  3.0454398868E-4  4.0356308177E-4  -2.8703612243E-6  2.4022453113E-4  5.5619848348E-5  -1.9498907276E-4  -1.989075836E-4  6.5466452911E-5  -4.1154674475E-5  -2.1472413013E-4  -7.8393156263E-4  3.0332129602E-5  -1.7793654401E-5  -1.6670234548E-4  0.0011979833048  -3.2325727916E-5  -5.964332622E-6  -7.5292556573E-4  -4.794444826E-5  0.005836686592  -2.337096629E-4  -2.636818905E-5  -7.5512444382E-4  -3.4176629548E-4  -2.4492324623E-4  1.5158026551E-4  0.0030552040277  -8.1120480768E-5  3.6317704883E-4  6.659811919E-5  6.8340144688E-5  2.6468509963E-4  3.4663909131E-4  0.0011112417924  2.7022927807E-5  1.4735880406E-5  -3.3366327108E-5  -2.5660124478E-4  6.9096394833E-5  -4.7371244732E-5  2.4232577277E-4  -2.6893134953E-5  -9.7331838884E-5  4.724720719E-4  -2.372026139E-4  6.6215354052E-5  0.0011727660937  0.0018798234314  -8.9779810776E-5  0.0010892296035  8.7545386237E-4  1.2549954206E-4  -1.260197749E-5  2.332431549E-5  2.7854847207E-4  -6.3062363354E-5  1.3373724026E-5  3.8572995314E-5  -2.7813654522E-4  6.8477668667E-5  6.8509408575E-5  2.9936779687E-4  9.7994567441E-5  -6.7471121251E-5  1.5971833495E-4  2.8157824764E-5  1.6128806825E-5  2.1168034162E-5  -6.5068064981E-4  1.7948165061E-4  1.7779162491E-4  2.0794290693E-4  1.2967222629E-4  0.020134552399  
254.0551  -0.0011376582068  -2.7608416402E-5  1.8443868327E-4  3.7911129917E-4  -9.5417953762E-5  4.7465384015E-5  5.6364720729E-4  3.7092493644E-4  0.0012420917869  -6.4139137992E-5  -6.0339821544E-4  -8.3006358017E-5  3.4877524191E-4  -0.0019633242293  -5.3479506135E-4  -0.0014752404677  -2.7594156383E-4  1.9130328315E-4  -0.0016362181446  -4.9628918926E-5  -1.2685622686E-5  -1.0264948207E-4  6.6521090459E-4  1.7698369731E-5  1.8927610261E-4  0.0021294318135  -1.0262991936E-4  4.0805433538E-4  -0.0025212498967  0.0042428070346  8.0152754034E-6  -1.4237566678E-4  -3.8753154466E-4  0.0017587078513  -4.4984251592E-5  1.0174889543E-4  -5.5968118695E-5  -5.2496069921E-5  1.8243725808E-5  3.7952421023E-4  5.1724464536E-4  -4.0906468287E-6  3.0509648134E-4  7.1755465987E-5  -2.4733425114E-4  -2.5404883403E-4  8.3258475073E-5  -5.4160781215E-5  -2.7486364697E-4  -9.8590098726E-4  3.8999341218E-5  -2.3842376626E-5  -2.1748810877E-4  0.0014870662336  -4.1777744012E-5  -1.6298978426E-5  -9.3061733967E-4  -6.1953806871E-5  0.0071232209601  -2.9951563961E-4  -3.4697579631E-5  -9.8095040947E-4  -4.361594889E-4  -3.148490305E-4  1.8697500678E-4  0.0037640673968  -1.0492248637E-4  4.4816611254E-4  8.5848634095E-5  8.9506387517E-5  3.3012082022E-4  4.3660683533E-4  0.0013796775136  3.417399842E-5  1.9067747897E-5  -4.6869648892E-5  -3.3173964535E-4  8.8344976564E-5  -5.9452540271E-5  2.7722384018E-4  -3.4877197618E-5  -1.2710038177E-4  5.1370261023E-4  -3.0298425411E-4  8.439960223E-5  0.0014665358836  0.0023574660723  -1.1636631003E-4  0.0013690654717  0.0011079955592  1.5986475092E-4  -1.667441064E-5  3.0346595934E-5  3.5187912195E-4  -8.1050901102E-5  1.70199169E-5  5.0236103884E-5  -3.5707925881E-4  8.774927116E-5  7.8632173815E-5  3.8103799438E-4  1.2619017547E-4  -8.7912031343E-5  2.0410849807E-4  3.349828982E-5  2.0694365705E-5  2.7374376867E-5  -8.1056347021E-4  2.2946965133E-4  2.278319399E-4  2.6127791956E-4  1.6824280254E-4  0.023858453791  
