260.0  -1.8881626876E-5  -3.3186594573E-6  -6.6630791652E-6  5.913367647E-7  -8.1728397313E-6  -4.722094545E-6  3.2055455685E-5  1.5758473609E-5  -8.6407626112E-5  0.0020342351808  -1.3391093585E-5  -2.330304068E-6  -7.5000188998E-5  -2.2867907498E-5  -7.2661334098E-5  1.8031369919E-4  -9.3750282559E-6  -3.7807454883E-6  -0.0069093814112  -1.0616007933E-5  2.1189662498E-6  -3.0619780641E-5  0.0016166514248  1.0880252114E-5  3.0467296606E-4  -1.222643859E-5  -3.9994847904E-6  2.147726998E-5  2.1623061314E-5  -0.024106558847  1.5086664463E-5  -6.1924159957E-6  -3.6102476094E-6  -3.9810274106E-5  -1.1716719514E-5  5.9172436697E-6  1.3444604739E-4  -1.6716016906E-5  
259.3258  -2.5032878064E-5  -4.4745633432E-6  -8.915695351E-6  7.1628608937E-7  -1.0912186415E-5  -6.2409226266E-6  4.128928998E-5  2.0819376684E-5  -1.1312752E-4  0.002503163118  -1.7544321927E-5  -3.1350240609E-6  -9.918697466E-5  -3.0370662701E-5  -9.0682068112E-5  2.3044469831E-4  -1.2803738342E-5  -5.0469245194E-6  -0.0085736044411  -1.4171198447E-5  2.8326607998E-6  -3.9722214688E-5  0.0020144134487  1.4414881129E-5  3.8811149688E-4  -1.6309187743E-5  -5.3285602375E-6  2.8461871664E-5  2.8429875631E-5  -0.028896376026  1.999311428E-5  -8.3648632044E-6  -4.6618052386E-6  -5.2358712632E-5  -1.5608360419E-5  7.5284916911E-6  1.7234310126E-4  -2.2137500193E-5  
258.655  -3.3073255597E-5  -6.0136912917E-6  -1.1887423523E-5  8.5343462172E-7  -1.452088443E-5  -8.217251185E-6  5.2993444107E-5  2.74129061E-5  -1.4759246473E-4  0.0030695108136  -2.2905691521E-5  -4.2041544463E-6  -1.3073609336E-4  -4.0197884443E-5  -1.127953356E-4  2.9350056709E-4  -1.7404351502E-5  -6.7141449938E-6  -0.010601624676  -1.8852095394E-5  3.7746523723E-6  -5.1360903253E-5  0.002501272785  1.9031529577E-5  4.9265844117E-4  -2.1683065767E-5  -7.0745041048E-6  3.7588587778E-5  3.7247351838E-5  -0.034518135822  2.640450568E-5  -1.1261639849E-5  -5.9941578826E-6  -6.8629226163E-5  -2.0724788014E-5  9.5235503872E-6  2.2014526154E-4  -2.9219514359E-5  
257.9877  -4.3544909596E-5  -8.0563196075E-6  -1.5793205278E-5  9.9658509884E-7  -1.9258328096E-5  -1.0778573312E-5  6.7772471111E-5  3.5973108525E-5  -1.9188431798E-4  0.0037509498907  -2.9801335397E-5  -5.6198880374E-6  -1.7174540576E-4  -5.3024145114E-5  -1.3983673256E-4  3.7252548465E-4  -2.3549081296E-5  -8.9016626829E-6  -0.013063686672  -2.4993133692E-5  5.0138522336E-6  -6.6191697815E-5  0.0030949461117  2.503955194E-5  6.2316176879E-4  -2.8732062761E-5  -9.3597048914E-6  4.947168082E-5  4.8627009952E-5  -0.041091037322  3.4752521683E-5  -1.511085195E-5  -7.674175922E-6  -8.9651290929E-5  -2.742873517E-5  1.1975327646E-5  2.8021562134E-4  -3.8438670908E-5  
257.3238  -5.7133599175E-5  -1.0758207341E-5  -2.0907422544E-5  1.1344614231E-6  -2.5455995821E-5  -1.4084643026E-5  8.6363041217E-5  4.7047679422E-5  -2.4859581039E-4  0.0045677832562  -3.8637825699E-5  -7.4884100768E-6  -2.2486593821E-4  -6.9705358989E-5  -1.7279106013E-4  4.7120345874E-4  -3.1719000701E-5  -1.1761700824E-5  -0.016041428876  -3.3020995598E-5  6.6386316843E-6  -8.5025673232E-5  0.0038161377485  3.2829883764E-5  7.8545201881E-4  -3.7946566532E-5  -1.233979778E-5  6.4888140887E-5  6.3258730806E-5  -0.048746418447  4.5583284154E-5  -2.0207903167E-5  -9.7821559224E-6  -1.167165072E-4  -3.6183087521E-5  1.4964128913E-5  3.5541908117E-4  -5.0398440804E-5  
256.6634  -7.4703155694E-5  -1.4320341155E-5  -2.7578834203E-5  1.2483257209E-6  -3.3535858778E-5  -1.8334653331E-5  1.0965861354E-4  6.1325017068E-5  -3.2094217545E-4  0.0055432172287  -4.9919855304E-5  -9.9464083329E-6  -2.9343455942E-4  -9.1323205205E-5  -2.1281459483E-4  5.9397344539E-4  -4.2532937615E-5  -1.5487804752E-5  -0.019629258692  -4.3477875587E-5  8.7619013214E-6  -1.0886205397E-4  0.0046889240885  4.289451554E-5  9.8650876115E-4  -4.9950466348E-5  -1.6211878225E-5  8.4816800439E-5  8.2001746786E-5  -0.057628081714  5.9584902504E-5  -2.6933885389E-5  -1.2413754045E-5  -1.5143885839E-4  -4.7576323275E-5  1.8575800778E-5  4.4921288307E-4  -6.5860000107E-5  
256.0063  -9.7337207642E-5  -1.9001137305E-5  -3.6248821414E-5  1.3087158902E-6  -4.4033022455E-5  -2.3775727806E-5  1.3873765902E-4  7.9666975312E-5  -4.1289353007E-4  0.0067036378538  -6.4271227372E-5  -1.3169201237E-5  -3.8163479667E-4  -1.1923920738E-4  -2.612599175E-4  7.4616063521E-4  -5.6783165322E-5  -2.032509618E-5  -0.023935795304  -5.7049980879E-5  1.1527393423E-5  -1.389271833E-4  0.0057411622229  5.5850043142E-5  0.0012346475611  -6.5534476197E-5  -2.1224509244E-5  1.1048572784E-4  1.0592156437E-4  -0.067892446117  7.7620872355E-5  -3.5778546676E-5  -1.5681952786E-5  -1.9582707439E-4  -6.2353777093E-5  2.2898426647E-5  5.6574955651E-4  -8.5779768319E-5  
255.3526  -1.2638942871E-4  -2.5131657293E-5  -4.747354956E-5  1.2710325375E-6  -5.7623447256E-5  -3.0712886833E-5  1.7489568784E-4  1.0314832484E-4  -5.2933095305E-4  0.0080788859794  -8.245962442E-5  -1.7380843985E-5  -4.9469078822E-4  -1.5516024185E-4  -3.1970349262E-4  9.3412516355E-4  -7.5479240314E-5  -2.6582800569E-5  -0.029085361881  -7.4602273197E-5  1.5117398237E-5  -1.7672042911E-4  0.0070049187082  7.246599708E-5  0.0015397282069  -8.5696918752E-5  -2.7689850096E-5  1.4342935383E-4  1.3633369496E-4  -0.079708489252  1.0077036001E-4  -4.7368845983E-5  -1.9718960494E-5  -2.5237108735E-4  -8.1455887578E-5  2.8017025796E-5  7.099930451E-4  -1.1135488265E-4  
254.7022  -1.6354372157E-4  -3.3134502688E-5  -6.1950732621E-5  1.0696345055E-6  -7.5157731032E-5  -3.952064642E-5  2.1968128507E-4  1.3310406548E-4  -6.7622940903E-4  0.0097025245237  -1.0542565923E-4  -2.2866641261E-5  -6.3910001191E-4  -2.0121748897E-4  -3.8997619907E-4  0.0011654293676  -9.9901543825E-5  -3.4649479713E-5  -0.035219503176  -9.7220605811E-5  1.9762248186E-5  -2.2406800643E-4  0.0085169129094  9.3698735919E-5  0.0019133845304  -1.1169341135E-4  -3.5998277322E-5  1.8555696537E-4  1.7485513574E-4  -0.09325744268  1.3037654039E-4  -6.2504291279E-5  -2.4677900059E-5  -3.2414478859E-4  -1.0606477393E-4  3.4005556952E-5  8.8784858841E-4  -1.4407803172E-4  
254.0551  -2.1088590195E-4  -4.3547180434E-5  -8.0551764566E-5  6.1001829783E-7  -9.7702087404E-5  -5.0656395791E-5  2.7493628529E-4  1.7118587166E-4  -8.6087082196E-4  0.01161209019  -1.3431673268E-4  -2.9988574196E-5  -8.2291109567E-4  -2.6006109715E-4  -4.7419702609E-4  0.0014490245124  -1.3166630138E-4  -4.5011466092E-5  -0.042498498494  -1.2626256917E-4  2.5751892422E-5  -2.83185782E-4  0.010318967657  1.2073177265E-4  0.0023692755942  -1.4509711598E-4  -4.6635913901E-5  2.3923438492E-4  2.2346459575E-4  -0.10873220329  1.6810429212E-4  -8.2200470246E-5  -3.0734089002E-5  -4.1492751448E-4  -1.3766069209E-4  4.0915347405E-5  0.0011063066616  -1.8580326722E-4  
