260.0  -3.4734982195E-6  -6.7406018905E-6  2.1494895926E-5  -2.791932943E-5  -2.8336013338E-7  1.4893890877E-4  6.3603896313E-4  -2.3972782949E-5  1.4619048515E-5  -4.1252524687E-5  1.4998627268E-4  5.0451545085E-5  9.0755382441E-6  1.2101135913E-6  3.1347756636E-5  -2.1014942342E-5  2.2708939072E-5  -2.3588961685E-5  6.4327688465E-5  -1.1934086905E-4  -5.1895677027E-5  6.2606762964E-5  -1.3010402267E-4  2.5095460097E-5  -1.3236474679E-5  1.7232322033E-6  4.7429446755E-6  1.9897056169E-6  4.0921755742E-6  -4.1945763131E-5  3.3624751201E-5  -2.728708779E-5  -3.1679031903E-6  0.0010763549346  4.7071791131E-5  2.2954209817E-6  
259.3258  -4.636991199E-6  -8.9581769334E-6  2.8258806495E-5  -3.7215120906E-5  -3.7381949039E-7  1.9063958963E-4  7.9576499434E-4  -3.1468882214E-5  1.9326191859E-5  -5.4104620107E-5  1.9337106641E-4  6.4970909286E-5  1.13309825E-5  1.2570415322E-6  4.12146456E-5  -2.7914403766E-5  2.9705735605E-5  -3.172393912E-5  8.2754508049E-5  -1.5238214571E-4  -6.7805152656E-5  8.2663361147E-5  -1.6741903583E-4  3.2700319326E-5  -1.7365848216E-5  2.3192419323E-6  6.315815972E-6  2.6662264765E-6  5.3460712277E-6  -5.5211449176E-5  4.4229993163E-5  -3.5292930848E-5  -4.2909974823E-6  0.0013534549536  6.1987162503E-5  2.8065127933E-6  
258.655  -6.1685412303E-6  -1.1863432257E-5  3.7020680472E-5  -4.9398316315E-5  -4.9117761716E-7  2.4312064684E-4  9.9212082302E-4  -4.1162695108E-5  2.5463953471E-5  -7.0716539929E-5  2.4844620909E-4  8.337774307E-5  1.4061682589E-5  1.2058586522E-6  5.4002482694E-5  -3.6953525752E-5  3.8719878306E-5  -4.2464181346E-5  1.0608206834E-4  -1.9392185282E-4  -8.8293935763E-5  1.0876388152E-4  -2.147211718E-4  4.2460186027E-5  -2.2706912803E-5  3.1107369679E-6  8.3800206717E-6  3.5596173226E-6  6.9578596243E-6  -7.2424952112E-5  5.7975096931E-5  -4.5487189876E-5  -5.7930678935E-6  0.0016961329767  8.1349714857E-5  3.3932552675E-6  
257.9877  -8.1772180674E-6  -1.5655631769E-5  4.8328888285E-5  -6.5297851722E-5  -6.4278406177E-7  3.0890871915E-4  0.0012325990472  -5.3651880312E-5  3.3439523922E-5  -9.2110845489E-5  3.1810667994E-4  1.0662704154E-4  1.7339994347E-5  9.9369956076E-7  7.0516995169E-5  -4.8754129624E-5  5.0289416037E-5  -5.6579196039E-5  1.3550244398E-4  -2.4596347995E-4  -1.1458700033E-4  1.4260527052E-4  -2.7447536307E-4  5.493924616E-5  -2.9590971192E-5  4.1581185789E-6  1.1078796919E-5  4.7348298214E-6  9.0213462985E-6  -9.4681660743E-5  7.5723708322E-5  -5.8419888101E-5  -7.7951665986E-6  0.002118388992  1.0639563221E-4  4.0507333533E-6  
257.3238  -1.0802033308E-5  -2.0587335042E-5  6.2869608038E-5  -8.5959551441E-5  -8.3779625375E-7  3.9105115854E-4  0.0015260030955  -6.968250655E-5  4.3767471598E-5  -1.1956496474E-4  4.0589277354E-4  1.3588448137E-4  2.1239561628E-5  5.3088430332E-7  9.176829992E-5  -6.4105542091E-5  6.5082890901E-5  -7.504576058E-5  1.7246669266E-4  -3.1093481396E-4  -1.4820938078E-4  1.8632240893E-4  -3.496978555E-4  7.0835682954E-5  -3.8432617168E-5  5.5392150472E-6  1.459383962E-5  6.2747543925E-6  1.1652412595E-5  -1.2335667718E-4  9.8556883066E-5  -7.4765617733E-5  -1.0454688634E-5  0.0026368369547  1.3867727406E-4  4.7644466768E-6  
256.6634  -1.4219430678E-5  -2.6977315354E-5  8.1497812832E-5  -1.1269669296E-4  -1.0875666737E-6  4.9320482908E-4  0.001882625779  -9.0181871132E-5  5.7095572224E-5  -1.5466812348E-4  5.1611502255E-4  1.725666234E-4  2.5830890439E-5  -3.0833517673E-7  1.1901763974E-4  -8.4005755238E-5  8.3927324116E-5  -9.9097902647E-5  2.1873300132E-4  -3.9176602295E-4  -1.9105192058E-4  2.4258984342E-4  -4.4406484445E-4  9.1009677544E-5  -4.974859905E-5  7.3539193764E-6  1.9154615854E-5  8.2846974905E-6  1.4993495459E-5  -1.6016926279E-4  1.2782200087E-4  -9.5348103585E-5  -1.3975530042E-5  0.003271106876  1.8013610863E-4  5.5055673373E-6  
256.0063  -1.8652439081E-5  -3.5226229611E-5  1.0527424182E-4  -1.471506542E-4  -1.4060977836E-6  6.1973548222E-4  0.0023144410879  -1.1629749057E-4  7.4236168221E-5  -1.9938923416E-4  6.5399859624E-4  2.183872359E-4  3.1174791629E-5  -1.6977202491E-6  1.5383343112E-4  -1.0971157782E-4  1.0784123346E-4  -1.3028732543E-4  2.7642177605E-4  -4.9197944354E-4  -2.4544937431E-4  3.147440311E-4  -5.6203899615E-4  1.1651625103E-4  -6.4180397852E-5  9.7299446251E-6  2.5049644544E-5  1.0897833469E-5  1.9218782681E-5  -2.0726023758E-4  1.6519110128E-4  -1.2116869559E-4  -1.8620853908E-5  0.0040442904251  2.331903092E-4  6.2245161904E-6  
255.3526  -2.4381800039E-5  -4.5835525047E-5  1.3550926017E-4  -1.9136320961E-4  -1.8105730328E-6  7.7582784707E-4  0.0028353077127  -1.4944314859E-4  9.6204065551E-5  -2.5615740925E-4  8.2584909673E-4  2.7541030346E-4  3.7313024186E-5  -3.874337939E-6  1.9815813152E-4  -1.4279944236E-4  1.3807334391E-4  -1.7055604552E-4  3.4807819951E-4  -6.1579226951E-4  -3.142726693E-4  4.0692942062E-4  -7.0901600918E-4  1.4864352999E-4  -8.2521110354E-5  1.2829933425E-5  3.264007432E-5  1.4281802334E-5  2.4540187055E-5  -2.6728445254E-4  2.1273004896E-4  -1.5343920113E-4  -2.4729066625E-5  0.0049834310192  3.0083940741E-4  6.8423829722E-6  
254.7022  -3.1759424784E-5  -5.9430127331E-5  1.7381458933E-4  -2.478621746E-4  -2.3219726042E-6  9.67606243E-4  0.0034611820371  -1.913529463E-4  1.2426211655E-4  -3.2795691371E-4  0.0010392415975  3.4611025011E-4  4.4255313459E-5  -7.1579825634E-6  2.5438759514E-4  -1.8523876514E-4  1.7614768082E-4  -2.2232320974E-4  4.367426992E-4  -7.6823335393E-4  -4.0103727226E-4  5.2427202913E-4  -8.9149346068E-4  1.8895702266E-4  -1.0574728677E-4  1.6860199666E-5  4.2375929098E-5  1.8646643456E-5  3.1214154444E-5  -3.4352068369E-4  2.7298004489E-4  -1.9361945959E-4  -3.2733727497E-5  0.0061200585411  3.8678865367E-4  7.2396098786E-6  
254.0551  -4.1224582262E-5  -7.6785515362E-5  2.2216395551E-4  -3.1976221219E-4  -2.9657828627E-6  0.001202265098  0.0042103375054  -2.441443453E-4  1.5997578787E-4  -4.1843850552E-4  0.0013032346094  4.3343983954E-4  5.1961733793E-5  -1.197565163E-5  3.254647448E-4  -2.3948000262E-4  2.2391574759E-4  -2.8858825304E-4  5.4602965037E-4  -9.552753268E-4  -5.100297234E-4  6.7308449308E-4  -0.001117264236  2.3935047837E-4  -1.3505642974E-4  2.2081426851E-5  5.4815424369E-5  2.4254272784E-5  3.954934715E-5  -4.4000152226E-4  3.4905309135E-4  -2.4346003707E-4  -4.3188255057E-5  0.0074907678116  4.9559598453E-4  7.2412359734E-6  
