260.0  2.1316219067E-6  -2.3752546614E-5  -1.5135982965E-6  1.4188836095E-4  -4.7171584556E-5  -1.5642246874E-5  3.0317239743E-6  1.3537996554E-5  1.6198959814E-4  2.025718804E-5  8.0228772196E-5  5.8848213712E-5  2.0826997105E-4  -4.909829307E-5  -3.2887171829E-6  -2.2398806044E-5  -2.3388747348E-5  -9.6429175867E-5  8.6164531257E-6  5.5710972731E-5  1.0451298729E-5  1.0382671867E-5  -6.9306709562E-6  1.4972670566E-5  -1.1706229931E-4  -1.2560069135E-5  3.8637715069E-6  
259.3258  2.9981476181E-6  -3.1208531457E-5  -2.0361292885E-6  1.8329997345E-4  -6.1744218132E-5  -2.0393185986E-5  4.0628082757E-6  1.792873539E-5  2.0875010049E-4  2.6502376505E-5  9.9680501918E-5  7.5025792567E-5  2.6256143061E-4  -6.3454158407E-5  -4.3904344005E-6  -2.8519776961E-5  -3.0345602873E-5  -1.2370797896E-4  1.1275325526E-5  7.1978149437E-5  1.3874990692E-5  1.3818719999E-5  -9.1512697691E-6  1.9317146319E-5  -1.5358696949E-4  -1.6737922624E-5  4.9152650689E-6  
258.655  4.1942519326E-6  -4.0860757162E-5  -2.7295444467E-6  2.359671027E-4  -8.0534323844E-5  -2.6495088428E-5  5.4263905608E-6  2.3661583151E-5  2.6806109671E-4  3.4546697291E-5  1.2331759429E-4  9.5273797459E-5  3.2981294702E-4  -8.171025004E-5  -5.8451117762E-6  -3.6182001632E-5  -3.9226011215E-5  -1.581393964E-4  1.4704389309E-5  9.2658221255E-5  1.8358897158E-5  1.8328805658E-5  -1.2042231696E-5  2.48253801E-5  -2.0082544975E-4  -2.222748043E-5  6.2214023287E-6  
257.9877  5.8369347354E-6  -5.33100041E-5  -3.6464355922E-6  3.0270034164E-4  -1.0467265731E-4  -3.4303595147E-5  7.2234440896E-6  3.1119793006E-5  3.4301048381E-4  4.486838905E-5  1.5189874999E-4  1.2050675302E-4  4.1279297279E-4  -1.0483649951E-4  -7.7604200609E-6  -4.5736851532E-5  -5.0517072137E-5  -2.0143425441E-4  1.9111103742E-5  1.1884646539E-4  2.4211110953E-5  2.4227500783E-5  -1.5792576839E-5  3.1779553271E-5  -2.6170410781E-4  -2.9414229717E-5  7.8338872547E-6  
257.3238  8.0817563814E-6  -6.9307387929E-5  -4.8544947272E-6  3.8694180537E-4  -1.3556622921E-4  -4.425959396E-5  9.5835545871E-6  4.0787607722E-5  4.373674303E-4  5.8060743619E-5  1.8628398013E-4  1.518144229E-4  5.1477761143E-4  -1.3401844388E-4  -1.0275123187E-5  -5.7606245366E-5  -6.4816217704E-5  -2.5566723252E-4  2.4754215068E-5  1.5188083402E-4  3.1822918765E-5  3.191476232E-5  -2.0640503505E-5  4.0521686362E-5  -3.3988351024E-4  -3.8788471462E-5  9.8117878178E-6  
256.6634  1.1134531008E-5  -8.9787961134E-5  -6.4405103615E-6  4.9288830667E-4  -1.7495817176E-4  -5.6907329602E-5  1.267238768E-5  5.3274364233E-5  5.5571205213E-4  7.4856340334E-5  2.2743894792E-4  1.9048743363E-4  6.3962329015E-4  -1.7069825102E-4  -1.3567509936E-5  -7.2294519898E-5  -8.2852626381E-5  -3.2334246772E-4  3.1955168709E-5  1.9338780608E-4  4.1689388621E-5  4.1897066547E-5  -2.6884980649E-5  5.1463945615E-5  -4.3992410104E-4  -5.0971233657E-5  1.2221534221E-5  
256.0063  1.5266235625E-5  -1.1591073958E-4  -8.5153215017E-6  6.2563386176E-4  -2.2499853841E-4  -7.2915753137E-5  1.6700915797E-5  6.9343650218E-5  7.0358467378E-4  9.6155452251E-5  2.7643680199E-4  2.3804458495E-4  7.9184500948E-4  -2.1662178782E-4  -1.7865947155E-5  -9.0401798351E-5  -1.0551186038E-4  -4.0746809059E-4  4.1111735362E-5  2.4533485342E-4  5.4434529084E-5  5.4813191084E-5  -3.4899742026E-5  6.5100078264E-5  -5.6748430142E-4  -6.6745845337E-5  1.5136450745E-5  
255.3526  2.0831917595E-5  -1.4910610589E-4  -1.1219931142E-5  7.9133343745E-4  -2.8832751459E-4  -9.3103539116E-5  2.1936766169E-5  8.9948386666E-5  8.8765643221E-4  1.2305909941E-4  3.3445660152E-4  2.9626136504E-4  9.766993792E-4  -2.7389218369E-4  -2.3462040464E-5  -1.12638948E-4  -1.3386397465E-4  -5.116402156E-4  5.2714203014E-5  3.1008995375E-4  7.0841899211E-5  7.1465509605E-5  -4.5150093928E-5  8.2017915305E-5  -7.2955612172E-4  -8.7096205005E-5  1.8635623162E-5  
254.7022  2.8294543933E-5  -1.9113161453E-4  -1.4733016475E-5  9.9738976757E-4  -3.6817258721E-4  -1.1846821871E-4  2.8718111933E-5  1.1627281537E-4  0.0011159228513  1.5690721352E-4  4.0277728571E-4  3.6719897484E-4  0.0012002712459  -3.4503025907E-4  -3.0726986349E-5  -1.3984420732E-4  -1.691953004E-4  -6.4013675482E-4  6.736452583E-5  3.9048846328E-4  9.1891684374E-5  9.2857785246E-5  -5.8212997953E-5  1.0291280886E-4  -9.3474387337E-4  -1.1325291322E-4  2.2801850487E-5  
254.0551  3.8254921544E-5  -2.4413728443E-4  -1.9280112912E-5  0.0012526648974  -4.6846125709E-4  -1.5021988749E-4  3.7470595245E-5  1.4978247639E-4  0.0013979217934  1.993223454E-4  4.8276599205E-4  4.5323291057E-4  0.0014695622347  -4.330420654E-4  -4.0131813568E-5  -1.7300154926E-4  -2.1304403738E-4  -7.9802121266E-4  8.5798860536E-5  4.8990748998E-4  1.188054027E-4  1.2024057674E-4  -7.4800940636E-5  1.2860177906E-4  -0.0011935920405  -1.4674857972E-4  2.7718367202E-5  
