260.0  8.6882323355E-5  1.3067976552E-5  -1.4248017198E-6  -7.0244377902E-4  4.1119467658E-6  -7.8682417265E-7  -6.0679194666E-6  2.256175982E-5  9.899723441E-6  -7.1415381539E-6  9.4001712559E-5  -1.8464466685E-5  -8.0338648619E-6  -1.9221940283E-5  6.3568215797E-5  -1.2539854231E-4  6.7409693241E-5  -5.0110823655E-6  2.6306786691E-5  -0.023467453404  -1.9552783534E-5  -1.1836669524E-7  -3.6145563502E-5  1.0473671685E-5  1.8182240732E-5  2.8242386239E-5  1.8026732587E-4  -1.3260332073E-5  6.6731872837E-5  0.0010487895343  7.779197091E-6  6.5703765893E-5  -1.8057281051E-5  2.4090348284E-5  0.028725673494  -2.5985517961E-5  -2.6860016156E-5  -3.2782836407E-6  -3.4324839052E-6  -4.2157650213E-6  0.0049541715819  5.4302055304E-5  8.1296859941E-6  1.4632982673E-5  -4.7525781807E-6  1.888414277E-5  5.1746538665E-5  2.841599644E-6  -3.1733534236E-6  1.6136926103E-4  -3.7640392595E-5  -1.2687461736E-6  -3.8938446508E-6  5.0396525766E-6  1.2930456518E-5  2.093048197E-4  
259.3258  1.1216384886E-4  1.6974314501E-5  -1.9640145616E-6  -8.9675398125E-4  5.5645486642E-6  -1.0520485738E-6  -8.016304852E-6  2.9449604445E-5  1.3289097265E-5  -9.550381786E-6  1.207311429E-4  -2.3935817456E-5  -1.0324846354E-5  -2.5349318686E-5  8.2295340084E-5  -1.6116536064E-4  8.8307587731E-5  -6.7671078609E-6  3.4702871278E-5  -0.028109292624  -2.5729350312E-5  3.620580433E-7  -4.8342343298E-5  1.3818325757E-5  2.4152630719E-5  3.7065053744E-5  2.3150095921E-4  -1.7750922189E-5  8.6185346507E-5  0.001328035467  1.0295592342E-5  8.523599929E-5  -2.3966015347E-5  3.0944787924E-5  0.033677618967  -3.4096841893E-5  -3.5001526781E-5  -4.4838699589E-6  -4.599603488E-6  -5.6870996721E-6  0.0061432937281  7.1102447917E-5  1.0706657404E-5  1.9474520077E-5  -6.1955808545E-6  2.459425428E-5  6.7229079746E-5  3.6458519217E-6  -4.2778161539E-6  2.0793227556E-4  -4.9497617349E-5  -1.6955678696E-6  -5.2594607182E-6  6.5100725805E-6  1.6965823281E-5  2.6365422636E-4  
258.655  1.4428827379E-4  2.1965256929E-5  -2.6947569088E-6  -0.0011407476018  7.5037798233E-6  -1.4013646468E-6  -1.0556069495E-5  3.8304182105E-5  1.7776468565E-5  -1.2723013346E-5  1.5450609616E-4  -3.0910468572E-5  -1.3212642161E-5  -3.3315865185E-5  1.0617524045E-4  -2.0640689042E-4  1.1528559812E-4  -9.1081342991E-6  4.5616817163E-5  -0.033553223046  -3.3739720176E-5  1.1369459462E-6  -6.443816766E-5  1.8165545765E-5  3.1972633914E-5  4.8471896831E-5  2.9627026055E-4  -2.3681386569E-5  1.1090425798E-4  0.0016758207182  1.357748488E-5  1.1019571041E-4  -3.1699145074E-5  3.9609241085E-5  0.039349161329  -4.4586465726E-5  -4.5442744491E-5  -6.1106169583E-6  -6.143145586E-6  -7.6451504248E-6  0.0075912393705  9.2787455749E-5  1.4047795404E-5  2.582722123E-5  -8.0480339826E-6  3.1918631999E-5  8.7033784656E-5  4.6564098381E-6  -5.7469429368E-6  2.6699788672E-4  -6.4868653952E-5  -2.2578944995E-6  -7.0796249849E-6  8.3765580589E-6  2.2179430345E-5  3.3088186257E-4  
257.9877  1.8495428989E-4  2.8316104501E-5  -3.6805487638E-6  -0.0014459693895  1.0083199119E-5  -1.8595885843E-6  -1.3855751342E-5  4.9644492086E-5  2.3695862647E-5  -1.6885243275E-5  1.9702103584E-4  -3.9765119735E-5  -1.6835174951E-5  -4.3636721102E-5  1.365163968E-4  -2.6342064445E-4  1.4998712743E-4  -1.2218302135E-5  5.9751018099E-5  -0.039913498827  -4.4090600094E-5  2.3295427829E-6  -8.5605069075E-5  2.3794451554E-5  4.2178321313E-5  6.3164962972E-5  3.7785285605E-4  -3.1485703228E-5  1.4219127767E-4  0.002107372413  1.7841743991E-5  1.4197607685E-4  -4.1783812933E-5  5.0520549343E-5  0.04581992293  -5.8102956251E-5  -5.8780760463E-5  -8.297462601E-6  -8.1775161938E-6  -1.0241431505E-5  0.0093476931923  1.206790869E-4  1.8362517441E-5  3.4132250325E-5  -1.0417191415E-5  4.1278918694E-5  1.1227195511E-4  5.9194580685E-6  -7.6941653201E-6  3.4164723632E-4  -8.4723996898E-5  -2.9959668245E-6  -9.4969873447E-6  1.073577884E-5  2.8889298483E-5  4.1370084761E-4  
257.3238  2.3623896134E-4  3.6364403701E-5  -5.0044208132E-6  -0.0018263358539  1.3501597787E-5  -2.4582468335E-6  -1.8128599687E-5  6.4113851521E-5  3.1475743616E-5  -2.2324421883E-5  2.5033295274E-4  -5.0960251493E-5  -2.1356979201E-5  -5.6959976293E-5  1.7492856168E-4  -3.350027875E-4  1.9446228193E-4  -1.633607507E-5  7.7987525358E-5  -0.047315945462  -5.7417173794E-5  4.1051513289E-6  -1.1334296956E-4  3.1055227964E-5  5.5449422411E-5  8.2020418477E-5  4.8023812982E-4  -4.1719598181E-5  1.8163626185E-4  0.0026408888512  2.3361663303E-5  1.8229488766E-4  -5.488807076E-5  6.4209594198E-5  0.053174074495  -7.5457057795E-5  -7.5752154477E-5  -1.1226290168E-5  -1.0849604389E-5  -1.3671411396E-5  0.011470324334  1.5642798784E-4  2.3912306602E-5  4.4949799003E-5  -1.3435770504E-5  5.3196733701E-5  1.4431290468E-4  7.4894405244E-6  -1.0265845003E-5  4.3564373717E-4  -1.1028068988E-4  -3.9610642231E-6  -1.2696036523E-5  1.3705127426E-5  3.7491375847E-5  5.1530815834E-4  
256.6634  3.0067049601E-4  4.6521879185E-5  -6.7743963691E-6  -0.002298544298  1.801527848E-5  -3.2371958965E-6  -2.3643490088E-5  8.2506123482E-5  4.1663457783E-5  -2.9404637967E-5  3.1692720533E-4  -6.5055822781E-5  -2.697277945E-5  -7.4097682581E-5  2.2338385862E-4  -4.2454125865E-4  2.5125796036E-4  -2.1769091429E-5  1.0142923615E-4  -0.055898279725  -7.4512341643E-5  6.6833008882E-6  -1.4956378478E-4  4.038526489E-5  7.2644304608E-5  1.0612698108E-4  6.0826067569E-4  -5.5091890907E-5  2.3117003326E-4  0.0032980196305  3.048015185E-5  2.3326124959E-4  -7.1855138857E-5  8.1318565312E-5  0.061499883209  -9.7658065819E-5  -9.7261235351E-5  -1.5134231707E-5  -1.434729404E-5  -1.8186229071E-5  0.014025730509  2.0208696839E-4  3.1022093266E-5  5.8988236507E-5  -1.7267266109E-5  6.8314577997E-5  1.8483624691E-4  9.4298857112E-6  -1.3650076562E-5  5.5356391277E-4  -1.4305879173E-4  -5.218247984E-6  -1.6914427291E-5  1.7426384521E-5  4.8476355086E-5  6.3944926423E-4  
256.0063  3.8131213293E-4  5.9288077679E-5  -9.1303544464E-6  -0.002882533878  2.3953347017E-5  -4.2465738991E-6  -3.0738251887E-5  1.0579653508E-4  5.495533166E-5  -3.858522538E-5  3.997924323E-4  -8.2729134063E-5  -3.3911064295E-5  -9.606319727E-5  2.8428820308E-4  -5.3612262681E-4  3.235251049E-4  -2.8912715564E-5  1.3144920969E-4  -0.065810273039  -9.6361704483E-5  1.0352890433E-5  -1.9669484098E-4  5.2328419839E-5  9.4842471351E-5  1.3683155366E-4  7.6775366827E-4  -7.2503085045E-5  2.9312575787E-4  0.004104400653  3.9625591401E-5  2.9745372982E-4  -9.3745034607E-5  1.0262066337E-4  0.070889120224  -1.2595723831E-4  -1.2441284846E-4  -2.0329186751E-5  -1.890999663E-5  -2.4107216789E-5  0.017090422959  2.6019882556E-4  4.0093689721E-5  7.7139548501E-5  -2.211218228E-5  8.7420384353E-5  2.3589280514E-4  1.181408376E-5  -1.8087611898E-5  7.0094832961E-4  -1.8494910786E-4  -6.8497017606E-6  -2.2457085843E-5  2.2069833427E-5  6.2449498438E-5  7.9048613223E-4  
255.3526  4.8185815536E-4  7.526581488E-5  -1.225257511E-5  -0.0036020010694  3.1736662997E-5  -5.5491343349E-6  -3.9835879597E-5  1.3517764907E-4  7.2233543643E-5  -5.0443179038E-5  5.0250509828E-4  -1.0479495178E-4  -4.2437457207E-5  -1.2411591491E-4  3.6056430281E-4  -6.7465386499E-4  4.1514568937E-4  -3.8273106483E-5  1.6974937143E-4  -0.077213727286  -1.241851846E-4  1.5490893297E-5  -2.578054054E-4  6.755786352E-5  1.2339592803E-4  1.7579308096E-4  9.6572395671E-4  -9.509265041E-5  3.7030835427E-4  0.0050902452379  5.1330788175E-5  3.7801134943E-4  -1.2188490073E-4  1.2904240382E-4  0.081436319149  -1.6189932376E-4  -1.5855019593E-4  -2.7209303213E-5  -2.4841627054E-5  -3.184381011E-5  0.020751837943  3.3390071639E-4  5.1621531838E-5  1.0052219089E-4  -2.8215292716E-5  1.114761702E-4  2.9997507589E-4  1.4725502106E-5  -2.3885350741E-5  8.8447453268E-4  -2.3829401121E-4  -8.9587751823E-6  -2.9713691407E-5  2.7838827604E-5  8.0153846743E-5  9.7346733531E-4  
254.7022  6.0674296124E-4  9.5178474537E-5  -1.6372320846E-5  -0.004484970963  4.1901208643E-5  -7.2230147363E-6  -5.1464177445E-5  1.7210106054E-4  9.4611059618E-5  -6.5700161687E-5  6.2932409037E-4  -1.3222793287E-4  -5.2857608579E-5  -1.5981456484E-4  4.5574753639E-4  -8.4600013431E-4  5.3088224245E-4  -5.0495772612E-5  2.1842997496E-4  -0.090282231557  -1.5948625729E-4  2.2585293328E-5  -3.3676070921E-4  8.6902999789E-5  1.5999093889E-4  2.25045715E-4  0.0012105505772  -1.2429667135E-4  4.6607221146E-4  0.0062909912901  6.6255487558E-5  4.7873888811E-4  -1.5792953978E-4  1.6168865289E-4  0.09323787961  -2.073833813E-4  -2.0129808138E-4  -3.6287314288E-5  -3.2526517067E-5  -4.1915520639E-5  0.025109356393  4.2704756057E-4  6.6210981851E-5  1.3053262717E-4  -3.5874042994E-5  1.4165126578E-4  3.8009815555E-4  1.8257789117E-5  -3.1432916166E-5  0.0011121537959  -3.0598337009E-4  -1.1674848803E-5  -3.9180238144E-5  3.4974800137E-5  1.0249719273E-4  0.0011941985258  
254.0551  7.6126399098E-4  1.1988914943E-4  -2.1784866031E-5  -0.0055644245476  5.5126761518E-5  -9.3649935462E-6  -6.6279474532E-5  2.1832537935E-4  1.2348610706E-4  -8.525486582E-5  7.8529558124E-4  -1.6618731027E-4  -6.5519238997E-5  -2.0508037071E-4  5.74096022E-4  -0.0010571395159  6.7655290565E-4  -6.6400754008E-5  2.8007128714E-4  -0.10520066881  -2.0410983884E-4  3.2263007429E-5  -4.3840846505E-4  1.1138097368E-4  2.0672187809E-4  2.8707242058E-4  0.001512208191  -1.6191778642E-4  5.8440726483E-4  0.007748002869  8.5212957163E-5  6.0422797365E-4  -2.0393384523E-4  2.0187047748E-4  0.106391013  -2.6473415733E-4  -2.5461193021E-4  -4.8220793861E-5  -4.2448842751E-5  -5.4978750671E-5  0.030275308878  5.4435717833E-4  8.4599435679E-5  1.689069629E-4  -4.5448206213E-5  1.7936059388E-4  4.7989197826E-4  2.2514168822E-5  -4.1222916187E-5  0.0013935533136  -3.915677889E-4  -1.5159150249E-5  -5.148550031E-5  4.3762684283E-5  1.3058318998E-4  0.0014593109844  
