260.0  -4.0800198736E-6  -4.6117428341E-6  1.2467409118E-4  2.032946946E-4  2.4322802461E-6  -1.1572835078E-5  -1.2816504657E-5  5.868353627E-5  -1.1503457788E-5  2.4020573179E-5  -1.8160093634E-5  -1.5377416636E-5  -8.5675270491E-5  -1.4623503286E-6  1.3572435069E-4  -4.2314549168E-5  -3.3310128847E-6  1.5060699448E-5  -1.4026739386E-5  -5.8895312095E-6  
259.3258  -5.670964881E-6  -6.2509322652E-6  1.5872562745E-4  2.619776308E-4  3.0988646755E-6  -1.5474140047E-5  -1.7263953989E-5  7.6390134182E-5  -1.5399272093E-5  3.1413656519E-5  -2.3904226994E-5  -2.0713571728E-5  -1.1220836807E-4  -1.8918174277E-6  1.7646900844E-4  -5.5582766142E-5  -4.5071809733E-6  2.0136247594E-5  -1.8631576727E-5  -7.9763219637E-6  
258.655  -7.8492341344E-6  -8.4447482803E-6  2.0130534217E-4  3.3643393413E-4  3.925439247E-6  -2.0621095769E-5  -2.3174198773E-5  9.9088912459E-5  -2.0543726467E-5  4.094028989E-5  -3.1353528267E-5  -2.7803688761E-5  -1.4644806806E-4  -2.4344411306E-6  2.2865000071E-4  -7.2763325175E-5  -6.0734226007E-6  2.682501488E-5  -2.4663177385E-5  -1.0765040337E-5  
257.9877  -1.0819067324E-5  -1.1370799513E-5  2.5432652068E-4  4.3055907527E-4  4.9426671199E-6  -2.738772026E-5  -3.1000086725E-5  1.2807912567E-4  -2.7312763198E-5  5.3171756586E-5  -4.097806398E-5  -3.7189921196E-5  -1.9047182651E-4  -3.1155740799E-6  2.952335914E-4  -9.4930837188E-5  -8.150356633E-6  3.5606566947E-5  -3.253533788E-5  -1.4478356963E-5  
257.3238  -1.4851142203E-5  -1.5260115906E-5  3.2007081034E-4  5.4911462714E-4  6.1843545732E-6  -3.62526211E-5  -4.1325177301E-5  1.6496651044E-4  -3.6187583934E-5  6.8819128346E-5  -5.3366393441E-5  -4.9570476976E-5  -2.4686903406E-4  -3.9647116144E-6  3.7988472604E-4  -1.234311933E-4  -1.089300976E-5  4.7092257795E-5  -4.2772915201E-5  -1.9404976042E-5  
256.6634  -2.0302592832E-5  -2.041208382E-5  4.0124323618E-4  6.9789569493E-4  7.6866499934E-6  -4.7825857521E-5  -5.4898447882E-5  2.1172684347E-4  -4.7781659333E-5  8.8763783849E-5  -6.9252213668E-5  -6.5840862126E-5  -3.1885361687E-4  -5.0156031044E-6  4.871122836E-4  -1.5994322232E-4  -1.4499725786E-5  6.2058129634E-5  -5.6038949873E-5  -2.591771543E-5  
256.0063  -2.7642533363E-5  -2.7213203187E-5  5.0103134569E-4  8.8392453311E-4  9.4866080105E-6  -6.2882002975E-5  -7.2677301304E-5  2.7078040722E-4  -6.2873946539E-5  1.1409362112E-4  -8.9546109919E-5  -8.7144914559E-5  -4.103978138E-4  -6.306098623E-6  6.2243956336E-4  -2.0655252485E-4  -1.9223113292E-5  8.148506096E-5  -7.3167652989E-5  -3.449607185E-5  
255.3526  -3.7484437199E-5  -3.616054033E-5  6.2316763822E-4  0.0011156730057  1.1619872835E-5  -8.2400646086E-5  -9.5880599256E-5  3.4507867321E-4  -8.2449541069E-5  1.4614578681E-4  -1.1537315899E-4  -1.1493763535E-4  -5.2639021749E-4  -7.87759468E-6  7.9260318789E-4  -2.6583942354E-4  -2.5383422818E-5  1.066074947E-4  -9.5204322421E-5  -4.5754247561E-5  
254.7022  -5.0627003806E-5  -4.7890920506E-5  7.7199400865E-4  0.0014033164815  1.4117165352E-5  -1.0761576438E-4  -1.260537336E-4  4.382045328E-4  -1.0774917965E-4  1.8655680768E-4  -1.4811718291E-4  -1.5106215076E-4  -6.7282140376E-4  -9.7738982135E-6  0.0010057837196  -3.4098316568E-4  -3.3384799742E-5  1.3897225369E-4  -1.2345339591E-4  -6.0475789507E-5  
254.0551  -6.8105473512E-5  -6.3217100175E-5  9.5252641718E-4  0.0017590215902  1.6999174418E-5  -1.4007562002E-4  -1.6514806487E-4  5.5448738454E-4  -1.4032921675E-4  2.3732106272E-4  -1.8947248812E-4  -1.9784349498E-4  -8.5700067498E-4  -1.2039272933E-5  0.0012718713325  -4.3588470349E-4  -4.3734916443E-5  1.8050913144E-4  -1.5953599769E-4  -7.9656187971E-5  
253.4113  -9.1255727847E-5  -8.3172382169E-5  0.0011705173825  0.0021972699825  2.0269352149E-5  -1.8171505829E-4  -2.1561740197E-4  6.9913431519E-4  -1.821339177E-4  3.0085857382E-4  -2.4150394399E-4  -2.5820228798E-4  -0.0010878075926  -1.4715364791E-5  0.0016027698327  -5.5531055116E-4  -5.70685458E-5  2.3361512654E-4  -2.0545848748E-4  -1.0455499886E-4  
252.7708  -1.2179394236E-4  -1.0906538873E-4  0.0014325131757  0.0027352198094  2.3903993967E-5  -2.3494233516E-4  -2.805345658E-4  8.783784756E-4  -2.3558214267E-4  3.8009311356E-4  -3.0671624789E-4  -3.3579178907E-4  -0.0013759820513  -1.7836622199E-5  0.002012742152  -7.0506036427E-4  -7.4175695331E-5  3.0125436291E-4  -2.6369367232E-4  -1.3675929093E-4  
252.1334  -1.6191504201E-4  -1.425469885E-4  0.0017459017691  0.0033931060445  2.7838845024E-5  -3.0274285512E-4  -3.6373146663E-4  0.0010996455392  -3.0367073245E-4  4.7854162464E-4  -3.8813318398E-4  -4.3516222812E-4  -0.0017344566301  -2.1423730027E-5  0.0025188001284  -8.9216099566E-4  -9.6034974891E-5  3.8707589511E-4  -3.3727648635E-4  -1.7826047466E-4  
251.4993  -2.1441374634E-4  -1.8569168355E-4  0.0021189466611  0.004194679997  3.1951314004E-5  -3.8880245915E-4  -4.6996652118E-4  0.0013717388257  -3.9009714422E-4  6.0041591093E-4  -4.8938760093E-4  -5.6195673982E-4  -0.0021787348196  -2.5474462966E-5  0.0031411409026  -0.0011250898364  -1.2385291716E-4  4.9555172891E-4  -4.2991607584E-4  -2.3154683866E-4  
