260.0  -3.4872670519E-6  -2.0524779659E-5  -2.5277260128E-5  -7.3718968691E-6  -7.6758504098E-6  -3.0642800522E-5  -8.3149354257E-6  -9.2574200196E-6  -1.4352600813E-5  1.9113256808E-4  -3.8385326212E-6  3.1166361299E-5  9.6768221714E-6  -5.5994385845E-6  -4.9012954982E-6  1.9045909972E-4  -5.6770767796E-6  2.6830582839E-6  2.2315310812E-5  -5.1979998992E-5  -1.212915056E-5  7.9107746997E-8  1.0676357019E-4  -2.7231167674E-5  -2.9548317745E-6  -2.8695194242E-4  3.7336532912E-5  1.5464407185E-5  -2.1325991017E-5  1.2302575091E-5  -1.6712860047E-4  -1.0780049848E-5  3.9799454836E-5  8.5120863884E-5  2.9868884556E-5  -5.3727863149E-5  -1.025739589E-4  -4.5510272472E-5  -6.6908920901E-6  -6.0648973362E-6  3.5455892025E-6  0.045176589845  1.6524942867E-4  -2.2346069573E-5  9.3072128668E-6  8.2075481422E-5  1.9004211088E-5  -5.5501470535E-6  1.7869050239E-5  6.1731097344E-5  2.8873608368E-5  2.2805923861E-5  -1.4013759588E-7  9.0629794829E-5  -5.2109310163E-6  -3.9868083972E-5  4.1664284038E-6  1.3493466081E-5  -8.2855933666E-6  6.5486951291E-5  -4.7973525173E-5  
259.3258  -4.5400054794E-6  -2.711158197E-5  -3.2826439944E-5  -9.9301909418E-6  -1.0248595169E-5  -4.0306783528E-5  -1.1025563704E-5  -1.2069875782E-5  -1.9023443377E-5  2.4696516021E-4  -5.127519393E-6  4.015582439E-5  1.2715516904E-5  -7.065873303E-6  -6.5578748033E-6  2.3980188983E-4  -7.5538958979E-6  3.586104677E-6  2.8675812748E-5  -6.7710258002E-5  -1.6107445375E-5  2.2962134892E-8  1.3805182786E-4  -3.5807859185E-5  -3.8741095239E-6  -3.6905583435E-4  4.772494737E-5  2.0057264599E-5  -2.8270523894E-5  1.5990946637E-5  -2.1756504007E-4  -1.4232152337E-5  5.2661531408E-5  1.1040602254E-4  3.9236571077E-5  -6.9122353232E-5  -1.3195458706E-4  -5.8467889833E-5  -9.0024226589E-6  -7.9209761209E-6  4.4053162735E-6  0.052359733621  2.1684163629E-4  -2.8630617185E-5  1.2280809504E-5  1.0668855571E-4  2.395545298E-5  -7.5045231977E-6  2.3705236798E-5  7.7688359944E-5  3.5833702763E-5  2.9863306815E-5  -1.9279951818E-7  1.1645127166E-4  -6.8988534317E-6  -5.2417496166E-5  5.5272588925E-6  1.7975973871E-5  -1.1311758069E-5  8.5106110608E-5  -6.3177723212E-5  
258.655  -5.8910119116E-6  -3.5687363477E-5  -4.2466427289E-5  -1.3331380626E-5  -1.3638275153E-5  -5.2836927761E-5  -1.4565165953E-5  -1.5676390155E-5  -2.5128954443E-5  3.1799915239E-4  -6.826690627E-6  5.1547081686E-5  1.6654897868E-5  -8.88626854E-6  -8.7436096261E-6  3.0077955483E-4  -1.0016721737E-5  4.7759418813E-6  3.6708258134E-5  -8.7894519871E-5  -2.131806812E-5  -8.2127133095E-8  1.7788191308E-4  -4.6923004049E-5  -5.0593338923E-6  -4.7306050028E-4  6.0792376578E-5  2.5926957455E-5  -3.7350051127E-5  2.0703974342E-5  -2.8220958311E-4  -1.8724382866E-5  6.9438329552E-5  1.4270441809E-4  5.1364228409E-5  -8.861888495E-5  -1.6914976011E-4  -7.4870840054E-5  -1.2071830714E-5  -1.0304713089E-5  5.427994355E-6  0.06048415577  2.8354524749E-4  -3.6521713008E-5  1.6146345926E-5  1.3819927445E-4  3.0043735788E-5  -1.0109144506E-5  3.1336420744E-5  9.7373636908E-5  4.4207842434E-5  3.8968305041E-5  -2.6439463894E-7  1.4915318102E-4  -9.102553836E-6  -6.8685840111E-5  7.3056520975E-6  2.3862631102E-5  -1.5390189433E-5  1.102293722E-4  -8.2917997936E-5  
257.9877  -7.6189103458E-6  -4.6812027738E-5  -5.4725336323E-5  -1.7837466459E-5  -1.808893964E-5  -6.9025203008E-5  -1.9169186072E-5  -2.028200669E-5  -3.3081695859E-5  4.0804258201E-4  -9.0589047674E-6  6.5924949298E-5  2.1745110952E-5  -1.1138483518E-5  -1.1616962805E-5  3.7582129526E-4  -1.3236963032E-5  6.337782358E-6  4.6809802792E-5  -1.1369958391E-4  -2.8118703533E-5  -2.6198027918E-7  2.2839746764E-4  -6.127567691E-5  -6.5809096727E-6  -6.0434508767E-4  7.7169768418E-5  3.3402211857E-5  -4.9179178425E-5  2.670075649E-5  -3.6475226724E-4  -2.4548896137E-5  9.1241845069E-5  1.8381016465E-4  6.7008222334E-5  -1.1322079189E-4  -2.1606120719E-4  -9.5565252878E-5  -1.6133400274E-5  -1.3353144935E-5  6.6272634863E-6  0.069638545754  3.6946946993E-4  -4.6380465704E-5  2.1152325254E-5  1.7839241099E-4  3.7482810371E-5  -1.3566948176E-5  4.1277759788E-5  1.2154585488E-4  5.4199504568E-5  5.0672160747E-5  -3.6144213225E-7  1.9043208194E-4  -1.1969459731E-5  -8.9701385944E-5  9.6207288652E-6  3.1564535251E-5  -2.0867249977E-5  1.4228715391E-4  -1.0845685799E-4  
257.3238  -9.8213858862E-6  -6.1190495694E-5  -7.0249635342E-5  -2.3786639222E-5  -2.3912590807E-5  -8.9864797867E-5  -2.5134268742E-5  -2.6138935433E-5  -4.3404074425E-5  5.2176416429E-4  -1.1981343237E-5  8.4000656371E-5  2.8300764617E-5  -1.3915835237E-5  -1.5380390623E-5  4.6778240078E-4  -1.7432470377E-5  8.3802468435E-6  5.9459839791E-5  -1.4657044104E-4  -3.696327466E-5  -5.534476798E-7  2.9222672146E-4  -7.974156305E-5  -8.5258494767E-6  -7.694830718E-4  9.7620768367E-5  4.2888933015E-5  -6.4536297879E-5  3.4298232126E-5  -4.697503048E-4  -3.2073355739E-5  1.1947510893E-4  2.3593294669E-4  8.7114998747E-5  -1.4415240629E-4  -2.7500443767E-4  -1.2158618658E-4  -2.1489107784E-5  -1.7234920146E-5  8.0100048163E-6  0.079914483359  4.7974528107E-4  -5.8634406438E-5  2.7610549195E-5  2.2947150874E-4  4.6511812396E-5  -1.8139694696E-5  5.4180605161E-5  1.5108804056E-4  6.6012781946E-5  6.566177139E-5  -4.9261432199E-7  2.4236581703E-4  -1.5685955655E-5  -1.1675434753E-4  1.2622724631E-5  4.1603868873E-5  -2.8196415012E-5  1.8304884639E-4  -1.413805042E-4  
256.6634  -1.2619367499E-5  -7.9706578527E-5  -8.9826454626E-5  -3.1613768555E-5  -3.1506586856E-5  -1.1659620071E-4  -3.2832487009E-5  -3.3555738797E-5  -5.6754983046E-5  6.6486310482E-4  -1.5794340834E-5  1.0663494379E-4  3.6716135915E-5  -1.7329880046E-5  -2.0291479388E-5  5.7999913723E-4  -2.2878997964E-5  1.1041204927E-5  7.5233713902E-5  -1.8828907896E-4  -4.8425574129E-5  -1.0084854129E-6  3.7257780714E-4  -1.0341299219E-4  -1.1001087785E-5  -9.7647481737E-4  1.230657172E-4  5.4886338771E-5  -8.4403312922E-5  4.3881886324E-5  -6.0280680049E-4  -4.1758539664E-5  1.5590101172E-4  3.0178253872E-4  1.1286392764E-4  -1.8290156932E-4  -3.4878600242E-4  -1.5419505633E-4  -2.8526679838E-5  -2.2156422196E-5  9.571618243E-6  0.091405660848  6.2075223788E-4  -7.3785364173E-5  3.5910483187E-5  2.9414535184E-4  5.7393175637E-5  -2.4163577374E-5  7.0865024453E-5  1.8701946293E-4  7.983935839E-5  8.4789503912E-5  -6.694200583E-7  3.074897895E-4  -2.0486733928E-5  -1.5145719979E-4  1.6500250277E-5  5.4641076935E-5  -3.7969074714E-5  2.3469425067E-4  -1.8367383721E-4  
256.0063  -1.616202249E-5  -1.0346374561E-4  -1.1440896539E-4  -4.1875899226E-5  -4.1375062465E-5  -1.5076247699E-4  -4.2728407673E-5  -4.2907844254E-5  -7.3962175768E-5  8.4426627348E-4  -2.0752268322E-5  1.3486432822E-4  4.7483593911E-5  -2.1513674456E-5  -2.667658348E-5  7.1634593747E-4  -2.9924172129E-5  1.4494900898E-5  9.4817832561E-5  -2.4104379008E-4  -6.3228061639E-5  -1.6995570147E-6  4.7334925909E-4  -1.3364680126E-4  -1.4137282403E-5  -0.0012350175946  1.5460910848E-4  7.0005971521E-5  -1.1001389141E-4  5.5917817944E-5  -7.7077981616E-4  -5.4179526795E-5  2.027253526E-4  3.8466752999E-4  1.4571847537E-4  -2.3126888853E-4  -4.4079205828E-4  -1.9492336411E-4  -3.7742016632E-5  -2.8368744113E-5  1.1289418044E-5  0.10420696769  8.0038831829E-4  -9.2416902827E-5  4.6536386907E-5  3.757292512E-4  7.0408079853E-5  -3.2068539036E-5  9.2359109159E-5  2.3050659847E-4  9.5839678569E-5  1.0910862539E-4  -9.0709677712E-7  3.8888626654E-4  -2.6666125646E-5  -1.9581715454E-4  2.1488999371E-5  7.1507869547E-5  -5.0953449917E-5  2.9989780776E-4  -2.3781068187E-4  
255.3526  -2.0632697006E-5  -1.3383392711E-4  -1.4514494773E-4  -5.5283836285E-5  -5.4155173904E-5  -1.942752362E-4  -5.5399436492E-5  -5.4649446111E-5  -9.6061419874E-5  0.0010683557065  -2.7176884264E-5  1.6993070957E-4  6.1215830894E-5  -2.6625607261E-5  -3.4947438059E-5  8.8129369371E-4  -3.9004427574E-5  1.8960600385E-5  1.1902606002E-4  -3.075103958E-4  -8.2276788989E-5  -2.7267402609E-6  5.9925727123E-4  -1.7212123734E-4  -1.8093124115E-5  -0.0015568173212  1.9357082651E-4  8.8993987827E-5  -1.4291178277E-4  7.0966163214E-5  -9.820253458E-4  -7.0051057838E-5  2.6269651226E-4  4.8860992352E-4  1.8748698584E-4  -2.9142451408E-4  -5.5508916181E-4  -2.4562355009E-4  -4.9766908346E-5  -3.6175534219E-5  1.3113573553E-5  0.11841343865  0.0010283891067  -1.1520072483E-4  6.0087609025E-5  4.7826294052E-4  8.5848522347E-5  -4.2402052488E-5  1.1994622159E-4  2.8287197495E-4  1.1411662367E-4  1.3991517876E-4  -1.2257724823E-6  4.9028843875E-4  -3.4591761484E-5  -2.5232280631E-4  2.788212223E-5  9.3247072148E-5  -6.814353309E-5  3.8192736968E-4  -3.0686176461E-4  
254.7022  -2.6255954602E-5  -1.7251561388E-4  -1.8340857353E-4  -7.2741095657E-5  -7.0649107471E-5  -2.494929431E-4  -7.1559922397E-5  -6.9326818984E-5  -1.2434361076E-4  0.0013472293911  -3.5473642544E-5  2.1331444217E-4  7.867257965E-5  -3.2853917246E-5  -4.5621285483E-5  0.0010799675526  -5.0665434249E-5  2.4713024093E-5  1.4881718105E-4  -3.9094688583E-4  -1.0670355116E-4  -4.2270106381E-6  7.5598124959E-4  -2.2090322062E-4  -2.3060158385E-5  -0.001955946406  2.4152148337E-4  1.1275715564E-4  -1.8502093718E-4  8.9695800257E-5  -0.0012466777968  -9.0257729611E-5  3.3922441815E-4  6.1847730473E-4  2.4039446532E-4  -3.6597323749E-4  -6.9653811953E-4  -3.0852784301E-4  -6.5403134041E-5  -4.5941697269E-5  1.4954884075E-5  0.13411906946  0.0013167031103  -1.4290124581E-4  7.7302466818E-5  6.0664691511E-4  1.0400487569E-4  -5.5858242452E-5  1.5522146638E-4  3.4559968951E-4  1.3467964807E-4  1.7879720143E-4  -1.6519760448E-6  6.1620109102E-4  -4.4720956043E-5  -3.2404718662E-4  3.6042502778E-5  1.2116046456E-4  -9.0820351403E-5  4.8475937642E-4  -3.9462327061E-4  
254.0551  -3.3305884273E-5  -2.2160263744E-4  -2.3083530453E-4  -9.539171757E-5  -9.1862935135E-5  -3.1931338726E-4  -9.208953189E-5  -8.7593009516E-5  -1.6041118613E-4  0.0016929981785  -4.6151519247E-5  2.6677091054E-4  1.0079259165E-4  -4.0422038805E-5  -5.9345123329E-5  0.0013182021638  -6.5586602662E-5  3.209486659E-5  1.8531309319E-4  -4.953030358E-4  -1.3791650875E-4  -6.3862844387E-6  9.5032909907E-4  -2.825273849E-4  -2.9268098951E-5  -0.0024492520806  3.0032216615E-4  1.4239301667E-4  -2.3872937467E-4  1.1290016834E-4  -0.0015769714933  -1.1588974635E-4  4.3652173517E-4  7.8013425382E-4  3.0716686922E-4  -4.5802874123E-4  -8.7092156957E-4  -3.8631603888E-4  -8.5664214737E-5  -5.8102885884E-5  1.6668514921E-5  0.15141550779  0.0016799303864  -1.7637730487E-4  9.90861431E-5  7.6679903368E-4  1.2514752967E-4  -7.3313358581E-5  2.0015880055E-4  4.2033609516E-4  1.5739692848E-4  2.2769224719E-4  -2.2205958789E-6  7.720398523E-4  -5.7620254837E-5  -4.1476969225E-4  4.6417185389E-5  1.5686586752E-4  -1.2062829426E-4  6.1321239604E-4  -5.0576910049E-4  
