260.0  4.422352549E-5  -5.3248205189E-5  2.1628236623E-5  3.6586183968E-4  -1.8900718546E-5  8.0420892579E-5  2.4729466336E-5  -5.8455264708E-6  -2.9817890614E-6  2.9816389306E-4  3.0182412031E-5  5.1902087018E-5  1.8352656455E-5  1.3950722627E-5  -5.4321251257E-7  3.7118723407E-6  -3.4245985548E-6  -4.948089465E-5  8.749741087E-6  -5.1186061433E-5  1.0078353867E-5  -7.3123624252E-5  3.3634144566E-4  -2.809890884E-7  -1.4494354827E-5  -9.9668852082E-6  1.2377129969E-4  -0.0052899770823  3.0626940157E-6  -0.010558489587  9.2214400875E-8  0.0018835099189  -8.7706637627E-6  -1.9882714694E-6  1.5446922257E-5  -6.4382199939E-6  -5.7341667422E-5  2.1450352272E-5  -3.3029681663E-6  1.2120427287E-4  -1.7926595871E-4  4.3669532317E-4  4.7771154492E-5  1.5785317634E-5  
259.3258  5.7231051742E-5  -6.9739214583E-5  2.8416418983E-5  4.6761314621E-4  -2.4934689867E-5  1.038548182E-4  3.1711079187E-5  -7.8287800298E-6  -4.0105024162E-6  3.8192019226E-4  3.8987525354E-5  6.7818623379E-5  2.4185542592E-5  1.8041503196E-5  -7.9004903324E-7  4.8487280138E-6  -4.6079252548E-6  -6.4970399449E-5  1.1612607343E-5  -6.6380961464E-5  1.3073212129E-5  -9.6041955226E-5  4.2930284045E-4  -3.9441148723E-7  -1.9403964415E-5  -1.3189883612E-5  1.5984597144E-4  -0.0064969026978  3.5452427947E-6  -0.012822546827  1.5713320859E-7  0.0022855165259  -1.1385057025E-5  -2.6426203417E-6  2.0539547727E-5  -8.6857853717E-6  -7.3431654749E-5  2.8478562964E-5  -4.4994261201E-6  1.5635199208E-4  -2.3383489189E-4  5.5705701169E-4  6.2672846097E-5  2.1109534061E-5  
258.655  7.3813945112E-5  -9.1017489382E-5  3.7205130606E-5  5.9559342546E-4  -3.2779138836E-5  1.3365149754E-4  4.0514829804E-5  -1.0449033622E-5  -5.3749620937E-6  4.8750174334E-4  5.0181710813E-5  8.830008914E-5  3.17586154E-5  2.3235802991E-5  -1.1389163815E-6  6.309528966E-6  -6.1785244278E-6  -8.5015597223E-5  1.5358081493E-5  -8.579483329E-5  1.6892859349E-5  -1.2571110283E-4  5.4603955694E-4  -5.5043280414E-7  -2.5887502645E-5  -1.7393236344E-5  2.0574259607E-4  -0.0079510956408  4.0134335523E-6  -0.015518258134  2.5143522227E-7  0.002764130151  -1.4722362229E-5  -3.499263065E-6  2.7220119461E-5  -1.167839598E-5  -9.3717264499E-5  3.7681225037E-5  -6.108630564E-6  2.0101741281E-4  -3.0399865858E-4  7.0814815151E-4  8.1947175001E-5  2.8131438413E-5  
257.9877  9.4879954906E-5  -1.1837157654E-4  4.8542178151E-5  7.5597376455E-4  -4.2939918808E-5  1.7139971795E-4  5.1573126666E-5  -1.3898549337E-5  -7.1780299797E-6  6.2010527903E-4  6.4359190761E-5  1.1455649266E-4  4.1554138324E-5  2.980125736E-5  -1.6285350368E-6  8.1788459045E-6  -8.2555456159E-6  -1.1086300488E-4  2.0240264672E-5  -1.1051092442E-4  2.1744294242E-5  -1.6398181298E-4  6.9208661795E-4  -7.6387151748E-7  -3.4419031652E-5  -2.285473162E-5  2.6392979221E-4  -0.0096965073405  4.4143372056E-6  -0.018715791779  3.8569877261E-7  0.0033319083334  -1.8964965089E-5  -4.6162771538E-6  3.5953484971E-5  -1.5649083399E-5  -1.1920188229E-4  4.9688466981E-5  -8.2654174929E-6  2.5757773266E-4  -3.9389923729E-4  8.9712420624E-4  1.0679074794E-4  3.7358792353E-5  
257.3238  1.2154607554E-4  -1.5340650994E-4  6.3112617068E-5  9.5621876686E-4  -5.6052795248E-5  2.1904589038E-4  6.5409258526E-5  -1.8423572469E-5  -9.5518340769E-6  7.8603176145E-4  8.2246624459E-5  1.4808906114E-4  5.417664245E-5  3.8061417663E-5  -2.3111332364E-6  1.0560978289E-5  -1.0992248669E-5  -1.4407197452E-4  2.6580717345E-5  -1.4186540573E-4  2.7880560063E-5  -2.1317053312E-4  8.7412143646E-4  -1.054277614E-6  -4.5605442334E-5  -2.9924467003E-5  3.3743896433E-4  -0.011783413514  4.6670958824E-6  -0.022494192142  5.7362724946E-7  0.0040030482915  -2.4336107769E-5  -6.0669533358E-6  4.7330966693E-5  -2.0899072352E-5  -1.5110473312E-4  6.5299544086E-5  -1.1146027894E-5  3.289476986E-4  -5.0868621309E-4  0.0011326236181  1.3870203231E-4  4.9440281132E-5  
256.6634  1.551811302E-4  -1.9811294676E-4  8.1769444932E-5  0.0012053178261  -7.2913517404E-5  2.7896418411E-4  8.2653520309E-5  -2.4338227669E-5  -1.266538012E-5  9.928871034E-4  1.0472849961E-4  1.9075204539E-4  7.0380601937E-5  4.8404831738E-5  -3.2567587545E-6  1.358387685E-5  -1.4584956046E-5  -1.8658513526E-4  3.4784661981E-5  -1.8149964236E-4  3.5609345885E-5  -2.7616467592E-4  0.0011001628185  -1.4472976368E-6  -6.0220587802E-5  -3.9041768146E-5  4.2997739053E-4  -0.014269016524  4.6524644198E-6  -0.026942010556  8.3277215487E-7  0.0047935211938  -3.1107598608E-5  -7.9433225441E-6  6.2101886108E-5  -2.7816232586E-5  -1.9090135217E-4  8.5524191019E-5  -1.4979939104E-5  4.1868627364E-4  -6.5473620918E-4  0.0014250296258  1.7955039916E-4  6.5201238681E-5  
256.0063  1.9745561065E-4  -2.5494910923E-4  1.0557014682E-4  0.0015140483522  -9.4513961312E-5  3.5403783326E-4  1.0406150045E-4  -3.2041619964E-5  -1.6733927052E-5  0.0012498112747  1.3287634367E-4  2.4482545068E-4  9.1103457888E-5  6.1294844694E-5  -4.5588363915E-6  1.7403656718E-5  -1.9284108805E-5  -2.4081252304E-4  4.5360595055E-5  -2.31421555E-4  4.5302758699E-5  -3.5654846484E-4  0.0013797959219  -1.9763855372E-6  -7.9247285291E-5  -5.0755531068E-5  5.4606027247E-4  -0.017218043485  4.1991840995E-6  -0.032157886036  1.18535878E-6  0.0057212025509  -3.960859006E-5  -1.0360362126E-5  8.1212125214E-5  -3.6898066536E-5  -2.4037029186E-4  1.1163294018E-4  -2.0064796309E-5  5.3112075112E-4  -8.3991338716E-4  0.0017867677213  2.3165912714E-4  8.5687437915E-5  
255.3526  2.5039967838E-4  -3.269373222E-4  1.3581994469E-4  0.0018952732522  -1.2208534538E-4  4.4775278368E-4  1.3053466515E-4  -4.2038776092E-5  -2.2030473414E-5  0.0015677379643  1.6798207215E-4  3.1310007639E-4  1.1750478506E-4  7.7279930327E-5  -6.3412903119E-6  2.2209737443E-5  -2.5407850243E-5  -3.0973150628E-4  5.8943897361E-5  -2.940772459E-4  5.7408310412E-5  -4.5875257125E-4  0.0017244245659  -2.6849317552E-6  -1.0392875137E-4  -6.5748538193E-5  6.9116405263E-4  -0.020703325231  3.0663994607E-6  -0.038251053049  1.6592047676E-6  0.0068059952377  -5.0235469536E-5  -1.346097087E-5  1.0585107692E-4  -4.8780216518E-5  -3.0164674768E-4  1.4521804359E-4  -2.6785171978E-5  6.7149028639E-4  -0.0010738770449  0.0022326412594  2.9790475796E-4  1.122184932E-4  
254.7022  3.164702703E-4  -4.1777704397E-4  1.7412265929E-4  0.0023642746432  -1.5714963166E-4  5.6430482584E-4  1.6314334916E-4  -5.4966160173E-5  -2.8899753132E-5  0.0019596867005  2.1159575118E-4  3.9897628658E-4  1.5101245312E-4  9.7004257217E-5  -8.7676200489E-6  2.8230631598E-5  -3.3358627454E-5  -3.9700480506E-4  7.6325100987E-5  -3.7243412285E-4  7.2461129852E-5  -5.8823105514E-4  0.0021475518645  -3.6288934351E-6  -1.3583128178E-4  -8.4866350143E-5  8.7190338658E-4  -0.024806338605  9.2117415785E-7  -0.045341750957  2.2887085532E-6  0.0080699411254  -6.346287743E-5  -1.742180138E-5  1.3750854004E-4  -6.4271652906E-5  -3.7728380799E-4  1.8826685752E-4  -3.563602781E-5  8.4611082912E-4  -0.0013684428342  0.0027802073767  3.8183551233E-4  1.4645264688E-4  
254.0551  3.986282721E-4  -5.3197636265E-4  2.2244013479E-4  0.0029391253009  -2.0158033814E-4  7.0872129309E-4  2.0315222791E-4  -7.1622604737E-5  -3.7775193761E-5  0.0024410889336  2.6556798852E-4  5.0657793629E-4  1.9337667902E-4  1.212180597E-4  -1.2052400481E-5  3.5740382575E-5  -4.3643372673E-5  -5.0711907481E-4  9.8483540672E-5  -4.7007679226E-4  9.1097363772E-5  -7.5166940439E-4  0.0026650895894  -4.8800191968E-6  -1.7692025644E-4  -1.0915142203E-4  0.0010962341949  -0.029617691871  -2.6900130681E-6  -0.053561507503  3.115865877E-6  0.0095373167688  -7.9855825009E-5  -2.2460031945E-5  1.7804333607E-4  -8.4397905432E-5  -4.7032204708E-4  2.432497812E-4  -4.7251923641E-5  0.0010625633918  -0.001738004555  0.0034501948659  4.8781181814E-4  1.9046495135E-4  
