260.0  -6.994916717E-6  -0.0030670412514  -4.2856116535E-5  -9.2632369821E-6  3.1591831815E-5  -2.499467778E-5  0.0016039469565  -4.6775348013E-6  5.1451151456E-6  -4.5024780139E-6  1.5379465414E-4  -1.0945513992E-9  4.9055782335E-5  2.4993075143E-6  -2.8151143065E-5  -3.2128123559E-6  -1.4034136491E-4  7.4224288666E-5  6.4007789986E-5  1.2496916198E-5  -8.3640434028E-5  -9.4126299983E-6  1.2544750511E-5  -1.4487702924E-5  
259.3258  -8.778731987E-6  -0.0038061812679  -5.674350219E-5  -1.255878217E-5  4.0591071919E-5  -3.2981996579E-5  0.0019595292349  -6.2580331518E-6  6.8476438747E-6  -5.7967711502E-6  1.9542383094E-4  -5.7744682453E-8  6.4313048637E-5  3.2893288879E-6  -3.660561623E-5  -4.5302165119E-6  -1.804630682E-4  9.6397844793E-5  8.3701592779E-5  1.6335301863E-5  -1.0774125742E-4  -1.2678916333E-5  1.6455705414E-5  -1.9338002271E-5  
258.655  -1.0944515604E-5  -0.0047074072812  -7.4865822259E-5  -1.6967945812E-5  5.1971574885E-5  -4.3372582803E-5  0.0023859030347  -8.3443594112E-6  9.0809984847E-6  -7.429546195E-6  2.4737525853E-4  -1.5409237538E-7  8.4021591319E-5  4.3126701489E-6  -4.743341009E-5  -6.3475833785E-6  -2.3125447464E-4  1.2476622094E-4  1.0907256295E-4  2.1271143807E-5  -1.3834184493E-4  -1.7019811484E-5  2.1507044133E-5  -2.5723291399E-5  
257.9877  -1.3548624169E-5  -0.0058022658914  -9.8427050622E-5  -2.2845886704E-5  6.6310123508E-5  -5.6840974491E-5  0.0028953163469  -1.1088756859E-5  1.1999714695E-5  -9.4786129326E-6  3.1193761112E-4  -3.099982522E-7  1.0938679154E-4  5.632887435E-6  -6.1250183111E-5  -8.8404993981E-6  -2.9531899556E-4  1.6092980717E-4  1.4163728577E-4  2.7592105633E-5  -1.7706515554E-4  -2.2768217874E-5  2.8005981865E-5  -3.4099203757E-5  
257.3238  -1.6645976066E-5  -0.0071275152579  -1.2894603895E-4  -3.0653763449E-5  8.4308482237E-5  -7.4235993213E-5  0.0035017447898  -1.4686144983E-5  1.5799799201E-5  -1.203634124E-5  3.9183342946E-4  -5.5366225219E-7  1.419123734E-4  7.3291917133E-6  -7.8816736417E-5  -1.2241362616E-5  -3.7583075855E-4  2.0686508403E-4  1.8328177919E-4  3.5653276517E-5  -2.259035085E-4  -3.0353252945E-5  3.6334786395E-5  -4.5046869523E-5  
256.6634  -2.0284894618E-5  -0.008725785669  -1.683307393E-4  -4.0987992046E-5  1.0681665194E-4  -9.6621359159E-5  0.0042210587598  -1.9385106625E-5  2.0728789043E-5  -1.5211346489E-5  4.9028224815E-4  -9.246959186E-7  1.8346626565E-4  9.4998182665E-6  -1.0106929498E-4  -1.6856161216E-5  -4.7664301876E-4  2.6500294451E-4  2.3634145422E-4  4.5890649917E-5  -2.8729332732E-4  -4.0325854676E-5  4.6966887179E-5  -5.9304489379E-5  
256.0063  -2.4499506187E-5  -0.010646283146  -2.1896764873E-4  -5.4616840325E-5  1.3485951429E-4  -1.2532454628E-4  0.0050711926051  -2.5501417037E-5  2.7097943537E-5  -1.9130012374E-5  6.110680007E-4  -1.478199502E-6  2.3635886463E-4  1.2265986001E-5  -1.2915511299E-4  -2.308570238E-5  -6.0241311172E-4  3.383207969E-4  3.0369572748E-4  5.8836642714E-5  -3.6420274454E-4  -5.3390536853E-5  6.0485831951E-5  -7.7805983666E-5  
255.3526  -2.9298894864E-5  -0.01294553045  -2.8382899802E-4  -7.2525982168E-5  1.6966713953E-4  -1.6199522762E-4  0.006072312896  -3.3434623264E-5  3.5296937277E-5  -2.3937679166E-5  7.5860959062E-4  -2.2901341252E-6  3.03435492E-4  1.5776513581E-5  -1.6447410569E-4  -3.145232118E-5  -7.5874554149E-4  4.3045027989E-4  3.8887930672E-4  7.5137779048E-5  -4.602337649E-4  -7.0444581727E-5  7.7607433355E-5  -1.0172806476E-4  
254.7022  -3.4652014872E-5  -0.015688137706  -3.6660047348E-4  -9.597493325E-5  2.1270899945E-4  -2.086748012E-4  0.0072469823485  -4.3688262917E-5  4.5811464664E-5  -2.9799264275E-5  9.3803300466E-4  -3.4643516891E-6  3.8818496811E-4  2.021315712E-5  -2.0872725058E-4  -4.2633294931E-5  -9.5235473688E-4  5.4580253331E-4  4.9621228786E-4  9.5574610659E-5  -5.7974079725E-4  -9.2626176273E-5  9.9205446116E-5  -1.325472757E-4  
254.0551  -4.0467124117E-5  -0.018947592437  -4.7183251705E-4  -1.2656662796E-4  2.6573227819E-4  -2.6787862034E-4  0.0086203154314  -5.6894399572E-5  5.9244207315E-5  -3.6899006593E-5  0.0011552427283  -5.1417324465E-6  4.9486632317E-4  2.5796728317E-5  -2.6397253105E-4  -5.7502410026E-5  -0.0011912488851  6.8971305582E-4  6.309512829E-4  1.2108386906E-4  -7.279674599E-4  -1.2137324082E-4  1.2634109854E-4  -1.7210874605E-4  
