260.0  7.5635284083E-6  2.6888082199E-8  1.3319459989E-6  3.8444678323E-6  -7.4397288335E-5  1.2950694728E-5  1.0708032827E-4  8.6022434893E-6  1.6460393171E-4  6.4709220922E-6  5.5599181359E-6  2.4459699499E-5  2.6307979384E-5  4.2195039552E-6  2.7061841348E-6  1.51440211E-4  3.4728477709E-5  3.5394159366E-5  -2.2581321474E-6  3.1668102815E-5  4.9914738549E-6  1.3393604837E-6  -6.880603989E-4  -6.0888404369E-6  4.9673460993E-6  -7.2619525928E-5  -1.110357689E-4  -4.5924500977E-6  9.4850302743E-7  3.8438328318E-6  9.860909433E-6  2.3654262432E-5  -1.0884297329E-5  4.7617552216E-6  -2.8972112839E-6  -9.243955585E-6  -1.6405289183E-4  2.4604830051E-5  1.1879636655E-5  1.4170728439E-6  -1.7138041368E-4  6.5410666765E-6  1.0484323727E-6  -2.060562318E-5  3.465150505E-6  
259.3258  9.7501192621E-6  3.2549972892E-8  1.646849218E-6  5.1050230226E-6  -9.7984346289E-5  1.6706760448E-5  1.3858558678E-4  1.1221506072E-5  2.1508524617E-4  8.4875719089E-6  7.39445314E-6  2.989618029E-5  3.4556683804E-5  5.6668294684E-6  3.5380755633E-6  1.9627670465E-4  4.5278855228E-5  4.6271264822E-5  -3.1382232662E-6  4.1674359472E-5  6.7269738268E-6  1.7884799829E-6  -8.7901265592E-4  -8.2885684144E-6  6.5933315262E-6  -9.3440584624E-5  -1.4266940792E-4  -6.1159475649E-6  1.2104947171E-6  5.1081687927E-6  1.2948204119E-5  3.0702337748E-5  -1.4371992103E-5  6.2842078265E-6  -3.8976791469E-6  -1.2366591991E-5  -2.1163618191E-4  3.2278149676E-5  1.5534686873E-5  1.7948723092E-6  -2.2462384174E-4  8.6927155687E-6  1.3059700344E-6  -2.7640111162E-5  4.6014103909E-6  
258.655  1.2511938866E-5  3.9144386617E-8  2.014109096E-6  6.7554169675E-6  -1.2860365688E-4  2.1469390298E-5  1.787856835E-4  1.4580573516E-5  2.8007277476E-4  1.1090117502E-5  9.7989545787E-6  3.6373384826E-5  4.5234094141E-5  7.5857886669E-6  4.6078246597E-6  2.5348878334E-4  5.8823778546E-5  6.0276434853E-5  -4.3446221188E-6  5.4651802074E-5  9.0345324759E-6  2.3786864808E-6  -0.0011190207539  -1.1244050537E-5  8.7192743553E-6  -1.1982782773E-4  -1.8270145517E-4  -8.1161571942E-6  1.5363886541E-6  6.7639551E-6  1.6939068699E-5  3.9712166478E-5  -1.8910431485E-5  8.2610462816E-6  -5.2255913468E-6  -1.6484486769E-5  -2.7205456608E-4  4.2199275913E-5  2.0238661186E-5  2.2575383345E-6  -2.9334633576E-4  1.1510303211E-5  1.6140051388E-6  -3.6943115948E-5  6.0881763406E-6  
257.9877  1.5982188555E-5  4.6809608008E-8  2.4328693926E-6  8.9084060171E-6  -1.6820816712E-4  2.7483065049E-5  2.2990828358E-4  1.8869868011E-5  3.6343017304E-4  1.4434937292E-5  1.2938573406E-5  4.4047577015E-5  5.9005383465E-5  1.0121429383E-5  5.9777270943E-6  3.2621918755E-4  7.6147498444E-5  7.8241903033E-5  -5.9918347971E-6  7.142142571E-5  1.2091681639E-5  3.1509407986E-6  -0.0014195637715  -1.5200734644E-5  1.1487996211E-5  -1.5315209989E-4  -2.3318424123E-4  -1.0732613639E-5  1.9388932975E-6  8.9242193325E-6  2.2077570305E-5  5.1187930966E-5  -2.4794396418E-5  1.081707096E-5  -6.9818290819E-6  -2.1894532118E-5  -3.4848277581E-4  5.4980711408E-5  2.626848848E-5  2.8183093779E-6  -3.8171235529E-4  1.5185868197E-5  1.9777339074E-6  -4.9200228307E-5  8.0261652091E-6  
257.3238  2.0319322267E-5  5.5745698353E-8  2.8965908366E-6  1.1706893588E-5  -2.1924924221E-4  3.5044307519E-5  2.9470301878E-4  2.4323134586E-5  4.6995993147E-4  1.8715855525E-5  1.7022477082E-5  5.3087741941E-5  7.6702929358E-5  1.3460527673E-5  7.7246569983E-6  4.1833023099E-4  9.8220218103E-5  1.0120131222E-4  -8.2321431467E-6  9.3012392126E-5  1.6127344499E-5  4.1569526357E-6  -0.0017945051277  -2.0478828035E-5  1.5079600643E-5  -1.9508984975E-4  -2.966234141E-4  -1.414262312E-5  2.4322367124E-6  1.1732026012E-5  2.8667427166E-5  6.5751453181E-5  -3.2394630485E-5  1.4107908544E-5  -9.2962631116E-6  -2.8975594065E-5  -4.4480013037E-4  7.1388066744E-5  3.3966915191E-5  3.4901283883E-6  -4.9490632649E-4  1.9962322873E-5  2.4008506918E-6  -6.5289104681E-5  1.0542671576E-5  
256.6634  2.571011593E-5  6.6266582156E-8  3.3898893429E-6  1.5331252637E-5  -2.8479116292E-4  4.4510720201E-5  3.7655072812E-4  3.122561653E-5  6.0560630896E-4  2.4171836232E-5  2.2314408135E-5  6.3673741452E-5  9.9364112157E-5  1.7842676745E-5  9.9429761964E-6  5.3454726752E-4  1.262367448E-4  1.3043285162E-4  -1.1267213901E-5  1.2070941975E-4  2.1435529604E-5  5.4616248823E-6  -0.0022605118088  -2.74944204E-5  1.9720122432E-5  -2.476830924E-4  -3.7606581364E-4  -1.8570563102E-5  3.0319468426E-6  1.5367675486E-5  3.7084751125E-5  8.4166453152E-5  -4.2175445756E-5  1.8326571637E-5  -1.2335424136E-5  -3.8209121364E-5  -5.6572562168E-4  9.2374427776E-5  4.3756049068E-5  4.284325641E-6  -6.3935411226E-4  2.6145561802E-5  2.8843403113E-6  -8.6328549248E-5  1.3797865874E-5  
256.0063  3.2372538828E-5  7.8886426592E-8  3.8841381287E-6  2.0008218672E-5  -3.6864846518E-4  5.6311037737E-5  4.7959226977E-4  3.9923285722E-5  7.7769551525E-4  3.109589318E-5  2.914543505E-5  7.5993449734E-5  1.2827653596E-4  2.3574045928E-5  1.2747884414E-5  6.8062531732E-4  1.6166173505E-4  1.6751015593E-4  -1.5362987734E-5  1.561094969E-4  2.8392316057E-5  7.1459318064E-6  -0.0028375293193  -3.6786054712E-5  2.5691864414E-5  -3.1340920516E-4  -4.7520148631E-4  -2.4299209823E-5  3.7544064341E-6  2.0057404947E-5  4.7792999024E-5  1.0736701662E-4  -5.4715867467E-5  2.3711102138E-5  -1.6312005512E-5  -5.0204349186E-5  -7.1697362073E-4  1.1912139811E-4  5.6153112843E-5  5.208631505E-6  -8.2298504659E-4  3.4119058195E-5  3.4247785666E-6  -1.1373874558E-4  1.7992379892E-5  
255.3526  4.055816436E-5  9.4457820751E-8  4.3314432027E-6  2.6021635049E-5  -4.7554979213E-4  7.0956149514E-5  6.0887962861E-4  5.083311513E-5  9.9521834164E-4  3.9845302834E-5  3.7929256345E-5  9.0238659211E-5  1.6503185173E-4  3.1044373281E-5  1.6279238649E-5  8.6354126107E-4  2.0628229218E-4  2.1436199603E-4  -2.0868682889E-5  2.0118937691E-4  3.7476818627E-5  9.3102674661E-6  -0.0035493156806  -4.9047995771E-5  3.3345659641E-5  -3.9526174825E-4  -5.9848148136E-4  -3.1683466606E-5  4.6160896898E-6  2.6083844813E-5  6.1360376072E-5  1.3649081977E-4  -7.0734888761E-5  3.0553384598E-5  -2.1496580528E-5  -6.5728962343E-5  -9.0543210929E-4  1.5308785365E-4  7.1788612875E-5  6.2642825419E-6  -0.0010555400761  4.4361351677E-5  4.0119914952E-6  -1.4931478347E-4  2.3376386903E-5  
254.7022  5.0553764576E-5  1.1438653718E-7  4.6565000363E-6  3.3725369014E-5  -6.1133230154E-4  8.9050986299E-5  7.705522459E-4  6.4454320615E-5  0.0012691607743  5.0853178966E-5  4.9180452604E-5  1.0659953497E-4  2.1158948404E-4  4.074785282E-5  2.0705859525E-5  0.0010917139319  2.6226866867E-4  2.7334183882E-4  -2.8240932627E-5  2.5838545014E-4  4.9296937935E-5  1.2078287898E-5  -0.0044240370124  -6.5171688861E-5  4.3115303334E-5  -4.9684355993E-4  -7.5125312919E-4  -4.1166917404E-5  5.6323601227E-6  3.3798510837E-5  7.847992118E-5  1.7291769084E-4  -9.1121464562E-5  3.9209191401E-5  -2.8231981488E-5  -8.5746204468E-5  -0.0011393652182  1.9606754548E-4  9.1427101884E-5  7.4419187717E-6  -0.0013489318491  5.746686746E-5  4.6258886653E-6  -1.9531593771E-4  3.0260402233E-5  
254.0551  6.2681619198E-5  1.4095743687E-7  4.7457166071E-6  4.3558755173E-5  -7.831710294E-4  1.1130708533E-4  9.7204167068E-4  8.1380417442E-5  0.0016128883801  6.4641424485E-5  6.3536110812E-5  1.2525739067E-4  2.703516829E-4  5.3308685914E-5  2.6230327268E-5  0.0013752542504  3.322437882E-4  3.4730837965E-4  -3.8074293147E-5  3.3068771331E-4  6.4620829951E-5  1.5601249671E-5  -0.0054949261466  -8.6297179214E-5  5.5534396267E-5  -6.2247341953E-4  -9.399145343E-4  -5.3301684664E-5  6.8156752527E-6  4.3636638126E-5  9.9992475659E-5  2.18314114E-4  -1.169699288E-4  5.0109483237E-5  -3.6950860248E-5  -1.1145954831E-4  -0.001428641638  2.5025678177E-4  1.1599067129E-4  8.7158902896E-6  -0.0017176627828  7.4170538907E-5  5.2322446155E-6  -2.5457348567E-4  3.9028046139E-5  
253.4113  7.729793312E-5  1.7781906015E-7  4.4328415427E-6  5.6064961807E-5  -9.9984793505E-4  1.3855554771E-4  0.0012223077657  1.0231182924E-4  0.0020425904016  8.1835014618E-5  8.178126789E-5  1.4637556274E-4  3.4425143467E-4  6.9512185936E-5  3.3094248934E-5  0.0017262472331  4.193622255E-4  4.3971814887E-4  -5.1139612599E-5  4.2174966446E-4  8.4415169952E-5  2.0062815582E-5  -0.0068010043167  -1.1387657863E-4  7.1255825181E-5  -7.773075964E-4  -0.0011720900133  -6.8772127607E-5  8.1730027989E-6  5.6134686425E-5  1.2691268838E-4  2.7468429724E-4  -1.4962156904E-4  6.3772932562E-5  -4.8197029493E-5  -1.4436617557E-4  -0.0017849901426  3.1833350335E-4  1.4658524326E-4  1.0036495675E-5  -0.0021793071819  9.5376729592E-5  5.7771550266E-6  -3.3062019413E-4  5.0151022879E-5  
252.7708  9.478859448E-5  2.3069147779E-7  3.4801628849E-6  7.1912713686E-5  -0.0012720656246  1.7175997739E-4  0.0015321097777  1.2806864857E-4  0.0025777894925  1.0317748164E-4  1.0487863213E-4  1.700881761E-4  4.3685486685E-4  9.0342454987E-5  4.15839505E-5  0.0021590672343  5.273991573E-4  5.5473125394E-4  -6.843204562E-5  5.3601603155E-4  1.0989143789E-4  2.5684252307E-5  -0.0083878641922  -1.4975202013E-4  9.1074072019E-5  -9.6747760342E-4  -0.0014568281654  -8.8422975322E-5  9.7022039053E-6  7.1950864675E-5  1.604581375E-4  3.4442843173E-4  -1.9071313367E-4  8.0819560002E-5  -6.265127057E-5  -1.8632064927E-4  -0.0022222830092  4.0354913647E-4  1.8452964034E-4  1.1319560767E-5  -0.0027550633341  1.2219296349E-4  6.179840147E-6  -4.2784495332E-4  6.4206575888E-5  
252.1334  1.1556131666E-4  3.0838406752E-7  1.554140245E-6  9.192184119E-5  -0.0016128109422  2.1202883984E-4  0.0019143155864  1.5960297363E-4  0.0032419228408  1.2954736021E-4  1.3400303799E-4  1.9648662544E-4  5.5247986322E-4  1.1702779012E-4  5.2036511242E-5  0.0026907271258  6.6084961345E-4  6.9733123405E-4  -9.1230834642E-5  6.7887028454E-4  1.4256161256E-4  3.2729880702E-5  -0.010308510369  -1.9625093501E-4  1.15950487E-4  -0.0012002454476  -0.001804824171  -1.1329254735E-4  1.138708072E-5  9.188903479E-5  2.0208154584E-4  4.3040876254E-4  -2.4223307583E-4  1.0198526946E-4  -8.1162386304E-5  -2.3961029351E-4  -0.0027568475207  5.0983465307E-4  2.3138728664E-4  1.2432632441E-5  -0.0034703811169  1.5596896853E-4  6.3234073416E-6  -5.5167637752E-4  8.1897676822E-5  
251.4993  1.40032991E-4  4.2423821897E-7  -1.8059016819E-6  1.1709315801E-4  -0.0020377737057  2.606264978E-4  0.0023842523572  1.9801002934E-4  0.0040629999971  1.6197520897E-4  1.7058106628E-4  2.2560364617E-4  6.9633266117E-4  1.5109512167E-4  6.4846012114E-5  0.0033412612563  8.2503810419E-4  8.7345986312E-4  -1.2117336111E-4  8.5680387202E-4  1.8430482817E-4  4.1512552488E-5  -0.012624250864  -2.5630191801E-4  1.4704157436E-4  -0.0014841776104  -0.0022286677677  -1.4465177107E-4  1.3190717436E-5  1.1692635723E-4  2.5350592742E-4  5.3602406706E-4  -3.0658634972E-4  1.2813693151E-4  -1.0478437471E-4  -3.0704391877E-4  -0.003407804969  6.4192228583E-4  2.8900023311E-4  1.317690626E-5  -0.0043556699669  1.9834151396E-4  6.0431177053E-6  -7.087995109E-4  1.0407619327E-4  
250.8684  1.686108325E-4  5.9814592079E-7  -7.2276591456E-6  1.4864319628E-4  -0.0025658258071  3.1898196966E-4  0.0029601016242  2.445370182E-4  0.0050743420254  2.0166064335E-4  2.1633621197E-4  2.5739492032E-4  8.746642244E-4  1.9443493482E-4  8.0469813459E-5  0.0041341409273  0.0010262383658  0.0010901675319  -1.6034639794E-4  0.0010776090494  2.3744671454E-4  5.2398811582E-5  -0.01540563017  -3.3357491231E-4  1.857302171E-4  -0.0018293388972  -0.0027431181444  -1.8404975806E-4  1.5046664878E-5  1.482450313E-4  3.1676232109E-4  6.6529309744E-4  -3.8666856585E-4  1.6028749111E-4  -1.3482070015E-4  -3.9205563979E-4  -0.0041974356389  8.0548432443E-4  3.5952499512E-4  1.3263827853E-5  -0.0054470910217  2.5128547042E-4  5.1116291119E-6  -9.0741005791E-4  1.317692531E-4  
250.2406  2.0166562977E-4  8.5934029953E-7  -1.555626001E-5  1.880443461E-4  -0.0032195656735  3.8869421147E-4  0.0036633414924  3.0058833133E-4  0.0063154055561  2.4998859007E-4  2.7333989911E-4  2.9171825909E-4  0.0010949481607  2.4937827351E-4  9.9434609116E-5  0.0050967197644  0.0012718025419  0.0013557795599  -2.1139796862E-4  0.0013505970122  3.0485330576E-4  6.5813248097E-5  -0.018733391057  -4.3264994135E-4  2.3365960001E-4  -0.0022475071569  -0.0033654067153  -2.3336674879E-4  1.6847428329E-5  1.8726845756E-4  3.9422953617E-4  8.2294748326E-4  -4.8595027445E-4  1.9961035875E-4  -1.7287673988E-4  -4.9882561894E-4  -0.0051515671247  0.0010072903511  4.4546943827E-4  1.2285104756E-5  -0.0067874357962  3.1717143567E-4  3.2206110214E-6  -0.0011575107764  1.6620897942E-4  
249.616  2.3949511573E-4  1.250210179E-6  -2.7917483893E-5  2.370709537E-4  -0.0040259326358  4.715324459E-4  0.0045192381546  3.6772537885E-4  0.0078326939018  3.0854370168E-4  3.440685186E-4  3.283105282E-4  0.0013660818777  3.187875665E-4  1.2234192264E-4  0.0062607047182  0.0015702985901  0.0016800784224  -2.7767373581E-4  0.0016868427972  3.9004155461E-4  8.2241360543E-5  -0.022699448532  -5.5921913097E-4  2.9276937009E-4  -0.0027524096996  -0.0041155683886  -2.9487527347E-4  1.8429616165E-5  2.3570210491E-4  4.8867504824E-4  0.0010145345109  -6.0857207752E-4  2.4745207777E-4  -2.2092158298E-4  -6.3241962253E-4  -0.0062999820087  0.0012553841475  5.4972964199E-4  9.6746381024E-6  -0.0084270918335  3.9883014278E-4  -4.1953448079E-8  -0.0014712548046  2.0886570563E-4  
248.9944  2.8227516136E-4  1.8314594701E-6  -4.5796450634E-5  2.9785192512E-4  -0.005016895057  5.6942975173E-4  0.0055573882486  4.4765886778E-4  0.00968075555  3.7912154263E-4  4.3146649174E-4  3.6676263712E-4  0.0016986125258  4.0616314312E-4  1.4987261641E-4  0.0076626465  0.0019316540683  0.0020745014234  -3.6338239814E-4  0.0020994580513  4.9730862227E-4  1.0222999909E-4  -0.027407855266  -7.2032729117E-4  3.6533329063E-4  -0.0033599820119  -0.0050168015156  -3.7131040422E-4  1.9554993119E-5  2.9557929603E-4  6.0329583551E-4  0.001246530095  -7.5945116231E-4  3.0534193998E-4  -2.8136045169E-4  -7.9894929014E-4  -0.007676839421  0.0015592813115  6.7562530732E-4  4.6606328333E-6  -0.010425093324  4.9962369203E-4  -5.2195428446E-6  -0.0018633407089  2.6148469066E-4  
248.376  3.2999616945E-4  2.6890156334E-6  -7.1134841244E-5  3.729303577E-4  -0.0062302150749  6.8446778846E-4  0.0068123126999  5.4223086318E-4  0.011923268019  4.637347734E-4  5.3901513145E-4  4.0649310064E-4  0.0021049890602  5.1576741092E-4  1.8278987472E-4  0.0093444410264  0.0023673036981  0.0025523527881  -4.737951602E-4  0.002603892273  6.3188221486E-4  1.263841608E-4  -0.032975733447  -9.2465684699E-4  4.5399728999E-4  -0.0040886491034  -0.0060958562032  -4.6594998737E-4  1.9886557201E-5  3.6931202853E-4  7.4175753092E-4  0.0015264621377  -9.4439969801E-4  3.7499684053E-4  -3.5711909712E-4  -0.0010057549764  -0.0093211033016  0.0019301883484  8.2693185111E-4  -3.7941266755E-6  -0.012850251669  6.2352341638E-4  -1.3020792097E-5  -0.0023514639084  3.2612623697E-4  
247.7606  3.8238171695E-4  3.9431915484E-6  -1.0645014673E-4  4.6533067566E-4  -0.0077102914785  8.1885016599E-4  0.0083241016016  6.53383414E-4  0.014634202228  5.6461211225E-4  6.7080677512E-4  4.4672090163E-4  0.0025998414443  6.5276873911E-4  2.2193999849E-4  0.01135383093  0.0028903372281  0.0031290284898  -6.1548494459E-4  0.0032182624899  8.0009429673E-4  1.5535853715E-4  -0.039534143518  -0.0011828634025  5.6181636848E-4  -0.0049596294991  -0.0073834500916  -5.8270574034E-4  1.895862468E-5  4.5974682003E-4  9.0822977903E-4  0.0018630443282  -0.0011702553379  4.5831921865E-4  -4.5174158747E-4  -0.0012616129185  -0.011276968327  0.0023812436397  0.0010079068426  -1.7066137792E-5  -0.015782357324  7.7519389474E-4  -2.4360019019E-5  -0.0029568288113  4.0520896449E-4  
247.1483  4.3878617649E-4  5.7607237413E-6  -1.549808893E-4  5.7863367534E-4  -0.0095090805287  9.7486158759E-4  0.010139108345  7.8310991279E-4  0.017899059164  6.841873422E-4  8.3162328823E-4  4.8643863762E-4  0.0032002876132  8.2340711792E-4  2.6825021049E-4  0.01374489341  0.003515643124  0.0038222513675  -7.9661162096E-4  0.0039637105347  0.0010095805119  1.8984176486E-4  -0.047228855681  -0.0015079686667  6.9228829756E-4  -0.0059972615307  -0.0089147100434  -7.2622607455E-4  1.6139765137E-5  5.7022540004E-4  0.0011074151283  0.0022663202826  -0.0014450238166  5.5738542047E-4  -5.6950294946E-4  -0.0015769682994  -0.013594272467  0.0029277802275  0.001223307892  -3.6961780327E-5  -0.019313440008  9.6008226038E-4  -4.0405553447E-5  -0.0037047254633  5.0155580807E-4  
246.539  4.9806775585E-4  8.3704487179E-6  -2.208622163E-4  7.1705978665E-4  -0.011687092412  0.0011548095028  0.01231068963  9.3338469338E-4  0.021816166676  8.2507505456E-4  0.0010270175786  5.2438721721E-4  0.0039262682938  0.0010351836307  3.2272251976E-4  0.016578497689  0.0042600424957  0.0046523132219  -0.0010272601122  0.0048647861003  0.0012695075716  2.3053079311E-4  -0.056220985649  -0.0019158178345  8.4938141588E-4  -0.0072293511735  -0.010729637467  -9.0201145931E-4  1.058728131E-5  7.0464986549E-4  0.0013445681577  0.002747817752  -0.0017780333231  6.7442124333E-4  -7.1553813716E-4  -0.0019641955005  -0.016328883047  0.0035876097804  0.0014783984963  -6.5827563261E-5  -0.023549069433  0.001184511508  -6.2636880284E-5  -0.0046251736972  6.1844208296E-4  
245.9327  5.5843314611E-4  1.2083539335E-5  -3.093367144E-4  8.8556072642E-4  -0.014314458461  0.0013609446201  0.014899986136  0.0011060656641  0.026498019784  9.900291806E-4  0.0012633962093  5.5903368362E-4  0.0048009091489  0.0012970756664  3.8642253069E-4  0.019922712134  0.0051424064592  0.0056423196254  -0.001319838776  0.0059498526018  0.0015908307022  2.7809214414E-4  -0.066687452037  -0.0024256087683  0.00103755309  -0.0086875402304  -0.012873594224  -0.0011165430709  1.1917804464E-6  8.6755166701E-4  0.0016255008355  0.0033207124508  -0.0021800999673  8.1176078164E-4  -8.9598877704E-4  -0.0024378864614  -0.01954304106  0.0043813264164  0.0017789376947  -1.0668322017E-4  -0.028609673214  0.0014557759777  -9.2911623029E-5  -0.0057536366743  7.5964469834E-4  
