260.0  0.01555043251  4.0171819507E-6  -2.1663047064E-5  9.9918888536E-6  1.8351056826E-5  1.9217835582E-6  1.113794143E-5  2.7022914696E-6  1.008761723E-4  -7.0945797106E-6  8.9710501294E-6  1.8155140584E-5  -1.8648627791E-6  
259.3258  0.018749881165  5.3029039585E-6  -2.8768392867E-5  1.3306404901E-5  2.4040704199E-5  2.5194329843E-6  1.4801980077E-5  3.6027711792E-6  1.3134346295E-4  -9.4381475631E-6  1.1876919782E-5  2.3947769698E-5  -2.5510493566E-6  
258.655  0.022527363636  6.9744766673E-6  -3.807368453E-5  1.7663264521E-5  3.1385780922E-5  3.2892859956E-6  1.9603626415E-5  4.7858692383E-6  1.7041682078E-4  -1.25124418E-5  1.5675471116E-5  3.147738024E-5  -3.4778022343E-6  
257.9877  0.026969726385  9.1392282565E-6  -5.0216582611E-5  2.3371141577E-5  4.0833722184E-5  4.2764427306E-6  2.587351169E-5  6.3343511502E-6  2.2034351007E-4  -1.6530767535E-5  2.0625210424E-5  4.1228634679E-5  -4.7250384577E-6  
257.3238  0.03217329259  1.1931678262E-5  -6.6005783718E-5  3.082401489E-5  5.2942681719E-5  5.5363810329E-6  3.4031208238E-5  8.353297868E-6  2.8390401991E-4  -2.1764067029E-5  2.7054654597E-5  5.3810243041E-5  -6.3976523389E-6  
256.6634  0.038244211311  1.5519629646E-5  -8.6462745912E-5  4.0522890457E-5  6.840605254E-5  7.1369037547E-6  4.4607008433E-5  1.0975531334E-5  3.645238488E-4  -2.8555097692E-5  3.5379872991E-5  6.9983440566E-5  -8.6327884613E-6  
256.0063  0.045298679125  2.0111398434E-5  -1.1287241191E-4  5.3102522484E-5  8.808165716E-5  9.1603166763E-6  5.8268429164E-5  1.4368186873E-5  4.6640491447E-4  -3.7335700345E-5  4.6126031933E-5  9.0696099834E-5  -1.1609060157E-5  
255.3526  0.053463003808  2.5964330638E-5  -1.4684455261E-4  6.9364138955E-5  1.1302630737E-4  1.1705819689E-5  7.585230547E-5  1.8740627175E-5  5.9467910496E-4  -4.8647724965E-5  5.9953752681E-5  1.1712335649E-4  -1.5558181044E-5  
254.7022  0.062873478123  3.3394758249E-5  -1.9038756479E-4  9.0315342798E-5  1.4453649379E-4  1.4892073407E-5  9.840345424E-5  2.435391287E-5  7.5558658896E-4  -6.3168258248E-5  7.7691232737E-5  1.5071570572E-4  -2.0779574241E-5  
254.0551  0.073676031008  4.2789542044E-5  -2.459967746E-4  1.1721854301E-4  1.8419601996E-4  1.8859875849E-5  1.2722101215E-4  3.1532063513E-5  9.5668155073E-4  -8.1739878475E-5  1.0037323736E-4  1.9325559589E-4  -2.7658636879E-5  
253.4113  0.086025623641  5.4619336676E-5  -3.1675951795E-4  1.5164947129E-4  2.339314407E-4  2.3774847796E-5  1.6391367896E-4  4.0675358776E-5  0.0012070679894  -1.0540674653E-4  1.2928824398E-4  2.4692360124E-4  -3.6689467828E-5  
252.7708  0.10008535904  6.9453690599E-5  -4.0647948058E-4  1.9556755765E-4  2.9607619694E-4  2.9829979194E-5  2.104652247E-4  5.2275941145E-5  0.0015176681073  -1.354574254E-4  1.6603521774E-4  3.1437529052E-4  -4.8503015636E-5  
252.1334  0.11602527639  8.7978056969E-5  -5.1982297636E-4  2.5140017137E-4  3.7344435285E-4  3.7247830871E-5  2.6931174325E-4  6.6935986348E-5  0.0019015255815  -1.7347540146E-4  2.1259171127E-4  3.9882991535E-4  -6.3901772382E-5  
251.4993  0.13402080519  1.1101273863E-4  -6.6249000848E-4  3.2214297865E-4  4.6941483233E-4  4.6282113958E-5  3.4343224965E-4  8.5388703654E-5  0.002374145653  -2.2139835528E-4  2.7139521673E-4  5.0417201306E-4  -8.3902328021E-5  
250.8684  0.15425085956  1.3953371722E-4  -8.4141308041E-4  4.1147892066E-4  5.8802701396E-4  5.7218282035E-5  4.3645431877E-4  1.0852241222E-4  0.0029538734452  -2.8158729425E-4  3.4543995069E-4  6.3506694261E-4  -1.0978730889E-4  
250.2406  0.17689556022  1.7469521971E-4  -0.0010649867836  5.2391857062E-4  7.3408847006E-4  7.0372666348E-5  5.5277654042E-4  1.3740790847E-4  0.003662311224  -3.5690670781E-4  4.383915221E-4  7.9709124054E-4  -1.431684522E-4  
249.616  0.20213357993  2.1785375128E-4  -0.0013433311672  6.6496487732E-4  9.132955211E-4  8.6089561053E-5  6.9770961259E-4  1.7332928957E-4  0.0045247744144  -4.5081693375E-4  5.5472221614E-4  9.9687848341E-4  -1.8606281387E-4  
248.9944  0.23013911853  2.7059316814E-4  -0.0016885917676  8.4130553719E-4  0.0011323671137  1.0473552215E-4  8.7763790023E-4  2.1781832484E-4  0.0055707850625  -5.6747992348E-4  6.9986991871E-4  0.0012422810642  -2.4098436608E-4  
248.376  0.26107852502  3.3475017373E-4  -0.0021152789172  0.0010610364447  0.0013991923128  1.2668997993E-4  0.0011002032412  2.7269236729E-4  0.0068346000823  -7.1187955878E-4  8.8042400145E-4  0.0015425479204  -3.1105350953E-4  
247.7606  0.29510659703  4.1243939387E-4  -0.0026406485347  0.0013339198392  0.0017229914214  1.5233108051E-4  0.0013745126723  3.4009566495E-4  0.008355770024  -8.8995759376E-4  0.0011043417781  0.0019085177794  -4.0012729528E-4  
247.1483  0.33236260169  5.0607691903E-4  -0.0032851259938  0.001671680879  0.0021144903971  1.8201546872E-4  0.0017113715627  4.2254376438E-4  0.010179722259  -0.0011087661664  0.00138119942  0.0023528269069  -5.1295341456E-4  
246.539  0.37296607639  6.1840089329E-4  -0.004072773846  0.0020883464114  0.0025861078224  2.1605050367E-4  0.0021235433721  5.2297048977E-4  0.01235836039  -0.0013766376345  0.0017224814705  0.0028901296423  -6.5535125979E-4  
245.9327  0.41701248227  7.5248738099E-4  -0.005031803104  0.0026006296506  0.0031521532026  2.5465716517E-4  0.0026260368753  6.4477672855E-4  0.014950669409  -0.0017033722352  0.0021419133088  0.0035373291842  -8.3442357182E-4  
245.3293  0.46456879763  9.1175935587E-4  -0.0061951264475  0.0032283643045  0.0038290348074  2.9792166686E-4  0.0032364212121  7.918799546E-4  0.018023313598  -0.0021004437341  0.0026558410712  0.0043138151464  -0.0010588023503  
244.7289  0.5156691518  0.0010999862383  -0.0076009500766  0.0039949913758  0.0046354746498  3.4573355101E-4  0.0039751685141  9.6876307016E-4  0.021651211602  -0.0025812228195  0.0032836636162  0.0052417033397  -0.0013389327952  
244.1315  0.5703106115  0.001321270963  -0.0092933989821  0.0049281013825  0.005592727507  3.9770780665E-4  0.0048660231233  0.0011805207485  0.025918070316  -0.0031612174956  0.0040483211011  0.0063460720705  -0.0016873990458  
243.5369  0.62844924174  0.0015800211039  -0.011323168119  0.0060600340743  0.0067248001465  4.5308834251E-4  0.005936395543  0.0014329010111  0.030916856582  -0.0038583291457  0.0049768446  0.0076551879876  -0.0021192953573  
242.9452  0.6899965696  0.0018809001275  -0.013748189369  0.0074285368286  0.0080586661374  5.106299709E-4  0.0072177782532  0.0017323392782  0.036750183047  -0.0046931222544  0.0061009709012  0.0092007131894  -0.002652646086  
242.3565  0.7548165829  0.0022287544172  -0.016634301258  0.0090774817857  0.0096244708195  5.6845593706E-4  0.0087461793758  0.0020859816018  0.043530582112  -0.0056891050255  0.0074578261514  0.011017883956  -0.0033088773948  
241.7705  0.82272339477  0.0026285113247  -0.020055905189  0.011057640388  0.011455720195  6.2388797905E-4  0.010562568909  0.0025016932225  0.051380639863  -0.0068730172877  0.0090906813387  0.01314565014  -0.0041133429225  
241.1874  0.89347969993  0.0030850431957  -0.024096588525  0.013427512319  0.013589446722  6.7324594795E-4  0.012713330862  0.0029880480166  0.060432960238  -0.0082751211867  0.01104978168  0.015626762982  -0.005095904743  
240.6071  0.96679613856  0.003602992119  -0.028849691223  0.016254203889  0.016066344247  7.1161417997E-4  0.01525071316  0.0035542938137  0.070829928732  -0.0099294892074  0.013393250792  0.018507798  -0.0062915697355  
240.0295  1.0423316681  0.004186550093  -0.034418789045  0.019614348638  0.018930863689  7.3257211501E-4  0.018233265644  0.0042102880058  0.082723244712  -0.011874283103  0.016188069006  0.021839098655  -0.0077411799764  
239.4548  1.1196950237  0.0048391894383  -0.040918062701  0.023595060421  0.022231260542  7.2788712527E-4  0.021726254955  0.0049663973482  0.096273192173  -0.014152016337  0.019511123387  0.025674625867  -0.0094921539051  
238.8828  1.1984473219  0.0055633386527  -0.048472518752  0.028294906396  0.026019584909  6.8716817501E-4  0.025802043543  0.0058333554024  0.11164762053  -0.016809791719  0.023450324791  0.03007169817  -0.011599272802  
238.3135  1.2781058339  0.0063599995418  -0.057218024948  0.03382488431  0.030351604641  5.9747980096E-4  0.030540418575  0.0068220707265  0.12902061007  -0.019899505053  0.028105784753  0.035090607464  -0.014125504521  
237.7469  1.3581489205  0.0072283024199  -0.067301119969  0.040309385214  0.035286652208  4.4291699824E-4  0.036028855222  0.0079433787054  0.14857080097  -0.023478004903  0.033591042045  0.040794096034  -0.017142853462  
237.183  1.4380220847  0.0081649974938  -0.078878555556  0.047887119357  0.040887386313  2.0414293278E-4  0.042362697629  0.0092077298741  0.17047937055  -0.027607197991  0.040034325414  0.047246681832  -0.020733222422  
236.6218  1.5171450607  0.0091638822518  -0.092116527958  0.056711979562  0.047219459943  -1.421070191E-4  0.049645240031  0.010624807757  0.19492765039  -0.032354089424  0.047579835299  0.054513821031  -0.024989268306  
236.0632  1.5949198174  0.010215166812  -0.10718955567  0.066953812976  0.054351087542  -6.2354958186E-4  0.057987689955  0.012203069661  0.22209438365  -0.037790746831  0.05638902331  0.062660899633  -0.030015229734  
235.5072  1.6707393214  0.011304781746  -0.12427896185  0.078799068816  0.062352505412  -0.0012728988742  0.067508995293  0.013949204556  0.25215263255  -0.043994177745  0.066641843902  0.071752049452  -0.035927700384  
234.9539  1.7439968622  0.012413635892  -0.14357092288  0.092451286739  0.071295321185  -0.0021284230715  0.078335517414  0.015867503185  0.28526635716  -0.051046110136  0.078537948151  0.081848788158  -0.042856317616  
234.4032  1.8140957199  0.013516835073  -0.16525404909  0.10813138788  0.081251750346  -0.0032345004213  0.09060053335  0.017959136897  0.3215866986  -0.059032666981  0.092297784844  0.093008488186  -0.050944331635  
233.855  1.8804589223  0.014582876414  -0.18951647062  0.12607772861  0.092293740309  -0.0046421600949  0.10444355157  0.02022134339  0.36124801237  -0.068043927137  0.10816356942  0.10528268519  -0.060349016217  
233.3094  1.9425388254  0.015572837043  -0.21654240991  0.14654587569  0.10449198536  -0.0064095908253  0.12000942795  0.022646519643  0.40436371075  -0.078173366642  0.12640007672  0.11871524327  -0.071241878187  
232.7663  1.9998262392  0.016439580219  -0.24650823338  0.16980806136  0.11791483893  -0.008602597809  0.13744727136  0.025221224742  0.45102198627  -0.089517176788  0.14729520926  0.13334040114  -0.083808619395  
232.2258  2.0518588189  0.01712700635  -0.27957798747  0.19615227714  0.13262713309  -0.011294986041  0.15690913154  0.027925098109  0.50128150077  -0.10217345802  0.17116028886  0.14918073089  -0.098248802241  
231.6878  2.0982284553  0.017569380631  -0.31589843978  0.22588096753  0.14868891853  -0.014568846209  0.17854846626  0.030729701761  0.55516713612  -0.11624129174  0.19833001655  0.16624504847  -0.11477516801  
231.1522  2.138587412  0.017690773136  -0.35559366226  0.25930928763  0.16615414215  -0.018514717651  0.20251838912  0.033597298621  0.61266591292  -0.13181969554  0.2291620432  0.18452632233  -0.13361255659  
230.6191  2.1726529937  0.017404650806  -0.3987592123  0.29676289361  0.18506928283  -0.023231601757  0.22896970475  0.03647958256  0.67372319133  -0.14900647085  0.26403609255  0.20399963377  -0.15499637694  
