260.0  6.5709177947E-6  4.6203413921E-5  -5.6934901821E-6  -1.1008300614E-5  -1.2193562047E-5  3.788644341E-6  7.5113607701E-6  -4.3316282377E-7  -9.708032071E-6  2.2940253067E-7  1.1949816264E-4  -3.75998949E-5  -9.1903756926E-5  -1.2551190428E-5  3.2857998242E-6  3.0010079837E-5  2.2380329747E-4  -1.7762918609E-5  2.5177839023E-5  -4.5097909046E-6  1.7479322921E-6  -2.8994583018E-6  -1.7661184936E-5  -2.5472629817E-6  8.9216632291E-5  -2.2899882793E-5  6.4196855355E-5  9.7691033591E-5  9.3324569868E-5  -1.275794852E-5  -1.6569956904E-7  4.7634263094E-4  -2.4099176067E-5  2.0177167182E-5  1.8711499441E-5  -1.0107264044E-5  1.5559300948E-5  0.034597329906  -2.5715742851E-5  3.0961402463E-5  -7.0902988103E-6  1.8197822978E-5  9.5945131891E-5  7.7792643449E-6  -2.4807246983E-5  4.05797665E-5  5.5629296338E-5  1.0861623008E-4  2.7025139641E-5  1.5221032451E-5  -2.0555351652E-4  5.2516652601E-6  7.4452340352E-5  2.6836971919E-5  6.6394199945E-5  -1.6378959452E-5  4.6836664086E-5  -2.3570890332E-6  9.2877220698E-5  -7.1972472853E-5  1.1728136519E-5  -3.4867341561E-5  -7.015473252E-6  -8.3038306934E-5  -1.5055449801E-5  2.4436383522E-6  5.3116632974E-5  
259.3258  8.7355646241E-6  5.9987508019E-5  -7.5860826797E-6  -1.4659379262E-5  -1.6281970426E-5  4.4197882423E-6  9.9722755878E-6  -5.7462661873E-7  -1.2979714696E-5  2.7546658287E-7  1.5307700021E-4  -4.8496041068E-5  -1.1925088472E-4  -1.6401853171E-5  4.1897962711E-6  3.9058528659E-5  2.8600261488E-4  -2.3733195769E-5  3.2869040652E-5  -6.1376413443E-6  2.3760057942E-6  -3.945298732E-6  -2.3306855324E-5  -3.4894084846E-6  1.1619855743E-4  -3.0418012652E-5  8.4051193426E-5  1.2452116683E-4  1.2112592723E-4  -1.6905859012E-5  -2.5999801724E-7  6.0234740948E-4  -3.1863893601E-5  2.6767922937E-5  2.4826889807E-5  -1.3420094339E-5  2.0526184826E-5  0.040576321588  -3.4133791574E-5  4.0302482865E-5  -9.5526544413E-6  2.3635503363E-5  1.236934299E-4  1.0408209161E-5  -3.2808690533E-5  5.3059718435E-5  7.201499114E-5  1.3893079128E-4  3.5492874468E-5  1.8567044729E-5  -2.640326097E-4  7.0032736779E-6  9.6935240655E-5  3.5386492074E-5  8.6020932575E-5  -2.1242246894E-5  6.1277129586E-5  -3.2284352902E-6  1.2022880748E-4  -9.4797106979E-5  1.5579145555E-5  -4.5707571774E-5  -9.2314921629E-6  -1.0688385331E-4  -2.0057455165E-5  3.0362511397E-6  6.982434588E-5  
258.655  1.1571909282E-5  7.7614117562E-5  -1.0073870747E-5  -1.9457210134E-5  -2.1666048941E-5  5.052764647E-6  1.3196910439E-5  -7.5765708903E-7  -1.7298616913E-5  3.2423735171E-7  1.9540188065E-4  -6.2329098817E-5  -1.5420437719E-4  -2.136673652E-5  5.3207841195E-6  5.0647808779E-5  3.6416877518E-4  -3.1601439167E-5  4.2755272747E-5  -8.323229749E-6  3.2187727334E-6  -5.3499993447E-6  -3.0652958848E-5  -4.7619319087E-6  1.5081396944E-4  -4.0266036896E-5  1.0967211389E-4  1.5813371207E-4  1.5668031098E-4  -2.2327172941E-5  -3.9799432488E-7  7.5899088343E-4  -4.1989595063E-5  3.5389310829E-5  3.2824023346E-5  -1.7762460432E-5  2.6984037944E-5  0.047422255426  -4.5154484028E-5  5.2271276482E-5  -1.2827378409E-5  3.0587398907E-5  1.5892244692E-4  1.3877338646E-5  -4.3241954559E-5  6.913070482E-5  9.2879357234E-5  1.7707779767E-4  4.6445224616E-5  2.2448335459E-5  -3.379641271E-4  9.3071221376E-6  1.2577949083E-4  4.6504576835E-5  1.1104913947E-4  -2.7445747561E-5  7.9893517016E-5  -4.406582475E-6  1.5509449397E-4  -1.2443339145E-4  2.0579107675E-5  -5.9711289367E-5  -1.2108463637E-5  -1.3712863767E-4  -2.6631896959E-5  3.743044866E-6  9.1476769936E-5  
257.9877  1.5274484279E-5  1.000721659E-4  -1.3332659298E-5  -2.5740422542E-5  -2.8730863371E-5  5.629961587E-6  1.7408291017E-5  -9.9279080252E-7  -2.2981111814E-5  3.7212123902E-7  2.485511793E-4  -7.9825155315E-5  -1.987186404E-4  -2.7747770093E-5  6.7293829452E-6  6.5433022738E-5  4.6202126482E-4  -4.1934018867E-5  5.5414403818E-5  -1.1246815774E-5  4.3456307338E-6  -7.2300045647E-6  -4.0177886459E-5  -6.4740231771E-6  1.950598451E-4  -5.3119980337E-5  1.4261692439E-4  2.0007441704E-4  2.0198913566E-4  -2.9388051602E-5  -5.9734462959E-7  9.5298561668E-4  -5.5148360808E-5  4.6626450707E-5  4.3242994111E-5  -2.3435637954E-5  3.5349690933E-5  0.05522935687  -5.9531774658E-5  6.7547656102E-5  -1.7167514099E-5  3.9441182846E-5  2.0348854436E-4  1.8438630811E-5  -5.6797339066E-5  8.9748109789E-5  1.1934006168E-4  2.2489981083E-4  6.0557064069E-5  2.6876618257E-5  -4.3108626603E-4  1.2326509656E-5  1.6265372669E-4  6.0913079966E-5  1.4284376655E-4  -3.5326762565E-5  1.0380659299E-4  -5.9938421289E-6  1.9937597466E-4  -1.6277676288E-4  2.7035014494E-5  -7.7736331836E-5  -1.5831232425E-5  -1.7536124639E-4  -3.5242959991E-5  4.5751554779E-6  1.1943804421E-4  
257.3238  2.0089722272E-5  1.2858136193E-4  -1.758654936E-5  -3.394073975E-5  -3.7967642436E-5  6.0618210164E-6  2.2890194292E-5  -1.2926271971E-6  -3.0433031575E-5  4.1297564742E-7  3.1504259499E-4  -1.018714595E-4  -2.5520393814E-4  -3.5922796587E-5  8.475720326E-6  8.4220936658E-5  5.8404327267E-4  -5.5454313757E-5  7.1561925773E-5  -1.5143163416E-5  5.8470221811E-6  -9.7372117657E-6  -5.2484230617E-5  -8.7686166466E-6  2.5140805073E-4  -6.9837454859E-5  1.8482841761E-4  2.5219525331E-4  2.5952423828E-4  -3.8552173226E-5  -8.8205856885E-7  0.0011923250032  -7.2189419629E-5  6.1220277457E-5  5.6766585256E-5  -3.0823148701E-5  4.6147022046E-5  0.064096556994  -7.8222030037E-5  8.6969870795E-5  -2.2899919822E-5  5.067389393E-5  2.596641791E-4  2.4414231254E-5  -7.4345908704E-5  1.1609817602E-4  1.5276275573E-4  2.8462353736E-4  7.8670053908E-5  3.182830873E-5  -5.4794696369E-4  1.6269543E-5  2.0962619943E-4  7.9521522294E-5  1.8307975879E-4  -4.5298109616E-5  1.3441204404E-4  -8.124602633E-6  2.5541004044E-4  -2.1220807988E-4  3.5325215014E-5  -1.0085356335E-4  -2.063267886E-5  -2.235299866E-4  -4.6482175805E-5  5.5400741596E-6  1.5541851917E-4  
256.6634  2.6328458794E-5  1.6463960346E-4  -2.3120106212E-5  -4.4606471347E-5  -5.0000502412E-5  6.214646203E-6  3.0002397902E-5  -1.6719998326E-6  -4.0173068545E-5  4.3693889251E-7  3.9791196055E-4  -1.2954736855E-4  -3.2662018343E-4  -4.6363058526E-5  1.0630740544E-5  1.0800027075E-4  7.3561231445E-4  -7.3082541977E-5  9.2079627061E-5  -2.0316782745E-5  7.840355839E-6  -1.306899079E-5  -6.8328008255E-5  -1.183203579E-5  3.2290517476E-4  -9.15020688E-5  2.3872040281E-4  3.1670311958E-4  3.3232589882E-4  -5.0404391884E-5  -1.2845393195E-6  0.0014864818093  -9.4181697219E-5  8.0105211668E-5  7.4254267861E-5  -4.0411429068E-5  6.003167814E-5  0.07412674017  -1.0243358562E-4  1.1156653415E-4  -3.04452081E-5  6.4869820381E-5  3.302195486E-4  3.2214316382E-5  -9.6982353382E-5  1.4964718525E-4  1.948075685E-4  3.5892725813E-4  1.0182909219E-4  3.7226350996E-5  -6.9405498494E-4  2.1400368153E-5  2.6925007798E-4  1.0347150189E-4  2.3380301254E-4  -5.7862428574E-5  1.7344062876E-4  -1.0974689274E-5  3.2605578457E-4  -2.7570579205E-4  4.5912947394E-5  -1.3039423117E-4  -2.6805179298E-5  -2.8401568039E-4  -6.1100403368E-5  6.6388507988E-6  2.0155397649E-4  
256.0063  3.4381062412E-5  2.1007846405E-4  -3.0293278994E-5  -5.8431328695E-5  -6.5619159409E-5  5.8946788424E-6  3.9199393533E-5  -2.1480538732E-6  -5.2861740845E-5  4.2882622681E-7  5.0080276864E-4  -1.6416004743E-4  -4.1658683779E-4  -5.9654307768E-5  1.3277565461E-5  1.3797675844E-4  9.2314688972E-4  -9.5984619456E-5  1.1804913919E-4  -2.7161046677E-5  1.0477449556E-5  -1.7480790629E-5  -8.8653930495E-5  -1.5906145975E-5  4.1328995408E-4  -1.194774617E-4  3.0727958966E-4  3.9621327177E-4  4.2411807914E-4  -6.5679486314E-5  -1.8482009017E-6  0.0018466269999  -1.2246544205E-4  1.0445485902E-4  9.6783252422E-5  -5.2815182263E-5  7.7820741572E-5  0.085425786276  -1.3368708483E-4  1.4259376894E-4  -4.0342590124E-5  8.2741257219E-5  4.185174226E-4  4.2359012204E-5  -1.260767672E-4  1.921993457E-4  2.4748206574E-4  4.5101701076E-4  1.3132542779E-4  4.2915932608E-5  -8.7605335856E-4  2.8052909878E-5  3.4466429916E-4  1.3419042743E-4  2.975008989E-4  -7.3628506904E-5  2.2302956047E-4  -1.4773229428E-5  4.1479619361E-4  -3.5698071865E-4  5.936158328E-5  -1.6800637329E-4  -3.4714534797E-5  -3.5971719868E-4  -8.0046986183E-5  7.8621702907E-6  2.6050063671E-4  
255.3526  4.4735640464E-5  2.6712774054E-4  -3.9559609471E-5  -7.6289604934E-5  -8.581876793E-5  4.8275126837E-6  5.1053255411E-5  -2.7401649058E-6  -6.9337090852E-5  3.6595559177E-7  6.2806705947E-4  -2.0728537402E-4  -5.2951091755E-4  -7.6522192731E-5  1.6512869462E-5  1.7561339418E-4  0.0011542696495  -1.2563179721E-4  1.507909008E-4  -3.6182053701E-5  1.3953841382E-5  -2.3301928223E-5  -1.1463775634E-4  -2.1303593187E-5  5.2713056488E-4  -1.5547272167E-4  3.941862935E-4  4.9380713724E-4  5.3944313175E-4  -8.5296921306E-5  -2.6308020783E-6  0.0022858685288  -1.587145699E-4  1.3573716266E-4  1.2569777512E-4  -6.8808337698E-5  1.0052813418E-4  0.098101394389  -1.7388858743E-4  1.8157800314E-4  -5.3280694918E-5  1.0515242249E-4  5.2862264296E-4  5.5505153062E-5  -1.6333687543E-4  2.4596447456E-4  3.1320098069E-4  5.6471192559E-4  1.6874731771E-4  4.8632521831E-5  -0.0011019171428  3.6647595788E-5  4.3971216225E-4  1.7345623116E-4  3.7718327156E-4  -9.3329728814E-5  2.8580673449E-4  -1.9817623707E-5  5.2585576415E-4  -4.606371453E-4  7.6351553324E-5  -2.1572163729E-4  -4.4816835951E-5  -4.5415154863E-4  -1.0451746246E-4  9.1849589264E-6  3.3554850551E-4  
254.7022  5.7999818095E-5  3.3849006048E-4  -5.1488351309E-5  -9.9278922408E-5  -1.1184818807E-4  2.6317280979E-6  6.6281469198E-5  -3.4696086536E-6  -9.0658489469E-5  2.1523035681E-7  7.8487814699E-4  -2.6081448032E-4  -6.7073517436E-4  -9.7862675694E-5  2.0448216368E-5  2.2267623638E-4  0.0014379871619  -1.6387309076E-4  1.9190906926E-4  -4.8028271332E-5  1.8520383412E-5  -3.0955270473E-5  -1.4773689316E-4  -2.8426818692E-5  6.6998414428E-4  -2.0162118058E-4  5.0395664628E-4  6.1309388247E-4  6.8381834193E-4  -1.1040266814E-4  -3.7086626059E-6  0.0028195090807  -2.0501159318E-4  1.7578061289E-4  1.6266792705E-4  -8.936168776E-5  1.2940662672E-4  0.11226167831  -2.2541770991E-4  2.3036486888E-4  -7.0135628953E-5  1.3314680111E-4  6.654277949E-4  7.2478780535E-5  -2.1088242035E-4  3.1363658257E-4  3.9485285896E-4  7.0453893484E-4  2.1603913646E-4  5.3960362878E-5  -0.0013811773738  4.7711610197E-5  5.590800304E-4  2.2347494099E-4  4.7647481124E-4  -1.1784470277E-4  3.6498952945E-4  -2.6492347742E-5  6.6433580301E-4  -5.9236434813E-4  9.7698827145E-5  -2.7603398589E-4  -5.767880661E-5  -5.7157050835E-4  -1.3601140848E-4  1.055909589E-5  4.307558764E-4  
254.0551  7.4926636202E-5  4.2742654417E-4  -6.679121279E-5  -1.2877192634E-4  -1.4526815772E-4  -1.2145731604E-6  8.5780654174E-5  -4.3588580733E-6  -1.1816014934E-4  -7.0737976774E-8  9.7735542242E-4  -3.2700631899E-4  -8.4670853865E-4  -1.2477834002E-4  2.5211289838E-5  2.8128604511E-4  0.0017848858574  -2.1302279761E-4  2.4334286957E-4  -6.3527181442E-5  2.4497609302E-5  -4.0981653894E-5  -1.8975053494E-4  -3.7791667959E-5  8.4858095598E-4  -2.6057483239E-4  6.4210919237E-4  7.5827474684E-4  8.639167389E-4  -1.4241926039E-4  -5.1819568973E-6  0.0034653209137  -2.6393724005E-4  2.2685330387E-4  2.0975945503E-4  -1.1568843347E-4  1.6599739429E-4  0.1280135285  -2.9123335304E-4  2.9117457921E-4  -9.2017764825E-5  1.6797815265E-4  8.3479653797E-4  9.4314406554E-5  -2.7133359927E-4  3.9848445224E-4  4.9587353093E-4  8.7583683278E-4  2.7556984895E-4  5.8279233677E-5  -0.0017251728372  6.1903296511E-5  7.0845864532E-4  2.869732275E-4  5.9971944949E-4  -1.482200537E-4  4.6450000664E-4  -3.5292452993E-5  8.3636903847E-4  -7.5916304826E-4  1.2437469493E-4  -3.5199186807E-4  -7.4002253357E-5  -7.1709598685E-4  -1.7640221345E-4  1.190370799E-5  5.5110806787E-4  
