260.0  1.7571375825E-5  -1.6539609417E-5  -3.452272622E-6  1.1010533013E-4  0.004515465506  4.1028300106E-5  4.451675107E-6  -1.05959154E-5  2.2566581852E-5  1.8248984689E-5  -1.8285666039E-5  -1.6102968888E-6  6.1458752654E-5  4.3979725649E-7  -5.6292338912E-5  -2.105304479E-5  4.5029806732E-5  2.2326903557E-5  1.8458559251E-5  6.4197973615E-6  2.8349733599E-5  4.0178983062E-5  -1.8157429147E-5  1.4679325679E-5  6.6968284267E-5  
259.3258  2.3490623509E-5  -2.1809738399E-5  -4.6386325265E-6  1.4077877596E-4  0.0053963215494  5.2770112663E-5  5.909415822E-6  -1.4037003827E-5  2.9672995589E-5  2.3744820364E-5  -2.4420955502E-5  -2.1678085889E-6  7.9697595075E-5  4.4696123349E-7  -7.1677861078E-5  -2.794744909E-5  5.8197633315E-5  2.7847836008E-5  2.3789602846E-5  8.390305085E-6  3.7194574265E-5  5.1013641541E-5  -2.3985649613E-5  1.940118657E-5  8.7224898896E-5  
258.655  3.1297713141E-5  -2.866229777E-5  -6.2119828457E-6  1.7936961745E-4  0.0064263979929  6.7641702585E-5  7.8163044791E-6  -1.853537285E-5  3.888630665E-5  3.0779933216E-5  -3.2501720328E-5  -2.9074349679E-6  1.0297800608E-4  4.0807282307E-7  -9.0921999004E-5  -3.6971090852E-5  7.4939864258E-5  3.452221116E-5  3.0535295505E-5  1.092159975E-5  4.8630844858E-5  6.4518635431E-5  -3.157579876E-5  2.5553016619E-5  1.1321792732E-4  
257.9877  4.15586225E-5  -3.754129842E-5  -8.2914086006E-6  2.2774180132E-4  0.0076262248  8.6410258248E-5  1.0301303718E-5  -2.4396159328E-5  5.0789398779E-5  3.9749342721E-5  -4.3106359445E-5  -3.8848165435E-6  1.3258011802E-4  2.9351006447E-7  -1.1489346816E-4  -4.8738814982E-5  9.6143337091E-5  4.2522063153E-5  3.9032396514E-5  1.4158831878E-5  6.3364508454E-5  8.1279719043E-5  -4.1425057052E-5  3.3538767486E-5  1.4645145816E-4  
257.3238  5.4997303469E-5  -4.900583914E-5  -1.103028279E-5  2.8814961675E-4  0.009018226891  1.1001268363E-4  1.3527408539E-5  -3.2006423705E-5  6.6113768797E-5  5.113877575E-5  -5.6972737377E-5  -5.1712984599E-6  1.7007624593E-4  6.0463690501E-8  -1.4462989697E-4  -6.4029488882E-5  1.2289108101E-4  5.2020952097E-5  4.9686395366E-5  1.8280162106E-5  8.2277824522E-5  1.0199123121E-4  -5.4159914439E-5  4.3867445255E-5  1.8878884476E-4  
256.6634  7.2536174424E-5  -6.3757204353E-5  -1.4625400741E-5  3.6330715399E-4  0.01062672237  1.3958845424E-4  1.7699724348E-5  -4.1855332708E-5  8.5773798212E-5  6.5542513502E-5  -7.5038299458E-5  -6.8579489433E-6  2.1738857884E-4  -3.5189170243E-7  -1.8136389684E-4  -8.3825704403E-5  1.5649928935E-4  6.3182836444E-5  6.2982255088E-5  2.3502868047E-5  1.064688266E-4  1.2747092282E-4  -7.056658217E-5  5.7177760804E-5  2.4252886883E-4  
256.0063  9.5345945274E-5  -8.2671603877E-5  -1.9328329151E-5  4.5646719137E-4  0.012477880244  1.7651772184E-4  2.3075205188E-5  -5.4558809838E-5  1.1090795286E-4  8.3683956982E-5  -9.8489156292E-5  -9.0604802905E-6  2.7685592777E-4  -1.0287417786E-6  -2.2655150839E-4  -1.0936194169E-4  1.9855961509E-4  7.6145771287E-5  7.9495881315E-5  3.0090149383E-5  1.3729842638E-4  1.5867537325E-4  -9.1627667171E-5  7.4267820394E-5  3.1049555835E-4  
255.3526  1.2490663988E-4  -1.0683954323E-4  -2.5459445755E-5  5.7151011687E-4  0.014599630159  2.2246526269E-4  2.9974323921E-5  -7.0889510815E-5  1.4292806405E-4  1.0643911937E-4  -1.2881983391E-4  -1.1925238833E-5  3.5131036747E-4  -2.0878999531E-6  -2.8190282816E-4  -1.4218269173E-4  2.5098714654E-4  9.0998866888E-5  9.9906045911E-5  3.8358564961E-5  1.7644631311E-4  1.9671555213E-4  -1.18566167E-4  9.6130691227E-5  3.9614350098E-4  
254.7022  1.6308197954E-4  -1.3761294241E-4  -3.3425231789E-5  7.1304336375E-4  0.017021516393  2.794308811E-4  3.8794972497E-5  -9.1813113315E-5  1.8357797731E-4  1.3486321176E-4  -1.6790562616E-4  -1.5636450916E-5  4.4416453284E-4  -3.6904979856E-6  -3.4941448459E-4  -1.8421222146E-4  3.1607433289E-4  1.0775059452E-4  1.2500635701E-4  4.8685966731E-5  2.2597692356E-4  2.4287190895E-4  -1.5289796472E-4  1.239967656E-4  5.0368060022E-4  
254.0551  2.1220962013E-4  -1.766612576E-4  -4.3739477394E-5  8.8651166174E-4  0.019774488205  3.4980688671E-4  5.0028914526E-5  -1.1853205528E-4  2.3500298892E-4  1.702204257E-4  -2.1808973938E-4  -2.0424932216E-5  5.5951020208E-4  -6.0547068513E-6  -4.3140347033E-4  -2.3783785568E-4  3.9655100468E-4  1.2628612894E-4  1.557166956E-4  6.1519702604E-5  2.884168562E-4  2.9860816282E-4  -1.9649412435E-4  1.5938393294E-4  6.3821029654E-4  
