200,190.6,442.74,382.32,267.55,246.14,236.43,353.62,284.24,254.18,484.76,205.77,357.98,343.57,351.03,265.52,255.84,493.18,446.21,514.61,356.88
201,204.67,465.57,401.13,281.08,259.35,253.4,374.61,303.41,271.01,519.17,220.2,383.01,365.68,376.17,286.68,275.98,532.59,469.17,543.45,375.22
202,219.32,486.14,418.74,294.1,271.76,271.79,395.77,322.6,288.08,552.83,235.86,407.5,387.31,401.7,309.84,296.95,574.39,490.3,568.69,391.62
203,234.22,504.09,435.4,306.58,283.14,291.5,417.35,341.4,305.23,584.68,252.77,430.61,408.1,427.22,334.97,318.15,618.3,509.71,589.3,405.95
204,248.96,519.42,451.5,318.67,293.37,312.32,439.79,359.34,322.44,613.9,270.92,451.55,427.87,452.27,361.86,338.74,663.78,527.99,604.52,418.39
205,263.1,532.5,467.5,330.66,302.43,333.92,463.64,375.95,339.8,640.11,290.31,469.72,446.6,476.39,390.14,357.76,709.92,546.08,614.04,429.37
206,276.31,544.07,483.72,342.89,310.38,355.83,489.47,390.8,357.51,663.52,310.92,484.73,464.47,499.07,419.23,374.2,755.49,565.04,617.95,439.4
207,288.37,555.14,500.37,355.71,317.34,377.49,517.76,403.57,375.77,684.93,332.76,496.46,481.82,519.82,448.33,387.27,798.91,585.89,616.77,448.88
208,299.28,566.87,517.47,369.44,323.48,398.29,548.84,414.15,394.73,705.53,355.79,505.03,499.11,538.32,476.56,396.55,838.45,609.36,611.33,457.97
209,309.28,580.46,534.98,384.34,329.09,417.73,582.79,422.73,414.37,726.64,379.88,510.84,516.75,554.49,503.04,402.17,872.43,635.8,602.65,466.59
210,318.75,597.01,552.82,400.64,334.54,435.43,619.37,429.82,434.54,749.37,404.81,514.54,535.01,568.6,527.05,404.75,899.46,665.04,591.83,474.51
211,328.17,617.46,570.97,418.53,340.31,451.31,657.94,436.18,454.95,774.38,430.16,517.01,553.84,581.18,548.14,405.24,918.63,696.41,579.97,481.44
212,338.04,642.51,589.42,438.2,346.86,465.62,697.47,442.67,475.18,801.73,455.4,519.26,572.84,592.88,566.16,404.75,929.73,728.74,568.12,487.24
213,348.76,672.59,608.16,459.77,354.64,478.9,736.57,450.17,494.78,830.77,479.88,522.32,591.29,604.27,581.18,404.24,933.21,760.5,557.21,491.94
214,360.56,707.84,627.14,483.35,363.97,491.9,773.66,459.36,513.3,860.23,503.01,527.06,608.27,615.67,593.38,404.46,930.14,790.06,548.03,495.74
215,373.4,748.01,646.25,508.92,375.03,505.43,807.22,470.69,530.33,888.4,524.24,534.1,622.84,627.12,602.92,405.88,921.98,816.06,541.16,498.99
216,386.95,792.42,665.34,536.35,387.87,520.22,835.99,484.29,545.66,913.42,543.2,543.78,634.23,638.4,609.9,408.69,910.35,837.75,537.05,502.02
217,400.55,839.9,684.23,565.39,402.43,536.73,859.16,499.96,559.24,933.7,559.61,556.12,642,649.2,614.44,412.88,896.84,855.25,535.97,505.15
218,413.3,888.73,702.77,595.65,418.61,555.12,876.32,517.21,571.29,948.22,573.36,570.93,646.12,659.26,616.8,418.33,882.8,869.49,538.16,508.63
219,424.16,936.64,720.84,626.7,436.31,575.27,887.45,535.27,582.24,956.8,584.44,587.81,646.9,668.42,617.48,424.9,869.21,881.93,543.77,512.67
220,432.18,981.01,738.27,658.17,455.49,596.8,892.81,553.19,592.58,960.02,593.08,606.21,644.91,676.73,617.28,432.45,856.5,894.12,552.94,517.53
221,436.72,1019.1,754.9,689.89,476.19,619.26,892.91,570.01,602.78,959.04,599.71,625.49,640.83,684.31,617.21,440.86,844.54,907.32,565.7,523.54
222,437.56,1048.6,770.45,721.99,498.43,642.28,888.49,584.79,613.15,955.19,604.97,644.88,635.42,691.34,618.36,450.12,832.73,922.13,581.91,531.11
223,434.97,1068,784.63,754.95,522.22,665.79,880.44,596.79,623.83,949.74,609.62,663.52,629.44,697.96,621.67,460.24,820.11,938.4,601.19,540.66
224,429.58,1076.9,797.11,789.55,547.44,690.06,869.74,605.48,634.82,943.65,614.35,680.54,623.57,704.18,627.82,471.33,805.69,955.27,622.87,552.59
225,422.23,1076.5,807.69,826.62,573.89,715.7,857.31,610.58,646.04,937.55,619.66,695.19,618.37,709.89,637.1,483.47,788.74,971.31,645.98,567.17
226,413.84,1068.8,816.25,866.87,601.29,743.53,843.96,612.04,657.33,931.78,625.8,707,614.22,714.83,649.42,496.69,768.95,984.78,669.32,584.52
227,405.31,1056.8,822.88,910.63,629.4,774.29,830.33,610.08,668.38,926.38,632.71,715.87,611.36,718.61,664.36,510.79,746.58,993.94,691.55,604.62
228,397.45,1043.4,827.76,957.68,658.13,808.48,816.97,605.17,678.7,921.22,640.11,722.01,609.85,720.78,681.21,525.27,722.42,997.35,711.42,627.37
229,390.96,1031.5,831.13,1007.2,687.51,846.14,804.26,598.07,687.53,916.07,647.63,725.79,609.69,721.02,699.11,539.37,697.56,994.17,727.93,652.61
230,386.39,1022.9,833.16,1057.8,717.66,886.74,792.46,589.75,693.97,910.68,654.96,727.65,610.82,719.2,717.14,552.09,673.25,984.37,740.46,680.15
231,384.14,1019.2,833.91,1107.5,748.61,929.18,781.62,581.34,697.12,904.94,661.97,728,613.04,715.59,734.33,562.42,650.63,968.79,748.79,709.74
232,384.4,1020.8,833.38,1154.3,780.08,971.85,771.51,574,696.34,898.8,668.71,727.28,616.07,710.87,749.7,569.61,630.63,949.01,752.99,741.02
233,387.22,1027.6,831.57,1196,811.35,1012.8,761.68,568.76,691.42,892.3,675.43,726.05,619.46,706.01,762.21,573.38,613.86,927.1,753.31,773.43
234,392.46,1039,828.69,1230.8,841.12,1050.2,751.53,566.44,682.7,885.42,682.42,725.07,622.72,702.12,770.84,574.04,600.65,905.28,750.16,806.15
235,399.84,1053.6,825.15,1257.5,867.73,1082,740.5,567.57,670.96,877.99,689.99,725.18,625.42,700.22,774.8,572.45,591.06,885.58,744.06,838.18
236,409,1070.1,821.45,1275.4,889.38,1106.8,728.33,572.39,657.3,869.66,698.37,727.18,627.35,700.96,773.66,569.83,585,869.65,735.63,868.43
237,419.52,1087,818.05,1284.9,904.59,1123.4,715.22,580.82,642.91,859.94,707.64,731.64,628.57,704.52,767.64,567.52,582.26,858.7,725.49,895.84
238,431.05,1103.2,815.14,1286.7,912.52,1131.3,701.81,592.46,628.93,848.4,717.74,738.72,629.38,710.53,757.57,566.67,582.61,853.48,714.2,919.46
239,443.36,1117.9,812.61,1282.4,913.26,1130.4,689.06,606.64,616.26,834.81,728.45,748.1,630.17,718.04,744.79,568.17,585.81,854.33,702.2,938.47
240,456.38,1131.1,810.04,1273.4,907.77,1120.9,678.06,622.48,605.44,819.32,739.42,759.04,631.29,725.65,730.9,572.52,591.54,861.29,689.76,952.16
241,470.14,1143,806.9,1261.5,897.68,1103.7,669.76,639.03,596.59,802.47,750.14,770.52,632.92,731.72,717.44,579.83,599.4,874.03,677.14,959.9
242,484.65,1153.9,802.71,1247.8,884.93,1080.1,664.86,655.45,589.43,785.04,760.04,781.47,635.01,734.61,705.68,589.9,608.88,891.87,664.6,961.29
243,499.8,1163.7,797.13,1233.2,871.4,1051.7,663.65,671.13,583.4,767.85,768.53,791.08,637.33,733,696.46,602.24,619.34,913.77,652.57,956.3
244,515.14,1171.9,790.05,1218.3,858.59,1020.3,666.01,685.83,577.77,751.55,775.14,798.96,639.42,726.12,690.09,616.24,630.16,938.29,641.61,945.43
245,529.9,1177.3,781.48,1202.9,847.46,988.02,671.37,699.69,571.85,736.53,779.7,805.21,640.71,713.86,686.46,631.27,640.81,963.74,632.36,929.73
246,542.98,1178.4,771.58,1186.7,838.37,956.74,678.77,713.08,565.15,722.87,782.42,810.27,640.52,696.7,685.04,646.76,651.01,988.31,625.51,910.63
247,553.14,1173.5,760.58,1168.9,831.15,928.16,686.95,726.5,557.48,710.46,783.88,814.66,638.23,675.6,685.13,662.22,660.7,1010.3,621.62,889.75
248,559.27,1161.2,748.9,1148.9,825.19,903.55,694.57,740.43,548.99,699.15,784.8,818.77,633.37,651.78,685.96,677.21,670.09,1028.5,621.06,868.59
249,560.7,1140.8,737.08,1126,819.71,883.74,700.48,755.27,540.11,688.93,785.9,822.72,625.75,626.55,686.93,691.24,679.5,1041.9,623.9,848.31
250,557.38,1112.3,725.85,1100.1,813.83,869.02,703.98,771.32,531.44,680.02,787.65,826.31,615.44,601.14,687.71,703.74,689.34,1049.8,629.94,829.69
251,549.88,1076.7,716.01,1071.2,806.79,859.23,705.05,788.65,523.58,672.8,790.26,829.16,602.72,576.69,688.33,714.07,700.07,1052.1,638.69,813.11
252,539.26,1035.8,708.28,1039.9,798.08,853.79,704.3,807.06,517.12,667.81,793.68,830.77,588.04,554.12,689.14,721.59,712.16,1048.5,649.45,798.72
253,526.75,991.87,703.23,1006.7,787.51,851.79,702.87,825.93,512.52,665.51,797.69,830.58,571.94,534.2,690.77,725.82,726.01,1038.8,661.43,786.52
254,513.53,947.31,701.12,972.39,775.27,852.1,702.09,844.19,510.13,666.21,801.95,828.03,555.06,517.48,693.97,726.52,741.9,1023.2,673.91,776.56
255,500.55,904.41,701.85,937.78,761.9,853.47,703.2,860.36,510.21,670,806.1,822.55,538.16,504.34,699.57,723.78,759.79,1001.8,686.3,768.9
256,488.47,865.03,704.95,903.46,748.19,854.68,707.12,872.71,512.89,676.69,809.72,813.64,522.02,495.01,708.26,717.97,779.26,975.67,698.21,763.59
257,477.6,830.51,709.62,869.94,734.99,854.59,714.38,879.6,518.2,685.93,812.31,800.98,507.43,489.61,720.5,709.75,799.42,945.74,709.36,760.5
258,467.96,801.72,714.76,837.57,723.05,852.23,725.02,879.75,525.97,697.25,813.32,784.56,495.03,488.17,736.4,699.97,818.98,913.4,719.45,759.25
259,459.36,779.09,719.16,806.6,712.99,846.98,738.67,872.61,535.84,710.21,812.2,764.81,485.33,490.65,755.66,689.59,836.4,880.01,728.15,759.14
260,451.51,762.75,721.61,777.24,705.18,838.59,754.57,858.45,547.23,724.54,808.58,742.53,478.64,496.94,777.49,679.65,850.12,846.81,735.06,759.24
261,444.14,752.57,721.12,749.68,699.81,827.27,771.7,838.38,559.33,740.13,802.38,718.8,475.07,506.84,800.69,671.18,858.89,814.87,739.87,758.49
262,437.11,748.28,717.11,724.06,696.94,813.73,788.82,814.13,571.17,757.01,793.87,694.82,474.56,520.06,823.75,665.13,862.1,785.07,742.45,756.03
263,430.53,749.51,709.48,700.57,696.51,799.02,804.61,787.68,581.71,775.18,783.58,671.75,476.94,536.16,845,662.27,859.86,758.1,742.96,751.31
264,424.66,755.82,698.66,679.4,698.34,784.42,817.79,761.01,590.01,794.53,772.29,650.54,481.91,554.61,862.89,663.11,852.97,734.54,741.77,744.35
265,419.88,766.69,685.43,660.76,702.11,771.21,827.28,735.78,595.36,814.72,760.88,631.95,489.17,574.76,876.13,667.84,842.68,714.75,739.31,735.63
266,416.59,781.43,670.75,644.87,707.34,760.44,832.38,713.23,597.5,835.24,750.32,616.49,498.44,595.95,883.88,676.37,830.3,698.92,735.95,726
267,415.11,799.15,655.48,631.8,713.3,752.85,832.94,694.13,596.6,855.49,741.5,604.48,509.58,617.63,885.77,688.26,816.87,687.02,731.88,716.48
268,415.6,818.6,640.23,621.51,719.15,748.74,829.35,678.83,593.24,874.87,735.22,596.01,522.63,639.45,881.89,702.85,803.02,678.81,727.12,707.96
269,418.1,838.19,625.3,613.72,723.97,748.02,822.41,667.35,588.18,892.87,732.04,591.01,537.76,661.28,872.64,719.31,788.92,673.89,721.56,701.12
270,422.52,856.07,610.71,607.98,726.88,750.23,813.12,659.46,582.22,909.05,732.19,589.19,555.27,683.22,858.65,736.76,774.46,671.77,715.05,696.28
271,428.66,870.38,596.36,603.73,727.24,754.63,802.4,654.72,576.05,923.05,735.58,590.1,575.41,705.42,840.73,754.36,759.42,671.97,707.49,693.42
272,436.32,879.55,582.09,600.4,724.74,760.3,790.94,652.61,570.17,934.54,741.82,593.15,598.27,727.9,819.81,771.31,743.74,674.03,698.88,692.23
273,445.29,882.66,567.89,597.6,719.56,766.25,779.14,652.58,565.01,943.24,750.31,597.67,623.66,750.42,797.06,786.93,727.66,677.58,689.34,692.27
274,455.44,879.62,553.87,595.2,712.33,771.54,767.1,654.07,560.91,948.83,760.37,603.01,651,772.37,773.77,800.59,711.71,682.28,679.1,693.02
275,466.7,871.2,540.27,593.34,704.03,775.42,754.75,656.55,558.24,950.98,771.29,608.64,679.36,792.85,751.36,811.76,696.65,687.86,668.46,694.08
276,479.1,858.86,527.4,592.39,695.74,777.49,741.91,659.51,557.31,949.28,782.38,614.18,707.48,810.86,731.18,820.09,683.24,694.02,657.72,695.14
277,492.78,844.39,515.59,592.85,688.47,777.77,728.43,662.45,558.45,943.37,792.86,619.45,734,825.56,714.43,825.4,672.07,700.48,647.21,696.07
278,507.88,829.55,505.14,595.22,682.99,776.72,714.21,664.98,561.89,933.08,801.87,624.45,757.69,836.53,702.04,827.75,663.43,706.91,637.36,696.87
279,524.56,815.81,496.32,599.94,679.8,775.13,699.24,666.89,567.76,918.55,808.42,629.26,777.7,843.94,694.66,827.45,657.26,712.99,628.66,697.66
280,542.93,804.09,489.31,607.35,679.17,773.94,683.57,668.25,576.08,900.37,811.57,633.97,793.7,848.49,692.68,825.05,653.2,718.4,621.75,698.7
281,563.01,794.71,484.22,617.65,681.14,774.01,667.24,669.51,586.76,879.51,810.66,638.57,805.89,851.29,696.2,821.3,650.67,722.9,617.3,700.3
282,584.73,787.49,480.96,630.82,685.56,776.04,650.37,671.33,599.56,857.21,805.54,642.94,814.76,853.46,705.06,817.13,649.05,726.35,615.92,702.73
