260.0  -3.7560105702E-5  5.5339703531E-5  1.1573357162E-4  -3.9573917805E-5  -2.630773821E-5  5.1493569305E-5  0.0077268299313  -4.3152640562E-5  3.8144593488E-5  1.8643756963E-5  -3.9144979269E-5  -1.873241684E-5  -2.6168385538E-5  4.7176355222E-5  5.383147161E-5  2.3167742013E-6  1.8929497829E-6  -1.4268748443E-5  -4.1403931657E-5  -2.2876245338E-4  -1.012066549E-4  -4.7980312269E-5  1.042094733E-4  -2.4955726997E-5  -6.7450791369E-6  -3.7934840922E-5  4.5116078421E-6  2.2820023981E-5  -1.7123504396E-5  4.9981924991E-6  3.5529182736E-5  -1.8441010572E-5  -2.7841044169E-8  1.0889711541E-5  -3.1013908821E-7  2.1293784384E-5  -1.363044868E-5  -6.3900049955E-5  7.4132599373E-6  6.6167257904E-5  1.1899787653E-5  3.2224468197E-4  1.2397814642E-4  1.1742423434E-4  -4.9655412351E-5  4.1368527696E-6  1.1359338452E-4  4.0282374172E-5  7.6984206991E-5  -3.3721692713E-6  4.7065852371E-7  -7.35060155E-6  1.2629623739E-6  1.5720692877E-4  -5.9318255444E-5  0.0014023691158  -4.2110406189E-5  -2.6086388345E-5  5.4740169703E-6  1.3232202003E-4  5.4443054226E-5  -2.5404982809E-5  4.8791140576E-5  -1.0188323369E-6  -5.7085953464E-7  2.4293117655E-5  -2.0734902127E-5  1.0705788929E-5  
259.3258  -4.8044378113E-5  7.2052179676E-5  1.4917586911E-4  -5.1527871289E-5  -3.4788197711E-5  6.7979463463E-5  0.0094757082583  -5.6267096884E-5  4.7572087169E-5  2.4208942268E-5  -5.1881507025E-5  -2.4821425227E-5  -3.4251456116E-5  6.1512768239E-5  7.1001516178E-5  3.1696229459E-6  2.5763040866E-6  -1.8863639044E-5  -5.4449997063E-5  -2.8903060047E-4  -1.25679058E-4  -6.2736093382E-5  1.3429034875E-4  -3.307202656E-5  -9.0924763327E-6  -4.9239118388E-5  5.5221450457E-6  2.9054138463E-5  -2.2705830726E-5  6.5955462709E-6  4.6714472785E-5  -2.392514079E-5  -7.8047115518E-8  1.4352017465E-5  -4.7083451974E-7  2.7860702903E-5  -1.8125951769E-5  -8.4255082574E-5  9.85634534E-6  8.5371022652E-5  1.5624159213E-5  4.1332176386E-4  1.6267188832E-4  1.4938737929E-4  -6.3875284889E-5  4.8505915393E-6  1.4642412697E-4  5.2125371614E-5  1.0028185E-4  -4.5320919316E-6  6.8375294021E-7  -9.8204008761E-6  1.9228210448E-6  2.029287838E-4  -7.6338848566E-5  0.0017522509764  -5.4949551346E-5  -3.3744554291E-5  6.9928766944E-6  1.6306685429E-4  7.0774606491E-5  -3.3585115762E-5  6.4082771763E-5  -1.2878087088E-6  -7.7569333608E-7  3.2239377895E-5  -2.6786321843E-5  1.4292076162E-5  
258.655  -6.1229381373E-5  9.3481998995E-5  1.9165349648E-4  -6.6862426615E-5  -4.5841103712E-5  8.9421809577E-5  0.011579599021  -7.3112584066E-5  5.905175644E-5  3.1321712558E-5  -6.8523628197E-5  -3.2769447066E-5  -4.4672294742E-5  7.9911108478E-5  9.3327537994E-5  4.3224001076E-6  3.4948225505E-6  -2.4854801624E-5  -7.1365701461E-5  -3.6388475917E-4  -1.5531650984E-4  -8.1745771566E-5  1.72443101E-4  -4.3676309713E-5  -1.2215417575E-5  -6.3683744408E-5  6.7052828168E-6  3.6833730102E-5  -3.0002011339E-5  8.6703544229E-6  6.1208327079E-5  -3.0946177184E-5  -1.5972151912E-7  1.8846891545E-5  -7.0411817572E-7  3.6320861545E-5  -2.4023235603E-5  -1.1070739398E-4  1.3057253504E-5  1.0975775068E-4  2.0442173783E-5  5.2832017906E-4  2.1269673177E-4  1.8938294598E-4  -8.1880724325E-5  5.5760611321E-6  1.880837991E-4  6.7206156755E-5  1.3016261339E-4  -6.0699533606E-6  9.8473997388E-7  -1.307190356E-5  2.8699680108E-6  2.6103854437E-4  -9.7908997221E-5  0.0021817336915  -7.145495399E-5  -4.3491264587E-5  8.8856939955E-6  2.0009487628E-4  9.1688444631E-5  -4.4246297792E-5  8.3868669674E-5  -1.620744568E-6  -1.0501500796E-6  4.2633969121E-5  -3.4476351075E-5  1.9014335755E-5  
257.9877  -7.7745159496E-5  1.2085874607E-4  2.454234281E-4  -8.6462815083E-5  -6.0193874555E-5  1.172062869E-4  0.014100846754  -9.4671826996E-5  7.2950275457E-5  4.0377475549E-5  -9.0190140966E-5  -4.3103983691E-5  -5.8056830468E-5  1.0343010195E-4  1.2225412172E-4  5.8754027893E-6  4.725253964E-6  -3.2639391386E-5  -9.3221880154E-5  -4.5650602358E-4  -1.9099469113E-4  -1.0614667686E-4  2.2065341829E-4  -5.7481294282E-5  -1.6355593555E-5  -8.207116728E-5  8.0720957506E-6  4.6494907878E-5  -3.9503059858E-5  1.135441559E-5  7.9921163792E-5  -3.9906900921E-5  -2.8787064714E-7  2.4660087069E-5  -1.0395012219E-6  4.7178253978E-5  -3.1732463115E-5  -1.4495810769E-4  1.7235176593E-5  1.4061000692E-4  2.6652052016E-5  6.72997221E-4  2.7713401422E-4  2.3924288572E-4  -1.0459559495E-4  6.2520140597E-6  2.407518804E-4  8.6336043747E-5  1.6834172243E-4  -8.1015393093E-6  1.4069329606E-6  -1.7336123035E-5  4.21444233E-6  3.3462206958E-4  -1.2514712814E-4  0.0027069305849  -9.2596449077E-5  -5.5847547363E-5  1.1228695448E-5  2.4445946564E-4  1.1837370532E-4  -5.8091070341E-5  1.0937418508E-4  -2.0310230533E-6  -1.4164780308E-6  5.6180992998E-5  -4.4209898404E-5  2.5210194541E-5  
257.3238  -9.835066862E-5  1.5570263691E-4  3.1325540568E-4  -1.1142546421E-4  -7.8763132667E-5  1.5307377603E-4  0.017110585551  -1.2216334724E-4  8.9676915444E-5  5.1862480891E-5  -1.1829555227E-4  -5.648950984E-5  -7.5183559474E-5  1.3337714769E-4  1.5959873842E-4  7.9606305988E-6  6.3679445112E-6  -4.2719136463E-5  -1.213623803E-4  -5.7068130455E-4  -2.33676715E-4  -1.373537826E-4  2.813453893E-4  -7.5388223674E-5  -2.182513841E-5  -1.0538857212E-4  9.6267527643E-6  5.8433376175E-5  -5.1829573151E-5  1.4812478813E-5  1.0399313969E-4  -5.1307784861E-5  -4.8359297669E-7  3.2149586986E-5  -1.5174156036E-6  6.1058458144E-5  -4.177527396E-5  -1.8914440723E-4  2.2667635895E-5  1.7949507142E-4  3.4626421025E-5  8.5435284227E-4  3.5983161353E-4  3.0116808144E-4  -1.3314607511E-4  6.7818911147E-6  3.0709165479E-4  1.105085077E-4  2.1693875401E-4  -1.0775649684E-5  1.9952612075E-6  -2.2907030782E-5  6.1040186251E-6  4.2745796316E-4  -1.5941972874E-4  0.003346731204  -1.1957777565E-4  -7.1450401245E-5  1.4108270907E-5  2.9732939018E-4  1.5230032575E-4  -7.6005388034E-5  1.4212972407E-4  -2.5344435601E-6  -1.9035398818E-6  7.3771114847E-5  -5.6480699514E-5  3.3310445477E-5  
256.6634  -1.2395544258E-4  1.9988495612E-4  3.9853514913E-4  -1.4310273381E-4  -1.0269905193E-4  1.992020379E-4  0.020689527694  -1.5709168935E-4  1.096814234E-4  6.6371885312E-5  -1.5462085721E-4  -7.3759216421E-5  -9.7016486124E-5  1.7135909702E-4  2.0763874813E-4  1.0751183006E-5  8.5536125441E-6  -5.572541486E-5  -1.5746698743E-4  -7.1089818671E-4  -2.8440274544E-4  -1.7712007296E-4  3.5746527285E-4  -9.8532096148E-5  -2.9025604017E-5  -1.3484483471E-4  1.1362614112E-5  7.3111179106E-5  -6.7762617135E-5  1.9249455292E-5  1.3484613772E-4  -6.5768595352E-5  -7.7625301604E-7  4.1761861633E-5  -2.1928963389E-6  7.8734383975E-5  -5.481251786E-5  -2.459400986E-4  2.9704468678E-5  2.283195241E-4  4.4828912199E-5  0.0010808614129  4.6557432479E-4  3.7779071481E-4  -1.6889896986E-4  7.0200110042E-6  3.9034346022E-4  1.4093438851E-4  2.7856117771E-4  -1.4282730335E-5  2.8099795162E-6  -3.0157083796E-5  8.7358118982E-6  5.4415304172E-4  -2.0238942842E-4  0.0041231689676  -1.5388672103E-4  -9.1074775219E-5  1.762031053E-5  3.5998404699E-4  1.9527784369E-4  -9.9101939564E-5  1.8403835083E-4  -3.1496178933E-6  -2.5486142856E-6  9.6526213811E-5  -7.1887707256E-5  4.3862550837E-5  
256.0063  -1.5564371986E-4  2.5569890787E-4  5.0538510089E-4  -1.8315567333E-4  -1.3343874525E-4  2.5830360618E-4  0.024928729949  -2.0130670385E-4  1.3344889453E-4  8.4630678522E-5  -2.013991865E-4  -9.5953017746E-5  -1.24744045E-4  2.1934138467E-4  2.6921617341E-4  1.4473240516E-5  1.1451916982E-5  -7.2449666635E-5  -2.0362705517E-4  -8.8245023333E-4  -3.4427133227E-4  -2.2760808136E-4  4.5257811955E-4  -1.2833644695E-4  -3.8471573684E-5  -1.7191341767E-4  1.325707315E-5  9.1063052746E-5  -8.8281040402E-5  2.4918915794E-5  1.7424589302E-4  -8.4054246137E-5  -1.2063404507E-6  5.4051234944E-5  -3.1403876257E-6  1.0115650649E-4  -7.1678160535E-5  -3.186762889E-4  3.8784729209E-5  2.8939216286E-4  5.7833936084E-5  0.0013627380091  6.0028666614E-4  4.7224447157E-4  -2.1350582855E-4  6.7534364694E-6  4.9443246192E-4  1.7908245121E-4  3.5640208304E-4  -1.8865525901E-5  3.9314513423E-6  -3.9556109016E-5  1.2371050937E-5  6.9029932971E-4  -2.5607072821E-4  0.0050618134177  -1.9735438641E-4  -1.1565871231E-4  2.1868479232E-5  4.3380191483E-4  2.4952461798E-4  -1.2877243575E-4  2.3745611119E-4  -3.8984498872E-6  -3.3996358082E-6  1.2585336143E-4  -9.11536816E-5  5.7559434001E-5  
255.3526  -1.9470101117E-4  3.2594214041E-4  6.3880494106E-4  -2.336158859E-4  -1.7277017956E-4  3.3374244863E-4  0.029930313142  -2.5707312117E-4  1.61490628E-4  1.075177388E-4  -2.6141889582E-4  -1.2436276185E-4  -1.598248042E-4  2.797163734E-4  3.4786322439E-4  1.9421277969E-5  1.5282249004E-5  -9.3880100416E-5  -2.6243594624E-4  -0.0010915530086  -4.1440997796E-4  -2.9147418017E-4  5.7097850211E-4  -1.6657935856E-4  -5.0819914763E-5  -2.1838180109E-4  1.5264864999E-5  1.1290190735E-4  -1.1460630514E-4  3.2133021645E-5  2.2437581759E-4  -1.0710561741E-4  -1.8292027216E-6  6.9702809777E-5  -4.459978388E-6  1.2948811511E-4  -9.3420542257E-5  -4.1148541054E-4  5.0456991685E-5  3.6549602844E-4  7.4350110774E-5  0.0017122424231  7.712729127E-4  5.8824299354E-4  -2.6895341511E-4  5.6784063384E-6  6.2409242038E-4  2.2672576615E-4  4.5435373903E-4  -2.4832159547E-5  5.4662818074E-6  -5.1694141138E-5  1.7353769571E-5  8.7265483828E-4  -3.2289421865E-4  0.0061921832281  -2.5222483591E-4  -1.4633185355E-4  2.6960976616E-5  5.2024010384E-4  3.1774887224E-4  -1.6675039063E-4  3.0528689045E-4  -4.8067300537E-6  -4.5179642384E-6  1.6350971312E-4  -1.1514605254E-4  7.5274574315E-5  
254.7022  -2.4264298843E-4  4.1401222403E-4  8.0483423322E-4  -2.969576498E-4  -2.2290826044E-4  4.2967219193E-4  0.035808106399  -3.271517265E-4  1.9432974387E-4  1.3609326421E-4  -3.3814697848E-4  -1.6058564317E-4  -2.0404078654E-4  3.5538172939E-4  4.4795189748E-4  2.597730277E-5  2.0327266862E-5  -1.212457827E-4  -3.3709663321E-4  -0.0013454709076  -4.9593199088E-4  -3.7196730923E-4  7.1781657507E-4  -2.1547258236E-4  -6.6905848622E-5  -2.7640800463E-4  1.7309530586E-5  1.3932281256E-4  -1.482560465E-4  4.127403072E-5  2.8792422089E-4  -1.3607614471E-4  -2.7198826372E-6  8.9559431863E-5  -6.2854446695E-6  1.6514610692E-4  -1.2135234604E-4  -5.294721428E-4  6.5403593131E-5  4.5997026426E-4  9.5247860216E-5  0.0021440239369  9.8749953578E-4  7.3016687929E-4  -3.3762105505E-4  3.3699975593E-6  7.8500689567E-4  2.8599432348E-4  5.7713863528E-4  -3.2572108604E-5  7.5551376569E-6  -6.7308882425E-5  2.4134310174E-5  0.0010993503506  -4.0578013519E-4  0.0075481745395  -3.2123647258E-4  -1.844474359E-4  3.3005197617E-5  6.2080248498E-4  4.0324305648E-4  -2.1518609933E-4  3.9109373316E-4  -5.904890643E-6  -5.9817885152E-6  2.1168007256E-4  -1.4490005946E-4  9.8104568522E-5  
254.0551  -3.0124645135E-4  5.2401634454E-4  0.0010107396526  -3.7618149539E-4  -2.8658487763E-4  5.5119892465E-4  0.042688183037  -4.1489350202E-4  2.3248010312E-4  1.7162978576E-4  -4.3587599224E-4  -2.0658685716E-4  -2.5955926409E-4  4.4982955509E-4  5.7487131363E-4  3.4635082565E-5  2.6949799365E-5  -1.560693349E-4  -4.3154904873E-4  -0.0016526546712  -5.8987618371E-4  -4.7304391427E-4  8.9924060653E-4  -2.777558675E-4  -8.7787217979E-5  -3.4858469001E-4  1.9272694878E-5  1.7110468283E-4  -1.9110769071E-4  5.2807504207E-5  3.681867468E-4  -1.7237507963E-4  -3.9793435463E-6  1.1465319258E-4  -8.7945616578E-6  2.0984782681E-4  -1.5711082435E-4  -6.789150879E-4  8.4469401355E-5  5.7680245913E-4  1.2159173448E-4  0.0026755096374  0.0012599255469  9.0315939843E-4  -4.2234533695E-4  -7.5657491199E-7  9.8396924996E-4  3.5943421926E-4  7.3045959841E-4  -4.257561329E-5  1.0382662699E-5  -8.7318525242E-5  3.3298698585E-5  0.0013801243221  -5.0822208919E-4  0.0091684973914  -4.0771654918E-4  -2.3161782763E-4  4.0099547573E-5  7.3699343949E-4  5.0999309575E-4  -2.7673569441E-4  4.9922863386E-4  -7.2289853389E-6  -7.8902857862E-6  2.7306905912E-4  -1.8164407543E-4  1.2742048168E-4  
