260.0  5.0256124187E-5  1.0375570664E-5  -4.6840339938E-4  3.065010249E-5  5.1320195432E-6  2.179521226E-5  -5.5191123143E-7  -1.9149423333E-5  -4.4812465822E-6  -1.0585428091E-6  6.444760428E-6  9.611083952E-5  2.7307848442E-4  -1.5681172401E-6  -8.1973235363E-5  3.2164103945E-6  -2.6546874128E-5  8.0766154133E-5  6.9436239497E-6  3.7133610707E-5  1.4964525246E-5  -2.7359165612E-5  8.0340660086E-6  -1.7491971321E-5  -1.4272082539E-5  6.5149104941E-5  3.217410036E-5  -2.4485357123E-6  -1.4315952085E-5  7.1802619183E-6  5.8048147736E-5  -2.4107326626E-5  -1.1295559389E-5  6.3478343089E-6  -6.8906190593E-6  -1.1063252526E-6  -2.9717264452E-6  2.0567728726E-4  7.6965488816E-6  7.656549444E-6  -5.1194344164E-5  -3.9758042021E-6  2.1486053468E-5  -8.3172567352E-6  1.1227360894E-4  2.1353658067E-5  5.4840498857E-6  1.6015248805E-4  -1.0749232516E-5  2.9531321601E-7  -6.3110867971E-7  9.7208084809E-6  8.7456915208E-7  1.3394352219E-4  -1.1317491432E-5  -1.0936161203E-5  7.7618388759E-6  2.980647319E-6  -4.9964900683E-6  -1.265880697E-6  2.0068856657E-6  -1.0320214521E-5  3.9773552266E-5  1.1050231493E-5  -6.3409147086E-6  2.2730273594E-6  -5.5383169504E-7  5.2303467351E-6  3.5123243601E-5  -7.0972029196E-5  0.0010554899947  -5.9741127078E-6  8.7913852799E-5  3.5934050499E-4  2.9835592425E-5  7.7018870372E-6  1.2786254216E-5  2.7785479588E-5  3.0150934833E-5  1.0050233995E-6  3.8373184979E-5  -1.2605140946E-6  -3.3829669985E-5  
259.3258  6.5354366606E-5  1.3149592157E-5  -5.9192267371E-4  4.0374657617E-5  6.8529210776E-6  2.8408229572E-5  -7.5438748151E-7  -2.5112600728E-5  -5.8352753404E-6  -1.5687121771E-6  8.708073615E-6  1.2350442512E-4  3.4822063894E-4  -2.1741443449E-6  -1.0653645799E-4  4.2472927471E-6  -3.4753941356E-5  1.0474492773E-4  9.2627789559E-6  4.681866055E-5  1.9163297677E-5  -3.6301943703E-5  1.0273822004E-5  -2.2905614505E-5  -1.9068906033E-5  8.318003935E-5  4.0804319172E-5  -3.1389605163E-6  -1.9012847133E-5  9.6508753339E-6  7.5138591256E-5  -3.1490141619E-5  -1.5079555335E-5  8.1559382334E-6  -9.0441244332E-6  -1.5056339719E-6  -3.8681614718E-6  2.618334835E-4  1.0151911111E-5  1.0222577701E-5  -6.7083092321E-5  -5.2747630973E-6  2.8131290204E-5  -1.0966077928E-5  1.4290387605E-4  2.8070723792E-5  7.2118192722E-6  2.066353661E-4  -1.4154094764E-5  4.378745093E-7  -8.461730473E-7  1.2771198911E-5  1.1563078165E-6  1.7029171886E-4  -1.5175430104E-5  -1.3813226103E-5  1.0124117535E-5  3.9666425348E-6  -6.5618392752E-6  -1.731192606E-6  2.6189958679E-6  -1.3604456062E-5  5.1933852574E-5  1.468094099E-5  -8.5596351467E-6  2.9888304344E-6  -7.6299496454E-7  6.8305152071E-6  4.6288268687E-5  -9.3408090879E-5  0.0013131637871  -8.1281439559E-6  1.1093977403E-4  4.6150955959E-4  3.8482936426E-5  1.0335611777E-5  1.6965024951E-5  3.7040408115E-5  3.9352564216E-5  1.4348838515E-6  5.0002074331E-5  -1.7158467937E-6  -4.4034742735E-5  
258.655  8.4685746147E-5  1.6577252722E-5  -7.4544590941E-4  5.3000173832E-5  9.1180216894E-6  3.6897432916E-5  -1.0273701702E-6  -3.2816762048E-5  -7.5702238507E-6  -2.2913986879E-6  1.1726673248E-5  1.5813975213E-4  4.4248193415E-4  -2.9980704759E-6  -1.3798279568E-4  5.5883401215E-6  -4.5347821675E-5  1.3535905834E-4  1.2313016627E-5  5.8770661705E-5  2.4424497607E-5  -4.8001055039E-5  1.3077940844E-5  -2.9898383919E-5  -2.5393354396E-5  1.0581780635E-4  5.1532727915E-5  -4.0039743067E-6  -2.5166252244E-5  1.2925539527E-5  9.6916504684E-5  -4.0999675267E-5  -2.0063385459E-5  1.0434961136E-5  -1.1828332353E-5  -2.0419412495E-6  -5.0147894634E-6  3.3216898385E-4  1.3343646663E-5  1.3601847659E-5  -8.7599336267E-5  -6.9745810284E-6  3.6696181469E-5  -1.4406831172E-5  1.8122722767E-4  3.6771902768E-5  9.4477042803E-6  2.6568488216E-4  -1.8571818234E-5  6.4022733282E-7  -1.1302509948E-6  1.6718317467E-5  1.5219037216E-6  2.1573064374E-4  -2.0278163154E-5  -1.7386579221E-5  1.3146198861E-5  5.2606530308E-6  -8.5868188522E-6  -2.3593813286E-6  3.404670861E-6  -1.7875733345E-5  6.7569514349E-5  1.9433793205E-5  -1.151463239E-5  3.914004383E-6  -1.0471417507E-6  8.8823243527E-6  6.078727977E-5  -1.225405482E-4  0.0016280699347  -1.1014728161E-5  1.3941019789E-4  5.9070201748E-4  4.9446223011E-5  1.3822294987E-5  2.2430227363E-5  4.9211600194E-5  5.1179212302E-5  2.0318380538E-6  6.4921236203E-5  -2.327708731E-6  -5.7128044913E-5  
257.9877  1.0934374351E-4  2.0784252174E-5  -9.3556566784E-4  6.9332431011E-5  1.208819972E-5  4.7754606974E-5  -1.3940478075E-6  -4.2733399851E-5  -9.7844844888E-6  -3.3056940165E-6  1.5738609525E-5  2.0176519708E-4  5.6028550407E-4  -4.1125228739E-6  -1.7809515917E-4  7.3262408834E-6  -5.8975720248E-5  1.7429702501E-4  1.6310029899E-5  7.3445839777E-5  3.0980045993E-5  -6.3250755853E-5  1.6569959532E-5  -3.8901028624E-5  -3.3703260594E-5  1.3413029423E-4  6.4806250466E-5  -5.0812313047E-6  -3.3199819129E-5  1.7249890575E-5  1.2456327779E-4  -5.3207176975E-5  -2.6604479095E-5  1.329408069E-5  -1.5414452478E-5  -2.7596792592E-6  -6.4750155948E-6  4.1994100913E-4  1.7477358252E-5  1.8036274313E-5  -1.1399490504E-4  -9.1912038908E-6  4.7691967257E-5  -1.8859446937E-5  2.2898729717E-4  4.8002000137E-5  1.2329260019E-5  3.4042414809E-4  -2.4282537776E-5  9.2481641195E-7  -1.5039884831E-6  2.1806279848E-5  1.9939000154E-6  2.7231640267E-4  -2.7003071614E-5  -2.1808566732E-5  1.6992598004E-5  6.9527929617E-6  -1.1196528795E-5  -3.20441433E-6  4.4089972152E-6  -2.3412039142E-5  8.7597739843E-5  2.5631691761E-5  -1.5436076839E-5  5.1044679003E-6  -1.4316457716E-6  1.1500742708E-5  7.9545903904E-5  -1.6024114265E-4  0.0020114808473  -1.4867565589E-5  1.7444505975E-4  7.5347778483E-4  6.3287821264E-5  1.8421676908E-5  2.9551478921E-5  6.5161741863E-5  6.6322382962E-5  2.8553417007E-6  8.3988742479E-5  -3.1470123418E-6  -7.3868873103E-5  
257.3238  1.4067701585E-4  2.5911208196E-5  -0.0011701463842  9.0382711775E-5  1.5968252069E-5  6.1588500909E-5  -1.8847651458E-6  -5.5450632857E-5  -1.2599285175E-5  -4.7172712361E-6  2.1052230702E-5  2.5650528267E-4  7.0695984711E-4  -5.6124042232E-6  -2.2907607692E-4  9.5698476296E-6  -7.6446461357E-5  2.236342881E-4  2.1528372731E-5  9.1371708174E-5  3.9100891017E-5  -8.3056736738E-5  2.0894801469E-5  -5.0453027824E-5  -4.4584409876E-5  1.6940379504E-4  8.1149343079E-5  -6.4144346934E-6  -4.3651584897E-5  2.2939281724E-5  1.5952814812E-4  -6.8825268306E-5  -3.5159291577E-5  1.6863849757E-5  -2.0016083557E-5  -3.7168056721E-6  -8.3263706525E-6  5.290699599E-4  2.2811357132E-5  2.383463691E-5  -1.4783157472E-4  -1.2071680785E-5  6.1752892623E-5  -2.4599714877E-5  2.8827231205E-4  6.2442871173E-5  1.6027567148E-5  4.3467565366E-4  -3.163739347E-5  1.3216961965E-6  -1.9937045591E-6  2.8339681029E-5  2.6000798888E-6  3.4251245876E-4  -3.5833964434E-5  -2.7260875218E-5  2.1862422914E-5  9.1575828241E-6  -1.4547120652E-5  -4.3370517071E-6  5.6875490859E-6  -3.056397216E-5  1.1315518568E-4  3.368274335E-5  -2.062131596E-5  6.6293846374E-6  -1.9499251068E-6  1.4826027327E-5  1.0372513254E-4  -2.0886609232E-4  0.0024765474887  -1.9989764393E-5  2.1734881639E-4  9.5782850585E-4  8.0689920138E-5  2.4467145202E-5  3.8796217841E-5  8.5990595572E-5  8.5638710379E-5  3.9842045589E-6  1.0826490068E-4  -4.2402190999E-6  -9.5199325053E-5  
256.6634  1.8034141245E-4  3.2112048083E-5  -0.0014585278688  1.1741488594E-4  2.101776304E-5  7.9149318997E-5  -2.5390774572E-6  -7.1698917051E-5  -1.6163273574E-5  -6.6664471272E-6  2.8065420745E-5  3.2492963226E-4  8.8889456865E-4  -7.6211016147E-6  -2.9363494583E-4  1.2455235771E-5  -9.8766979657E-5  2.8591032581E-4  2.8316058197E-5  1.1315258142E-4  4.9099809991E-5  -1.0868720172E-4  2.6220744928E-5  -6.5227612323E-5  -5.8783456939E-5  2.1318041813E-4  1.0117260041E-4  -8.0536192661E-6  -5.7202210637E-5  3.0396892713E-5  2.0358083037E-4  -8.8739617136E-5  -4.6308446766E-5  2.1299265007E-5  -2.5898539488E-5  -4.9886313294E-6  -1.0663096343E-5  6.6425348245E-4  2.9668805809E-5  3.1389503056E-5  -1.9104970659E-4  -1.5801784821E-5  7.9662012344E-5  -3.1971938537E-5  3.6157036898E-4  8.0944294581E-5  2.0754294771E-5  5.5309768281E-4  -4.1074658165E-5  1.8708564595E-6  -2.6327890205E-6  3.6696840667E-5  3.3744098085E-6  4.2925592814E-4  -4.7388599045E-5  -3.395928267E-5  2.799456743E-5  1.2019963744E-5  -1.883264332E-5  -5.8496995745E-6  7.3084869255E-6  -3.9772056592E-5  1.4564411488E-4  4.4100368208E-5  -2.7452947856E-5  8.5737835803E-6  -2.6458068428E-6  1.902804808E-5  1.3477482855E-4  -2.7137029496E-4  0.0030385366009  -2.6772824034E-5  2.696284794E-4  0.0012134488552  1.0247544016E-4  3.2384907491E-5  5.0753069648E-5  1.1309460421E-4  1.1018460952E-4  5.522314237E-6  1.3905389442E-4  -5.6937520839E-6  -1.2228372754E-4  
256.0063  2.3036062704E-4  3.9550665384E-5  -0.0018117520886  1.5200182018E-4  2.7564337277E-5  1.013574628E-4  -3.4083465729E-6  -9.2381589371E-5  -2.0657834146E-5  -9.3384299071E-6  3.7289637248E-5  4.1013162702E-4  0.0011137159224  -1.0298235539E-5  -3.7509047286E-4  1.6151747303E-5  -1.2718603881E-4  3.6421799489E-4  3.7112352281E-5  1.3947379649E-4  6.1332962612E-5  -1.4173482157E-4  3.2740970151E-5  -8.406191605E-5  -7.7248486297E-5  2.6730023408E-4  1.2558090906E-4  -1.0055165402E-5  -7.4709444074E-5  4.0136042863E-5  2.5887241233E-4  -1.1404685795E-4  -6.0787595346E-5  2.6782953146E-5  -3.3389911872E-5  -6.6726414816E-6  -1.3599045804E-5  8.3109532096E-4  3.8452281566E-5  4.1197987967E-5  -2.4604993435E-4  -2.0615298633E-5  1.0238136722E-4  -4.1404030902E-5  4.5183046231E-4  1.0456082623E-4  2.6769932859E-5  7.0134235764E-4  -5.3139019883E-5  2.6251811249E-6  -3.4633950519E-6  4.7345468929E-5  4.3580572616E-6  5.3603124201E-4  -6.245258104E-5  -4.215899797E-5  3.5672967653E-5  1.572262222E-5  -2.4293164345E-5  -7.8625452945E-6  9.3549875771E-6  -5.1587745242E-5  1.8678656552E-4  5.7527461272E-5  -3.6421291715E-5  1.1041542258E-5  -3.5765263425E-6  2.4310957771E-5  1.7449763502E-4  -3.5144538863E-4  0.0037150818291  -3.5720322747E-5  3.3300981225E-4  0.0015320493586  1.2963135672E-4  4.2717647006E-5  6.6160076243E-5  1.4823987311E-4  1.4125692737E-4  7.6058754839E-6  1.7795240223E-4  -7.6195544578E-6  -1.5655539713E-4  
255.3526  2.9319642921E-4  4.8395176559E-5  -0.002242813915  1.9609257997E-4  3.6019621717E-5  1.293370427E-4  -4.5590074922E-6  -1.1861094313E-4  -2.6303208116E-5  -1.2976270503E-5  4.9379813622E-5  5.1581743607E-4  0.0013904830635  -1.3849275848E-5  -4.7749023794E-4  2.086916693E-5  -1.6324636129E-4  4.6230643865E-4  4.8469346573E-5  1.7110395338E-4  7.6199479622E-5  -1.8419148801E-4  4.0674399901E-5  -1.079931578E-4  -1.0117876472E-4  3.3394838083E-4  1.5518059173E-4  -1.2481410245E-5  -9.7249979399E-5  5.2807543069E-5  3.2800530411E-4  -1.4609978691E-4  -7.9525104477E-5  3.3528366319E-5  -4.2894111761E-5  -8.8945423768E-6  -1.7270891635E-5  0.0010362498088  4.9661145808E-5  5.3887096478E-5  -3.1578984459E-4  -2.6805274865E-5  1.3108699402E-4  -5.3425408859E-5  5.6252909643E-4  1.3459554347E-4  3.4393296965E-5  8.8623757933E-4  -6.8504506318E-5  3.6541901289E-6  -4.5384744608E-6  6.0861067326E-5  5.6004497587E-6  6.669511818E-4  -8.2020915978E-5  -5.216063057E-5  4.5231601286E-5  2.0494864145E-5  -3.1224344152E-5  -1.0531275801E-5  1.1928036494E-5  -6.6698774885E-5  2.3868749961E-4  7.4765222798E-5  -4.8152191217E-5  1.4158733798E-5  -4.816512807E-6  3.0918090406E-5  2.2512484056E-4  -4.5368586282E-4  0.0045264459704  -4.7477337262E-5  4.0945025661E-4  0.0019277148672  1.6333436819E-4  5.6153567064E-5  8.5938604698E-5  1.9365109284E-4  1.8044031161E-4  1.0412514478E-5  2.2690595798E-4  -1.0162059626E-5  -1.9977181715E-4  
254.7022  3.7182939483E-4  5.8808936823E-5  -0.0027669360711  2.5209202625E-4  4.6898594648E-5  1.6445468426E-4  -6.0766611179E-6  -1.5175058539E-4  -3.3365480977E-5  -1.7897138274E-5  6.5171389059E-5  6.4640596203E-4  0.0017299055622  -1.8537406035E-5  -6.0574938417E-4  2.6866188182E-5  -2.0884649007E-4  5.846986954E-4  6.3077969157E-5  2.0889432237E-4  9.4138147786E-5  -2.3853803967E-4  5.0265459842E-5  -1.3830187714E-4  -1.3208549022E-4  4.1570729234E-4  1.9088481926E-4  -1.5399682897E-5  -1.2617005871E-4  6.923305034E-5  4.1411297238E-4  -1.8656098472E-4  -1.0368786423E-4  4.1782833745E-5  -5.4906146986E-5  -1.1815811919E-5  -2.1841616006E-5  0.0012875826536  6.3912141099E-5  7.0244510314E-5  -4.0389775636E-4  -3.4737626489E-5  1.6720920182E-4  -6.8688068026E-5  6.9774206591E-4  1.726516679E-4  4.401238827E-5  0.0011159951057  -8.800158219E-5  5.0487433024E-6  -5.9242064795E-6  7.7948385661E-5  7.1603210298E-6  8.2684505647E-4  -1.0734868613E-4  -6.4316830691E-5  5.7058764181E-5  2.6623308359E-5  -3.998865019E-5  -1.4056740148E-5  1.5149610536E-5  -8.5959636131E-5  3.039079019E-4  9.6807315823E-5  -6.3441250093E-5  1.8077318534E-5  -6.462143599E-6  3.9136899637E-5  2.8940586672E-4  -5.8378795604E-4  0.0054957905853  -6.2866811383E-5  5.0114676577E-4  0.0024173127197  2.0497871438E-4  7.3561875172E-5  1.1123383945E-4  2.521193425E-4  2.2966201633E-4  1.4172663813E-5  2.8827379426E-4  -1.3506891444E-5  -2.5407941032E-4  
254.0551  4.6985099188E-4  7.0937265728E-5  -0.0034018679483  3.2295453331E-4  6.0842653676E-5  2.0836414615E-4  -8.0711799572E-6  -1.9346486874E-4  -4.2164492469E-5  -2.4512660144E-5  8.5725957341E-5  8.0714005933E-4  0.0021445822402  -2.4698076726E-5  -7.6581047612E-4  3.4460335241E-5  -2.6631384258E-4  7.3682502435E-4  8.1799171093E-5  2.5377438441E-4  1.1561998157E-4  -3.0785138148E-4  6.1782278936E-5  -1.7656338175E-4  -1.7186562541E-4  5.1561411746E-4  2.3371637449E-4  -1.8880543901E-5  -1.631463437E-4  9.0445527136E-5  5.2095009086E-4  -2.3746615003E-4  -1.347366798E-4  5.1830262466E-5  -7.0029900433E-5  -1.5643087749E-5  -2.7504234105E-5  0.001594348402  8.1963672098E-5  9.1255808111E-5  -5.1480584951E-4  -4.4867449617E-5  2.124784884E-4  -8.7991235866E-5  8.6222068203E-4  2.2069312381E-4  5.6096660256E-5  0.001400446899  -1.1264898974E-4  6.9269184979E-6  -7.7028731853E-6  9.9466251712E-5  9.1066624893E-6  0.0010213534923  -1.4001254243E-4  -7.9039638647E-5  7.159997138E-5  3.4464702436E-5  -5.1028403693E-5  -1.8696986131E-5  1.9166276024E-5  -1.1042802035E-4  3.855487703E-4  1.2488003048E-4  -8.3295781233E-5  2.2979132497E-5  -8.6376853378E-6  4.9303657549E-5  3.7071312646E-4  -7.4878664216E-4  0.0066494481103  -8.29343039E-5  6.1053627797E-4  0.0030209543974  2.5620578606E-4  9.6035916242E-5  1.4346284337E-4  3.2713211685E-4  2.9125484189E-4  1.9183718928E-5  3.6490285197E-4  -1.7891673504E-5  -3.2208917694E-4  
