260.0  8.8624965915E-6  -1.690121318E-4  9.5925006291E-6  -2.0801995942E-5  1.7067218654E-5  -1.4957236225E-5  9.9111482522E-6  -7.4734854521E-6  0.0015636325251  -5.5878731434E-6  9.2995468668E-7  3.7379843634E-5  -1.9111250889E-5  -1.6766677402E-5  -7.927743886E-5  -1.892179739E-7  -4.8587815309E-6  1.2458102594E-6  3.7623250572E-5  3.163073585E-6  -6.0251759687E-7  -8.070501241E-6  1.7038409231E-6  -5.9693499739E-4  3.1041400411E-5  -2.0417444462E-5  3.3013659696E-4  -5.3281251432E-7  3.4869463223E-5  -3.1442134359E-5  2.9570499641E-4  2.9133659421E-5  4.4822733355E-5  2.1072909342E-5  -9.0516916025E-6  -6.0962558764E-6  1.1304192274E-5  -2.9744566096E-6  -2.1134377703E-4  6.9819678775E-6  -8.2869482832E-7  4.7755122102E-5  2.5953129433E-4  4.9821872864E-5  -1.3560189591E-4  -1.3852305525E-4  1.8223584569E-4  8.63051775E-6  4.8466913677E-6  2.0703484366E-6  3.7495268758E-4  -1.7944208436E-4  
259.3258  1.1623049098E-5  -2.2154778181E-4  1.2351367297E-5  -2.727945538E-5  2.2306212297E-5  -1.9875250542E-5  1.3142392165E-5  -1.012439221E-5  0.0019434880266  -7.5455563505E-6  1.198124403E-6  4.8912157463E-5  -2.4231650774E-5  -2.2317013646E-5  -1.0281957554E-4  5.151803598E-7  -6.4443323882E-6  1.6677958336E-6  4.8417615448E-5  4.2378612935E-6  -8.2012190981E-7  -1.0702826699E-5  2.1731158442E-6  -7.6148298587E-4  4.0139860324E-5  -2.6957447515E-5  4.2207416493E-4  -7.7031581637E-7  4.5658976117E-5  -4.1499348877E-5  3.766977767E-4  3.8037492875E-5  5.7593939738E-5  2.7300745041E-5  -1.2052174725E-5  -8.2048548974E-6  1.5006285621E-5  -4.0706499643E-6  -2.7276421988E-4  9.1721710846E-6  -1.1369351851E-6  6.1874825676E-5  3.396591688E-4  6.4822988625E-5  -1.7672898257E-4  -1.7692835654E-4  2.3405327979E-4  1.1484781765E-5  6.4995437302E-6  2.7917860461E-6  4.6666475428E-4  -2.3282194329E-4  
258.655  1.5189325659E-5  -2.8939425015E-4  1.5842029233E-5  -3.5644825326E-5  2.9046523464E-5  -2.6319093161E-5  1.7367809794E-5  -1.3668464314E-5  0.002407214073  -1.0154122498E-5  1.5344286419E-6  6.3777777483E-5  -3.0607422574E-5  -2.960198022E-5  -1.3288975153E-4  1.655237991E-6  -8.5197309963E-6  2.2250539685E-6  6.2069120852E-5  5.6574850528E-6  -1.1125890787E-6  -1.4144401002E-5  2.7559442051E-6  -9.6794565419E-4  5.1711789181E-5  -3.5479296154E-5  5.3784724795E-4  -1.1055661822E-6  5.9578511236E-5  -5.4587671276E-5  4.7817364845E-4  4.9492264201E-5  7.3712556156E-5  3.5233013226E-5  -1.5992051146E-5  -1.1005255772E-5  1.9850126157E-5  -5.5499697356E-6  -3.5082811838E-4  1.2006141671E-5  -1.554441414E-6  7.9882967212E-5  4.429709765E-4  8.4055952201E-5  -2.2954032918E-4  -2.2521006071E-4  2.995621931E-4  1.5229464628E-5  8.6850776399E-6  3.7517719612E-6  5.7849265042E-4  -3.0112958077E-4  
257.9877  1.9779251056E-5  -3.7669048909E-4  2.0240286981E-5  -4.6407125498E-5  3.7684541847E-5  -3.4731728778E-5  2.2873726067E-5  -1.8389743555E-5  0.0029712056149  -1.3617579681E-5  1.9528589767E-6  8.2869294785E-5  -3.8514341565E-5  -3.9129176932E-5  -1.7115774111E-4  3.4143944404E-6  -1.1227316724E-5  2.958315639E-6  7.9262066492E-5  7.5255218841E-6  -1.5043265218E-6  -1.8627678165E-5  3.474491929E-6  -0.0012260227722  6.6370671488E-5  -4.6547138763E-5  6.8313687283E-4  -1.5758549963E-6  7.7470193446E-5  -7.1560354985E-5  6.0483131938E-4  6.4175808769E-5  9.3967644407E-5  4.5293999681E-5  -2.1146878197E-5  -1.4711292143E-5  2.6164249032E-5  -7.53863802E-6  -4.4968794517E-4  1.5659202268E-5  -2.1179268312E-6  1.0276326754E-4  5.7568490255E-4  1.0862774214E-4  -2.9711176432E-4  -2.8568968023E-4  3.8207677677E-4  2.0124361014E-5  1.1564227509E-5  5.0246717516E-6  7.1423522916E-4  -3.8825082495E-4  
257.3238  2.5664483547E-5  -4.8859717634E-4  2.575909064E-5  -6.0200121829E-5  4.8711137111E-5  -4.5675064531E-5  3.0022794458E-5  -2.4656816664E-5  0.0036545615815  -1.8199683328E-5  2.4690343286E-6  1.0729709982E-4  -4.8280645606E-5  -5.1543695219E-5  -2.1968017115E-4  6.038950122E-6  -1.4748001502E-5  3.9197135041E-6  1.0082419878E-4  9.974324842E-6  -2.0272333785E-6  -2.4446743694E-5  4.3534038901E-6  -0.0015473980281  8.4865102708E-5  -6.0874531929E-5  8.6484590214E-4  -2.2316495441E-6  1.0038296412E-4  -9.3492263947E-5  7.6231886965E-4  8.2930431656E-5  1.1930870599E-4  5.8001166058E-5  -2.7867112111E-5  -1.9598501175E-5  3.4364236196E-5  -1.0201758675E-5  -5.7443222411E-4  2.0350186046E-5  -2.8757152087E-6  1.3172321743E-4  7.4554064492E-4  1.3990990758E-4  -3.8325757273E-4  -3.6117633649E-4  4.8563019048E-4  2.6499318436E-5  1.5343001689E-5  6.7065216812E-6  8.7825450265E-4  -4.9899975831E-4  
256.6634  3.3182176144E-5  -6.315213578E-4  3.2655085083E-5  -7.7809315445E-5  6.2731274543E-5  -5.9858984468E-5  3.9272524078E-5  -3.2946093013E-5  0.004479420498  -2.4240082439E-5  3.0998487028E-6  1.3843651969E-4  -6.0295151732E-5  -6.7662007162E-5  -2.8097928399E-4  9.8562812435E-6  -1.9310906529E-5  5.1757048406E-6  1.2775126724E-4  1.3172283164E-5  -2.7228468164E-6  -3.1972123635E-5  5.4193463078E-6  -0.0019460795458  1.0810386311E-4  -7.9360749881E-5  0.0010913290506  -3.1408824423E-6  1.2961777288E-4  -1.2173201271E-4  9.5739331187E-4  1.0679845395E-4  1.5087116996E-4  7.3982106769E-5  -3.6596667425E-5  -2.6020531493E-5  4.4973526002E-5  -1.3754389932E-5  -7.3127027941E-4  2.635101342E-5  -3.8911639217E-6  1.6823815232E-4  9.621304572E-4  1.7959504472E-4  -4.9268815042E-4  -4.5505473721E-4  6.151090836E-4  3.4771386127E-5  2.0283993131E-5  8.9208620925E-6  0.0010755213706  -6.393177441E-4  
256.0063  4.2748911116E-5  -8.1338311242E-4  4.1236003646E-5  -1.0020379976E-4  8.0486914736E-5  -7.8176647275E-5  5.1197794837E-5  -4.3870907325E-5  0.0054713146291  -3.2174416152E-5  3.8627902524E-6  1.7798355082E-4  -7.5016256958E-5  -8.851324549E-5  -3.5813498353E-4  1.5297485758E-5  -2.5205182434E-5  6.8106644858E-6  1.6123435202E-4  1.7332694828E-5  -3.6450554619E-6  -4.166872175E-5  6.7001411117E-6  -0.0024387834999  1.3718441118E-4  -1.0313501838E-4  0.0013726586494  -4.394514989E-6  1.66781146E-4  -1.5796488566E-4  0.0011980992968  1.3706429675E-4  1.9000394307E-4  9.3993632519E-5  -4.7895560035E-5  -3.4429492839E-5  5.8648556249E-5  -1.8475483149E-5  -9.2774699388E-4  3.3998043841E-5  -5.2470152762E-6  2.1410225244E-4  0.0012372912589  2.2976362449E-4  -6.3119623205E-4  -5.713856834E-4  7.7640810636E-4  4.5465664099E-5  2.6720498589E-5  1.1825995907E-5  0.0013116551717  -8.1650928113E-4  
255.3526  5.4877106597E-5  -0.0010439302413  5.1868957403E-5  -1.2857361296E-4  1.0288353933E-4  -1.0174717785E-4  6.6518085589E-5  -5.8217734101E-5  0.0066595385387  -4.2559207726E-5  4.7747901097E-6  2.2802034635E-4  -9.2981862815E-5  -1.153892259E-4  -4.5489174588E-4  2.2925319313E-5  -3.2794450261E-5  8.9312792222E-6  2.0268989373E-4  2.272454735E-5  -4.8635157571E-6  -5.4117431773E-5  8.2233324207E-6  -0.0030453627938  1.7342493796E-4  -1.3361016796E-4  0.0017209300912  -6.113713663E-6  2.1384830418E-4  -2.0428837951E-4  0.0014939674669  1.7530402115E-4  2.3829857103E-4  1.1894297635E-4  -6.2467393344E-5  -4.5401074233E-5  7.6208970322E-5  -2.4725343509E-5  -0.0011729909585  4.3705445453E-5  -7.0509026346E-6  2.7148712176E-4  0.0015855663262  2.9296266877E-4  -8.0587562855E-4  -7.1502016324E-4  9.7660619574E-4  5.9240516462E-5  3.5073744422E-5  1.56239792E-5  0.0015929536159  -0.001039520083  
254.7022  7.0194209523E-5  -0.0013351073878  6.498965885E-5  -1.6437322968E-4  1.3102062313E-4  -1.319670315E-4  8.6130239081E-5  -7.6991037427E-5  0.0080775266022  -5.6102552116E-5  5.8504142913E-6  2.9109167181E-4  -1.1482026286E-4  -1.499047431E-4  -5.7578201004E-4  3.3468390646E-5  -4.2534374751E-5  1.1671894954E-5  2.5379222382E-4  2.968553988E-5  -6.4679356928E-6  -7.0041038936E-5  1.0013980582E-5  -0.0037892819909  2.1840002881E-4  -1.7254742526E-4  0.0021506109906  -8.4590574959E-6  2.7323707231E-4  -2.6330243458E-4  0.001856232483  2.2344330337E-4  2.9761930354E-4  1.4991101955E-4  -8.119255263E-5  -5.9665398441E-5  9.8673694209E-5  -3.2967394182E-5  -0.0014779994397  5.5980836591E-5  -9.4422859597E-6  3.4300855065E-4  0.0020247455931  3.7229790173E-4  -0.0010253766639  -8.917280219E-4  0.0012241663048  7.6917897931E-5  4.5873787197E-5  2.0571705953E-5  0.0019264089439  -0.0013192632384  
254.0551  8.9464998004E-5  -0.0017014863102  8.1112609866E-5  -2.093718331E-4  1.6622632999E-4  -1.7057146313E-4  1.1114769201E-4  -1.0146854797E-4  0.0097632324978  -7.370176002E-5  7.0991556282E-6  3.7029357108E-4  -1.4126203627E-4  -1.9406985884E-4  -7.262676562E-4  4.7862695958E-5  -5.4993965043E-5  1.520098943E-5  3.1650822451E-4  3.8637716812E-5  -8.5734240556E-6  -9.0335093261E-5  1.2091425467E-5  -0.0046981386537  2.7397984971E-4  -2.2213430499E-4  0.0026789381129  -1.1642287314E-5  3.4789387247E-4  -3.3821664628E-4  0.0022980701362  2.8382487112E-4  3.7013303598E-4  1.8817730376E-4  -1.0516808435E-4  -7.8144737231E-5  1.2730376682E-4  -4.3795168715E-5  -0.0018559635466  7.1443458417E-5  -1.260114755E-5  4.3180197899E-4  0.0025764939598  4.7154112347E-4  -0.0013002026947  -0.0011083420851  0.0015291600456  9.951962937E-5  5.9784730693E-5  2.6994511332E-5  0.0023197053986  -0.0016689997321  
